"geneid","CpG_count"
"SPU_005915",2
"SPU_005917",7
"SPU_005926",4
"SPU_005938",8
"SPU_005941",22
"SPU_005944",2
"SPU_005953",9
"SPU_005955",12
"SPU_005962",35
"SPU_005964",39
"SPU_005968",6
"SPU_005972",12
"SPU_005983",18
"SPU_005990",1
"SPU_005991",2
"SPU_005992",18
"SPU_005993",36
"SPU_005994",16
"SPU_006002",1
"SPU_006004",2
"SPU_006008",1
"SPU_006010",3
"SPU_006016",3
"SPU_006019",7
"SPU_006020",21
"SPU_006022",1
"SPU_006029",4
"SPU_006031",1
"SPU_006037",28
"SPU_006044",3
"SPU_006075",14
"SPU_006083",3
"SPU_006090",2
"SPU_006092",1
"SPU_006096",1
"SPU_006098",27
"SPU_006100",2
"SPU_006104",3
"SPU_006105",10
"SPU_006107",16
"SPU_006108",4
"SPU_006111",1
"SPU_006115",4
"SPU_006119",1
"SPU_006120",5
"SPU_006121",13
"SPU_006128",1
"SPU_006132",1
"SPU_006135",1
"SPU_006138",5
"SPU_006139",28
"SPU_006143",9
"SPU_006145",53
"SPU_006147",13
"SPU_006149",2
"SPU_006150",11
"SPU_006159",9
"SPU_006162",4
"SPU_006163",23
"SPU_006169",18
"SPU_006171",2
"SPU_006186",4
"SPU_006193",18
"SPU_006199",6
"SPU_006207",5
"SPU_006208",4
"SPU_006216",1
"SPU_006219",42
"SPU_006221",4
"SPU_006229",3
"SPU_006234",3
"SPU_006238",3
"SPU_006241",37
"SPU_006242",25
"SPU_006272",7
"SPU_006273",9
"SPU_006276",15
"SPU_006281",3
"SPU_006282",33
"SPU_006283",10
"SPU_006284",16
"SPU_006285",9
"SPU_006291",13
"SPU_006292",1
"SPU_006294",2
"SPU_006296",3
"SPU_006301",2
"SPU_006302",12
"SPU_006305",4
"SPU_006306",3
"SPU_006310",6
"SPU_006312",1
"SPU_006317",19
"SPU_006318",24
"SPU_006321",1
"SPU_006324",1
"SPU_006326",1
"SPU_006335",4
"SPU_006339",1
"SPU_006345",5
"SPU_006347",3
"SPU_006358",5
"SPU_006359",7
"SPU_006362",5
"SPU_006370",9
"SPU_006374",8
"SPU_006378",1
"SPU_006380",3
"SPU_006392",19
"SPU_006398",23
"SPU_006410",12
"SPU_006424",4
"SPU_006436",2
"SPU_006437",1
"SPU_006438",20
"SPU_006440",1
"SPU_006443",3
"SPU_006452",50
"SPU_006454",5
"SPU_006457",4
"SPU_006460",13
"SPU_006462",2
"SPU_006464",12
"SPU_006465",63
"SPU_006466",1
"SPU_006470",3
"SPU_006475",3
"SPU_006478",7
"SPU_006479",56
"SPU_006487",3
"SPU_006493",2
"SPU_006495",19
"SPU_006499",3
"SPU_006501",2
"SPU_006506",10
"SPU_006508",15
"SPU_006512",7
"SPU_006523",4
"SPU_006530",4
"SPU_006531",17
"SPU_006532",3
"SPU_006534",3
"SPU_006537",2
"SPU_006541",6
"SPU_006548",1
"SPU_006561",4
"SPU_006564",3
"SPU_006567",4
"SPU_006571",2
"SPU_006573",3
"SPU_006574",15
"SPU_006580",7
"SPU_006585",4
"SPU_006589",2
"SPU_006599",11
"SPU_006601",2
"SPU_006602",3
"SPU_006603",4
"SPU_006607",43
"SPU_006608",18
"SPU_006612",7
"SPU_006614",1
"SPU_006626",12
"SPU_006627",29
"SPU_006628",16
"SPU_006634",6
"SPU_006637",12
"SPU_006646",21
"SPU_006653",1
"SPU_006657",13
"SPU_006659",2
"SPU_006662",86
"SPU_006663",5
"SPU_006665",6
"SPU_006668",2
"SPU_006680",2
"SPU_006683",5
"SPU_006685",4
"SPU_006686",6
"SPU_006687",10
"SPU_006708",1
"SPU_006718",4
"SPU_006720",31
"SPU_006723",49
"SPU_006724",92
"SPU_006726",32
"SPU_006731",19
"SPU_006732",4
"SPU_006735",2
"SPU_006738",6
"SPU_006742",10
"SPU_006749",3
"SPU_006756",1
"SPU_006762",1
"SPU_006764",2
"SPU_006777",96
"SPU_006779",7
"SPU_006782",24
"SPU_006786",42
"SPU_006787",2
"SPU_006790",75
"SPU_006792",4
"SPU_006793",19
"SPU_006794",100
"SPU_006795",10
"SPU_006796",1
"SPU_006800",61
"SPU_006810",1
"SPU_006811",175
"SPU_006812",22
"SPU_006818",12
"SPU_006839",7
"SPU_006840",1
"SPU_006842",1
"SPU_006845",9
"SPU_006849",7
"SPU_006856",16
"SPU_006858",2
"SPU_006859",14
"SPU_006863",2
"SPU_006865",49
"SPU_006872",4
"SPU_006876",1
"SPU_006881",5
"SPU_006899",17
"SPU_006905",1
"SPU_006906",6
"SPU_006907",1
"SPU_006911",6
"SPU_006916",6
"SPU_006917",1
"SPU_006930",20
"SPU_006942",12
"SPU_006950",14
"SPU_006953",21
"SPU_006958",8
"SPU_006966",41
"SPU_006967",6
"SPU_006973",33
"SPU_006977",1
"SPU_006978",1
"SPU_006986",5
"SPU_006988",6
"SPU_006991",59
"SPU_006992",7
"SPU_006994",3
"SPU_006995",32
"SPU_006996",22
"SPU_007003",6
"SPU_007004",15
"SPU_007005",7
"SPU_007011",1
"SPU_007013",16
"SPU_007016",5
"SPU_007019",24
"SPU_007022",10
"SPU_007031",4
"SPU_007036",11
"SPU_007039",1
"SPU_007040",19
"SPU_007043",25
"SPU_007045",4
"SPU_007050",3
"SPU_007069",3
"SPU_007072",10
"SPU_007074",14
"SPU_007086",5
"SPU_007088",10
"SPU_007089",3
"SPU_007092",4
"SPU_007094",1
"SPU_007097",1
"SPU_007102",8
"SPU_007106",38
"SPU_007110",7
"SPU_007113",4
"SPU_007114",1
"SPU_007123",12
"SPU_007125",3
"SPU_007126",1
"SPU_007127",6
"SPU_007134",6
"SPU_007150",21
"SPU_007151",4
"SPU_007155",3
"SPU_007157",15
"SPU_007159",7
"SPU_007163",3
"SPU_007165",7
"SPU_007173",8
"SPU_007175",12
"SPU_007178",29
"SPU_007185",1
"SPU_007186",8
"SPU_007190",1
"SPU_007196",1
"SPU_007198",31
"SPU_007203",2
"SPU_007210",17
"SPU_007217",19
"SPU_007230",9
"SPU_007232",3
"SPU_007235",6
"SPU_007236",1
"SPU_007240",6
"SPU_007251",10
"SPU_007252",13
"SPU_007255",15
"SPU_007257",10
"SPU_007259",2
"SPU_007266",1
"SPU_007267",3
"SPU_007284",20
"SPU_007288",2
"SPU_007289",90
"SPU_007290",13
"SPU_007294",4
"SPU_007299",7
"SPU_007311",59
"SPU_007317",20
"SPU_007325",5
"SPU_007327",5
"SPU_007328",6
"SPU_007334",5
"SPU_007335",2
"SPU_007346",6
"SPU_007349",23
"SPU_007350",2
"SPU_007362",3
"SPU_007384",3
"SPU_007390",12
"SPU_007392",15
"SPU_007393",10
"SPU_007398",6
"SPU_007400",7
"SPU_007403",2
"SPU_007407",24
"SPU_007409",7
"SPU_007414",42
"SPU_007416",12
"SPU_007426",2
"SPU_007433",1
"SPU_007445",108
"SPU_007447",2
"SPU_007448",4
"SPU_007451",10
"SPU_007456",2
"SPU_007460",4
"SPU_007465",5
"SPU_007481",42
"SPU_007485",40
"SPU_007486",7
"SPU_007502",4
"SPU_007507",2
"SPU_007513",16
"SPU_007514",23
"SPU_007518",3
"SPU_007522",9
"SPU_007523",21
"SPU_007526",54
"SPU_007530",2
"SPU_007532",3
"SPU_007537",11
"SPU_007543",71
"SPU_007545",289
"SPU_007548",2
"SPU_007550",13
"SPU_007554",32
"SPU_007562",4
"SPU_007577",3
"SPU_007582",1
"SPU_007584",2
"SPU_007586",47
"SPU_007587",3
"SPU_007588",16
"SPU_007589",24
"SPU_007590",4
"SPU_007592",130
"SPU_007596",6
"SPU_007599",1
"SPU_007601",1
"SPU_007603",3
"SPU_007607",39
"SPU_007608",26
"SPU_007630",10
"SPU_007631",16
"SPU_007643",10
"SPU_007645",3
"SPU_007651",3
"SPU_007654",11
"SPU_007660",5
"SPU_007665",1
"SPU_007669",3
"SPU_007675",27
"SPU_007678",7
"SPU_007682",17
"SPU_007686",12
"SPU_007693",3
"SPU_007696",12
"SPU_007698",8
"SPU_007701",1
"SPU_007708",92
"SPU_007712",1
"SPU_007715",3
"SPU_007718",1
"SPU_007719",1
"SPU_007720",1
"SPU_007721",2
"SPU_007723",8
"SPU_007739",5
"SPU_007745",1
"SPU_007750",7
"SPU_007758",2
"SPU_007760",8
"SPU_007767",4
"SPU_007770",10
"SPU_007771",16
"SPU_007772",2
"SPU_007773",7
"SPU_007782",4
"SPU_007795",7
"SPU_007801",29
"SPU_007802",10
"SPU_007806",11
"SPU_007813",47
"SPU_007824",6
"SPU_007839",5
"SPU_007840",30
"SPU_007842",4
"SPU_007857",19
"SPU_007858",7
"SPU_007870",1
"SPU_007881",3
"SPU_007883",16
"SPU_007894",9
"SPU_007899",1
"SPU_007901",13
"SPU_007903",1
"SPU_007904",9
"SPU_007911",1
"SPU_007915",6
"SPU_007919",5
"SPU_007920",10
"SPU_007923",8
"SPU_007936",6
"SPU_007937",5
"SPU_007938",1
"SPU_007946",5
"SPU_007948",27
"SPU_007958",3
"SPU_007962",6
"SPU_007963",2
"SPU_007965",6
"SPU_007978",1
"SPU_007980",3
"SPU_007985",10
"SPU_007992",83
"SPU_007996",13
"SPU_007998",21
"SPU_007999",11
"SPU_008002",46
"SPU_008004",2
"SPU_008005",1
"SPU_008007",21
"SPU_008013",1
"SPU_008019",96
"SPU_008021",9
"SPU_008030",12
"SPU_008032",5
"SPU_008034",9
"SPU_008035",9
"SPU_008043",2
"SPU_008049",17
"SPU_008050",6
"SPU_008051",2
"SPU_008058",4
"SPU_008062",3
"SPU_008064",13
"SPU_008065",25
"SPU_008066",5
"SPU_008068",2
"SPU_008072",2
"SPU_008074",19
"SPU_008075",1
"SPU_008079",2
"SPU_008089",1
"SPU_008091",65
"SPU_008096",8
"SPU_008101",17
"SPU_008103",5
"SPU_008105",4
"SPU_008111",6
"SPU_008117",15
"SPU_008122",5
"SPU_008142",19
"SPU_008145",16
"SPU_008150",5
"SPU_008152",3
"SPU_008153",3
"SPU_008157",11
"SPU_008159",27
"SPU_008160",2
"SPU_008174",1
"SPU_008175",2
"SPU_008176",3
"SPU_008177",5
"SPU_008180",12
"SPU_008181",1
"SPU_008188",3
"SPU_008195",7
"SPU_008198.b",2
"SPU_008199",1
"SPU_008202",4
"SPU_008214",2
"SPU_008215",4
"SPU_008218",1
"SPU_008222",5
"SPU_008239",5
"SPU_008241",24
"SPU_008242",3
"SPU_008247",5
"SPU_008259",22
"SPU_008268",14
"SPU_008285",48
"SPU_008286",3
"SPU_008287",11
"SPU_008301",2
"SPU_008305",1
"SPU_008312",21
"SPU_008317",1
"SPU_008322",6
"SPU_008330",2
"SPU_008331",33
"SPU_008332",1
"SPU_008335",6
"SPU_008337",2
"SPU_008339",13
"SPU_008351",58
"SPU_008353",99
"SPU_008356",5
"SPU_008361",48
"SPU_008370",1
"SPU_008377",30
"SPU_008379",2
"SPU_008381",8
"SPU_008384",7
"SPU_008389",8
"SPU_008390",10
"SPU_008394",5
"SPU_008395",112
"SPU_008401",2
"SPU_008413",4
"SPU_008429",11
"SPU_008431",10
"SPU_008434",1
"SPU_008441",78
"SPU_008450",11
"SPU_008453",1
"SPU_008458",7
"SPU_008463",1
"SPU_008466",8
"SPU_008467",9
"SPU_008470",166
"SPU_008471",196
"SPU_008472",58
"SPU_008473",10
"SPU_008484",14
"SPU_008485",5
"SPU_008491",58
"SPU_008494",19
"SPU_008497",5
"SPU_008498",10
"SPU_008504",92
"SPU_008507",4
"SPU_008514",4
"SPU_008519",1
"SPU_008527",6
"SPU_008528",1
"SPU_008530",1
"SPU_008535",3
"SPU_008537",2
"SPU_008538",1
"SPU_008541",2
"SPU_008545",29
"SPU_008555",2
"SPU_008558",4
"SPU_008563",9
"SPU_008567",1
"SPU_008571",7
"SPU_008573",3
"SPU_008574",1
"SPU_008590",4
"SPU_008595",1
"SPU_008603",8
"SPU_008606",5
"SPU_008609",10
"SPU_008613",2
"SPU_008617",9
"SPU_008618",2
"SPU_008620",6
"SPU_008621",82
"SPU_008622",26
"SPU_008626",4
"SPU_008627",4
"SPU_008635",2
"SPU_008640",6
"SPU_008646",5
"SPU_008647",13
"SPU_008650",27
"SPU_008655",10
"SPU_008660",1
"SPU_008663",141
"SPU_008664",3
"SPU_008666",28
"SPU_008670",24
"SPU_008680",8
"SPU_008707",7
"SPU_008709",1
"SPU_008717",13
"SPU_008719",4
"SPU_008723",5
"SPU_008724",5
"SPU_008728",15
"SPU_008733",17
"SPU_008737",5
"SPU_008747",21
"SPU_008748",11
"SPU_008756",5
"SPU_008757",4
"SPU_008760",4
"SPU_008762",21
"SPU_008768",8
"SPU_008776",2
"SPU_008786",54
"SPU_008787",3
"SPU_008793",13
"SPU_008800",24
"SPU_008802",1
"SPU_008803",5
"SPU_008804",2
"SPU_008811",54
"SPU_008812",23
"SPU_008813",2
"SPU_008821",12
"SPU_008826",4
"SPU_008836",30
"SPU_008837",1
"SPU_008842",25
"SPU_008853",4
"SPU_008856",2
"SPU_008862",2
"SPU_008863",1
"SPU_008865",4
"SPU_008867",6
"SPU_008869",24
"SPU_008873",25
"SPU_008875",4
"SPU_008876",4
"SPU_008877",11
"SPU_008878",3
"SPU_008880",116
"SPU_008886",12
"SPU_008887",15
"SPU_008897",35
"SPU_008905",1
"SPU_008910",5
"SPU_008916",33
"SPU_008919",1
"SPU_008926",10
"SPU_008929",7
"SPU_008934",155
"SPU_008936",6
"SPU_008943",4
"SPU_008944",1
"SPU_008945",44
"SPU_008948",23
"SPU_008950",1
"SPU_008954",8
"SPU_008961",2
"SPU_008966",1
"SPU_008971",13
"SPU_008972",7
"SPU_008977",10
"SPU_008981",1
"SPU_008983",34
"SPU_008988",4
"SPU_008991",3
"SPU_008992",19
"SPU_008994",21
"SPU_008995",15
"SPU_009001",8
"SPU_009013",9
"SPU_009014",16
"SPU_009017",58
"SPU_009019",40
"SPU_009020",23
"SPU_009027",11
"SPU_009033",1
"SPU_009035",6
"SPU_009041",19
"SPU_009044",4
"SPU_009047",132
"SPU_009054",14
"SPU_009060",7
"SPU_009061",1
"SPU_009062",13
"SPU_009071",3
"SPU_009077",14
"SPU_009079",1
"SPU_009086",5
"SPU_009089",5
"SPU_009091",3
"SPU_009095",3
"SPU_009099",34
"SPU_009100",11
"SPU_009109",6
"SPU_009110",10
"SPU_009111",9
"SPU_009114",1
"SPU_009119",5
"SPU_009123",9
"SPU_009124",6
"SPU_009135",7
"SPU_009138",2
"SPU_009139",2
"SPU_009142",13
"SPU_009145",5
"SPU_009147",2
"SPU_009154",27
"SPU_009156",1
"SPU_009159",11
"SPU_009167",11
"SPU_009168",6
"SPU_009188",90
"SPU_009195",26
"SPU_009201",4
"SPU_009203",82
"SPU_009217",5
"SPU_009218",5
"SPU_009222",2
"SPU_009226",6
"SPU_009228",4
"SPU_009229",9
"SPU_009230",16
"SPU_009236",6
"SPU_009237",24
"SPU_009238",5
"SPU_009240",6
"SPU_009241",3
"SPU_009242",33
"SPU_009243",4
"SPU_009247",1
"SPU_009248",4
"SPU_009256",25
"SPU_009257",94
"SPU_009263",2
"SPU_009272",10
"SPU_009273",9
"SPU_009277",1
"SPU_009288",6
"SPU_009289",7
"SPU_009292",13
"SPU_009293",8
"SPU_009307",18
"SPU_009312",1
"SPU_009313",5
"SPU_009316",5
"SPU_009318",1
"SPU_009319",11
"SPU_009321",2
"SPU_009325",34
"SPU_009327",7
"SPU_009340",13
"SPU_009344",8
"SPU_009348",2
"SPU_009352",2
"SPU_009353",5
"SPU_009354",26
"SPU_009357",9
"SPU_009383",1
"SPU_009394",12
"SPU_009395",4
"SPU_009400",1
"SPU_009404",6
"SPU_009405",6
"SPU_009406",34
"SPU_009412",7
"SPU_009413",4
"SPU_009417",9
"SPU_009423",31
"SPU_009432",5
"SPU_009436",9
"SPU_009438",7
"SPU_009446",59
"SPU_009448",86
"SPU_009449",1
"SPU_009454",4
"SPU_009458",10
"SPU_009460",4
"SPU_009462",2
"SPU_009463",28
"SPU_009464",3
"SPU_009465",7
"SPU_009470",1
"SPU_009472",5
"SPU_009475",10
"SPU_009476",22
"SPU_009485",1
"SPU_009488",7
"SPU_009505",11
"SPU_009506",31
"SPU_009507",10
"SPU_009508",3
"SPU_009509",13
"SPU_009510",15
"SPU_009513",37
"SPU_009519",7
"SPU_009520",84
"SPU_009526",22
"SPU_009527",39
"SPU_009534",19
"SPU_009549",4
"SPU_009551",7
"SPU_009554",7
"SPU_009560",8
"SPU_009562",2
"SPU_009576",1
"SPU_009587",6
"SPU_009593",2
"SPU_009594",11
"SPU_009599",5
"SPU_009600",3
"SPU_009601",7
"SPU_009602",4
"SPU_009603",8
"SPU_009605",1
"SPU_009608",81
"SPU_009609",12
"SPU_009615",8
"SPU_009619",2
"SPU_009627",2
"SPU_009628",8
"SPU_009631",3
"SPU_009634",2
"SPU_009636",6
"SPU_009638",1
"SPU_009645",2
"SPU_009646",8
"SPU_009650",6
"SPU_009653",1
"SPU_009654",18
"SPU_009657",2
"SPU_009674",2
"SPU_009681",5
"SPU_009725",7
"SPU_009727",6
"SPU_009742",4
"SPU_009749",105
"SPU_009752",2
"SPU_009755",43
"SPU_009774",20
"SPU_009776",3
"SPU_009778",17
"SPU_009789",14
"SPU_009794",11
"SPU_009797",6
"SPU_009799",8
"SPU_009805",9
"SPU_009817",3
"SPU_009818",1
"SPU_009822",12
"SPU_009825",30
"SPU_009827",2
"SPU_009833",5
"SPU_009839",4
"SPU_009843",4
"SPU_009848",6
"SPU_009850",1
"SPU_009861.a",5
"SPU_009861.d",26
"SPU_009873",13
"SPU_009891",3
"SPU_009895",19
"SPU_009899",1
"SPU_009900",10
"SPU_009901",6
"SPU_009909",12
"SPU_009910",2
"SPU_009922",145
"SPU_009923",2
"SPU_009926",19
"SPU_009929",2
"SPU_009930",1
"SPU_009931",3
"SPU_009942",56
"SPU_009947",3
"SPU_009949",2
"SPU_009951",3
"SPU_009954",6
"SPU_009975",10
"SPU_009976",1
"SPU_009977",9
"SPU_009986",5
"SPU_009988",7
"SPU_009989",3
"SPU_009990",14
"SPU_009991",13
"SPU_009997",1
"SPU_010001",1
"SPU_010002",11
"SPU_010010",8
"SPU_010015",21
"SPU_010027",5
"SPU_010029",7
"SPU_010035",16
"SPU_010036",140
"SPU_010039",51
"SPU_010040",3
"SPU_010041",2
"SPU_010043",21
"SPU_010044",1
"SPU_010045",6
"SPU_010051",3
"SPU_010052",1
"SPU_010054",41
"SPU_010058",31
"SPU_010060",4
"SPU_010061",9
"SPU_010065",3
"SPU_010067",9
"SPU_010075",9
"SPU_010086",2
"SPU_010091",4
"SPU_010095",1
"SPU_010096",2
"SPU_010102",27
"SPU_010110",3
"SPU_010111",35
"SPU_010112",44
"SPU_010113",1
"SPU_010119",4
"SPU_010120",15
"SPU_010121",32
"SPU_010124",7
"SPU_010130",4
"SPU_010131",10
"SPU_010134",8
"SPU_010137",5
"SPU_010139",4
"SPU_010154",5
"SPU_010161",77
"SPU_010163",7
"SPU_010172",3
"SPU_010176",22
"SPU_010184",25
"SPU_010186",24
"SPU_010191",9
"SPU_010196",1
"SPU_010197",112
"SPU_010198",32
"SPU_010199",1
"SPU_010202",9
"SPU_010206",2
"SPU_010213",3
"SPU_010214",20
"SPU_010215",1
"SPU_010216",32
"SPU_010221",3
"SPU_010230",5
"SPU_010231",10
"SPU_010232",5
"SPU_010235",2
"SPU_010236",4
"SPU_010238",4
"SPU_010247",2
"SPU_010248",5
"SPU_010249",2
"SPU_010257",2
"SPU_010266",17
"SPU_010272",1
"SPU_010275",8
"SPU_010279",21
"SPU_010280",24
"SPU_010281",20
"SPU_010282",2
"SPU_010285",6
"SPU_010288",4
"SPU_010292",25
"SPU_010296",4
"SPU_010302",12
"SPU_010303",33
"SPU_010304",124
"SPU_010310",7
"SPU_010326",4
"SPU_010329",7
"SPU_010330",23
"SPU_010331",1
"SPU_010338",1
"SPU_010341",1
"SPU_010343",91
"SPU_010350",1
"SPU_010351",34
"SPU_010352",16
"SPU_010362",12
"SPU_010366",28
"SPU_010367",12
"SPU_010369",18
"SPU_010370",3
"SPU_010371",39
"SPU_010380",6
"SPU_010385",4
"SPU_010392",67
"SPU_010402",2
"SPU_010404",51
"SPU_010417",5
"SPU_010422",2
"SPU_010423",1
"SPU_010424.a",15
"SPU_010424.d",16
"SPU_010429",26
"SPU_010430",30
"SPU_010438",7
"SPU_010440",4
"SPU_010443",7
"SPU_010446",8
"SPU_010450",2
"SPU_010463",23
"SPU_010468",1
"SPU_010470",1
"SPU_010471",51
"SPU_010473",10
"SPU_010475",45
"SPU_010481",3
"SPU_010483",3
"SPU_010484",20
"SPU_010488",8
"SPU_010491",6
"SPU_010495",13
"SPU_010499",11
"SPU_010501",9
"SPU_010504",3
"SPU_010509",29
"SPU_010511",20
"SPU_010518",24
"SPU_010522",5
"SPU_010532",20
"SPU_010533",4
"SPU_010535",9
"SPU_010536",1
"SPU_010547",10
"SPU_010551",3
"SPU_010554",9
"SPU_010560",8
"SPU_010561",4
"SPU_010564",3
"SPU_010566",13
"SPU_010567",9
"SPU_010570",6
"SPU_010576",1
"SPU_010583",17
"SPU_010590",2
"SPU_010592",24
"SPU_010597",1
"SPU_010605",10
"SPU_010612",8
"SPU_010614",14
"SPU_010615",3
"SPU_010616",4
"SPU_010617",21
"SPU_010629",10
"SPU_010631",1
"SPU_010638",89
"SPU_010639",2
"SPU_010640",4
"SPU_010641",8
"SPU_010646",22
"SPU_010655",4
"SPU_010657",29
"SPU_010659",23
"SPU_010661",57
"SPU_010662",2
"SPU_010672",99
"SPU_010682",3
"SPU_010683",21
"SPU_010684",4
"SPU_010686",4
"SPU_010696",14
"SPU_010697",8
"SPU_010716",38
"SPU_010723",4
"SPU_010724",2
"SPU_010726",5
"SPU_010727",154
"SPU_010731",4
"SPU_010736",2
"SPU_010737",1
"SPU_010741",12
"SPU_010742",15
"SPU_010743",9
"SPU_010748",3
"SPU_010750",8
"SPU_010755",4
"SPU_010759",3
"SPU_010762",4
"SPU_010765",6
"SPU_010766",5
"SPU_010775",12
"SPU_010776",15
"SPU_010778",10
"SPU_010784",5
"SPU_010785",2
"SPU_010788",18
"SPU_010790",19
"SPU_010791",9
"SPU_010799",1
"SPU_010805",14
"SPU_010822",3
"SPU_010823",8
"SPU_010826",5
"SPU_010829",5
"SPU_010840",2
"SPU_010846",4
"SPU_010865",1
"SPU_010866",5
"SPU_010874",11
"SPU_010890",7
"SPU_010899",22
"SPU_010904",9
"SPU_010905",4
"SPU_010909",22
"SPU_010938",14
"SPU_010942",6
"SPU_010943",19
"SPU_010950",49
"SPU_010953",7
"SPU_010954",1
"SPU_010965",3
"SPU_010980",6
"SPU_010981",3
"SPU_010984",69
"SPU_010986",2
"SPU_010993",3
"SPU_010994",10
"SPU_011005",26
"SPU_011006",30
"SPU_011007",2
"SPU_011011",11
"SPU_011016",5
"SPU_011019",1
"SPU_011021",11
"SPU_011022",5
"SPU_011023",4
"SPU_011024",2
"SPU_011027",21
"SPU_011034",1
"SPU_011036",1
"SPU_011046",5
"SPU_011049",5
"SPU_011056",14
"SPU_011058",36
"SPU_011059",14
"SPU_011062",8
"SPU_011065",3
"SPU_011067",4
"SPU_011073",1
"SPU_011079",9
"SPU_011080",17
"SPU_011089",3
"SPU_011090",4
"SPU_011093",5
"SPU_011094",39
"SPU_011101",4
"SPU_011102",3
"SPU_011105",17
"SPU_011106",1
"SPU_011120",2
"SPU_011121",2
"SPU_011122",1
"SPU_011124",33
"SPU_011126",10
"SPU_011130",22
"SPU_011133",3
"SPU_011137",8
"SPU_011138",10
"SPU_011150",2
"SPU_011152",6
"SPU_011154",1
"SPU_011159",70
"SPU_011160",13
"SPU_011163",9
"SPU_011176",1
"SPU_011177",5
"SPU_011181",29
"SPU_011190",5
"SPU_011192",8
"SPU_011199",15
"SPU_011202",31
"SPU_011209",32
"SPU_011213",18
"SPU_011216",16
"SPU_011222",29
"SPU_011224",4
"SPU_011225",5
"SPU_011237",1
"SPU_011239",2
"SPU_011240",1
"SPU_011242",3
"SPU_011243",4
"SPU_011245",14
"SPU_011246",2
"SPU_011251",18
"SPU_011253",3
"SPU_011257",3
"SPU_011258",3
"SPU_011265",2
"SPU_011266",1
"SPU_011272",4
"SPU_011274",5
"SPU_011280",55
"SPU_011282",53
"SPU_011283",42
"SPU_011284",86
"SPU_011301",4
"SPU_011310",9
"SPU_011313",9
"SPU_011316",1
"SPU_011321",29
"SPU_011331",34
"SPU_011332",5
"SPU_011334",23
"SPU_011337",3
"SPU_011338",6
"SPU_011342",6
"SPU_011346",31
"SPU_011347",16
"SPU_011351",1
"SPU_011352",1
"SPU_011358",13
"SPU_011364",114
"SPU_011371",108
"SPU_011372",31
"SPU_011383",28
"SPU_011391",4
"SPU_011396",51
"SPU_011398",1
"SPU_011404",31
"SPU_011408",2
"SPU_011414",4
"SPU_011421",13
"SPU_011426",4
"SPU_011431",24
"SPU_011434",23
"SPU_011438",8
"SPU_011442",12
"SPU_011445",1
"SPU_011455",106
"SPU_011457",45
"SPU_011469",17
"SPU_011470",10
"SPU_011471",1
"SPU_011485",7
"SPU_011491",8
"SPU_011492",1
"SPU_011497",6
"SPU_011499",3
"SPU_011502",25
"SPU_011508",52
"SPU_011509",32
"SPU_011510",3
"SPU_011511",52
"SPU_011527",4
"SPU_011535",4
"SPU_011538",3
"SPU_011542",54
"SPU_011543",4
"SPU_011555",6
"SPU_011566",9
"SPU_011568",12
"SPU_011571",17
"SPU_011578",2
"SPU_011579",4
"SPU_011585",9
"SPU_011588",37
"SPU_011599",10
"SPU_011603",2
"SPU_011604.a",1
"SPU_011606",1
"SPU_011608",7
"SPU_011609",6
"SPU_011610",18
"SPU_011617",76
"SPU_011618",21
"SPU_011619",4
"SPU_011620",14
"SPU_011621",2
"SPU_011623",8
"SPU_011624",3
"SPU_011632",3
"SPU_011634",7
"SPU_011636",2
"SPU_011639",24
"SPU_011640",10
"SPU_011647",34
"SPU_011649",3
"SPU_011650",14
"SPU_011655",4
"SPU_011657",4
"SPU_011658",6
"SPU_011661",10
"SPU_011673",31
"SPU_011675",3
"SPU_011678",46
"SPU_011679",17
"SPU_011689",3
"SPU_011690",6
"SPU_011694",1
"SPU_011695",1
"SPU_011696",127
"SPU_011699",3
"SPU_011700",1
"SPU_011701",22
"SPU_011712",6
"SPU_011713",1
"SPU_011716",1
"SPU_011717",41
"SPU_011721",172
"SPU_011725",152
"SPU_011728",1
"SPU_011729",2
"SPU_011739",4
"SPU_011756",27
"SPU_011760",1
"SPU_011762",4
"SPU_011767",4
"SPU_011776",1
"SPU_011777",6
"SPU_011781",34
"SPU_011782",16
"SPU_011784",36
"SPU_011804",1
"SPU_011808",7
"SPU_011809",13
"SPU_011814",7
"SPU_011816",3
"SPU_011818",3
"SPU_011820",7
"SPU_011826",7
"SPU_011829",1
"SPU_011832",9
"SPU_011835",2
"SPU_011836",51
"SPU_011851",12
"SPU_011866",25
"SPU_011869",149
"SPU_011874",12
"SPU_011876",2
"SPU_011877",1
"SPU_011880",3
"SPU_011884",25
"SPU_011885",220
"SPU_011888",15
"SPU_011896",1
"SPU_011897",13
"SPU_011908",7
"SPU_011912",9
"SPU_011913",9
"SPU_011914",2
"SPU_011933",47
"SPU_011934",1
"SPU_011937",7
"SPU_011941",4
"SPU_011953",3
"SPU_011956",28
"SPU_011961",1
"SPU_011963",27
"SPU_011971",68
"SPU_011976",18
"SPU_011978",12
"SPU_011980",5
"SPU_011986",5
"SPU_011996",7
"SPU_012000",6
"SPU_012003",3
"SPU_012004",82
"SPU_012005",3
"SPU_012010",1
"SPU_012017",2
"SPU_012021",21
"SPU_012022",3
"SPU_012024",1
"SPU_012025",7
"SPU_012034",48
"SPU_012039",20
"SPU_012041",9
"SPU_012044",4
"SPU_012045",12
"SPU_012046",4
