"exonid","CpG_count"
"SPU_003687-tr-E1",7
"SPU_003698-tr-E3",6
"SPU_003703-tr-E3",2
"SPU_003707-tr-E3",22
"SPU_003707-tr-E5",6
"SPU_003708-tr-E5",5
"SPU_003717-tr-E13",3
"SPU_003720-tr-E3",2
"SPU_003741-tr-E3",2
"SPU_003742-tr-E10",6
"SPU_003742-tr-E12",10
"SPU_003748-tr-E1",3
"SPU_003753-tr-E4",1
"SPU_003753-tr-E8",4
"SPU_003754-tr-E2",19
"SPU_003766-tr-E4",2
"SPU_003767-tr-E12",3
"SPU_003768-tr-E13",1
"SPU_003768-tr-E21",3
"SPU_003768-tr-E22",1
"SPU_003768-tr-E25",4
"SPU_003769-tr-E6",1
"SPU_003771-tr-E8",7
"SPU_003771-tr-E9",3
"SPU_003777-tr-E3",2
"SPU_003785-tr-E6",17
"SPU_003785-tr-E7",1
"SPU_003802-tr-E3",7
"SPU_003803-tr-E2",6
"SPU_003805-tr-E2",3
"SPU_003812-tr-E2",1
"SPU_003822-tr-E4",6
"SPU_003825-tr-E5",1
"SPU_003832-tr-E1",1
"SPU_003838-tr-E8",4
"SPU_003844-tr-E5",1
"SPU_003854-tr-E1",1
"SPU_003856-tr-E13",1
"SPU_003856-tr-E7",6
"SPU_003857-tr-E8",1
"SPU_003858-tr-E2",1
"SPU_003872-tr-E13",4
"SPU_003872-tr-E8",2
"SPU_003876-tr-E2",2
"SPU_003884-tr-E1",5
"SPU_003902-tr-E8",9
"SPU_003904-tr-E2",7
"SPU_003907-tr-E1",9
"SPU_003912-tr-E1",1
"SPU_003919-tr-E5",2
"SPU_003929-tr-E3",2
"SPU_003936-tr-E1",6
"SPU_003937-tr-E2",5
"SPU_003949-tr-E15",13
"SPU_003963-tr-E9",2
"SPU_003964-tr-E4",1
"SPU_003979-tr-E15",4
"SPU_003986-tr-E2",12
"SPU_003991-tr-E4",13
"SPU_003991-tr-E5",2
"SPU_003991-tr-E8",9
"SPU_003994-tr-E5",7
"SPU_003994-tr-E6",1
"SPU_004003-tr-E8",4
"SPU_004005-tr-E2",3
"SPU_004006-tr-E8",1
"SPU_004007-tr-E4",5
"SPU_004013-tr-E1",4
"SPU_004025-tr-E9",22
"SPU_004035-tr-E1",1
"SPU_004040-tr-E4",7
"SPU_004057-tr-E1",5
"SPU_004062-tr-E1",1
"SPU_004062-tr-E11",1
"SPU_004075-tr-E9",1
"SPU_004077-tr-E5",3
"SPU_004078-tr-E2",5
"SPU_004078-tr-E4",2
"SPU_004078-tr-E5",2
"SPU_004090-tr-E1",4
"SPU_004091-tr-E1",1
"SPU_004107-tr-E12",3
"SPU_004130-tr-E8",2
"SPU_004148-tr-E3",2
"SPU_004148-tr-E5",5
"SPU_004148-tr-E6",2
"SPU_004151-tr-E1",1
"SPU_004161-tr-E3",4
"SPU_004161-tr-E4",2
"SPU_004170-tr-E1",6
"SPU_004181-tr-E4",1
"SPU_004181-tr-E8",3
"SPU_004183-tr-E6",1
"SPU_004185-tr-E4",1
"SPU_004185-tr-E6",3
"SPU_004195-tr-E4",1
"SPU_004205-tr-E1",11
"SPU_004207-tr-E3",3
"SPU_004210-tr-E1",10
"SPU_004212-tr-E7",1
"SPU_004217-tr-E7",9
"SPU_004219-tr-E1",3
"SPU_004243-tr-E18",18
"SPU_004243-tr-E2",10
"SPU_004245-tr-E1",2
"SPU_004254-tr-E1",5
"SPU_004261-tr-E7",7
"SPU_004264-tr-E2",1
"SPU_004265-tr-E1",18
"SPU_004282-tr-E9",10
"SPU_004286-tr-E4",1
"SPU_004301-tr-E1",18
"SPU_004305-tr-E1",2
"SPU_004306-tr-E3",4
"SPU_004306-tr-E4",2
"SPU_004306-tr-E5",3
"SPU_004317-tr-E9",3
"SPU_004328-tr-E5",3
"SPU_004328-tr-E6",3
"SPU_004328-tr-E7",5
"SPU_004331-tr-E1",2
"SPU_004337-tr-E8",4
"SPU_004345-tr-E2",2
"SPU_004347-tr-E7",9
"SPU_004351-tr-E2",5
"SPU_004366-tr-E3",2
"SPU_004367-tr-E18",12
"SPU_004382-tr-E2",10
"SPU_004400-tr-E2",1
"SPU_004404-tr-E3",8
"SPU_004404-tr-E4",1
"SPU_004405-tr-E3",4
"SPU_004407-tr-E2",4
"SPU_004410-tr-E1",14
"SPU_004424-tr-E2",1
"SPU_004428-tr-E4",5
"SPU_004429-tr-E2",9
"SPU_004429-tr-E8",9
"SPU_004441-tr-E7",4
"SPU_004447-tr-E2",7
"SPU_004447-tr-E6",2
"SPU_004487-tr-E3",4
"SPU_004493-tr-E1",34
"SPU_004497-tr-E2",6
"SPU_004502-tr-E1",3
"SPU_004504-tr-E1",12
"SPU_004507-tr-E10",2
"SPU_004513-tr-E2",1
"SPU_004514-tr-E1",4
"SPU_004515-tr-E2",1
"SPU_004515-tr-E3",7
"SPU_004540-tr-E1",1
"SPU_004543-tr-E2",3
"SPU_004545-tr-E16",1
"SPU_004548-tr-E6",3
"SPU_004559-tr-E2",18
"SPU_004561-tr-E2",9
"SPU_004569-tr-E1",6
"SPU_004585-tr-E8",3
"SPU_004588-tr-E11",2
"SPU_004588-tr-E17",5
"SPU_004588-tr-E2",4
"SPU_004591-tr-E12",4
"SPU_004592-tr-E3",10
"SPU_004598-tr-E1",6
"SPU_004607-tr-E7",5
"SPU_004608-tr-E3",3
"SPU_004611-tr-E9",7
"SPU_004619-tr-E1",4
"SPU_004619-tr-E3",6
"SPU_004622-tr-E28",1
"SPU_004624-tr-E5",7
"SPU_004624-tr-E7",8
"SPU_004628-tr-E5",3
"SPU_004635-tr-E7",2
"SPU_004641-tr-E3",2
"SPU_004649-tr-E1",8
"SPU_004659-tr-E4",3
"SPU_004691-tr-E2",6
"SPU_004691-tr-E20",3
"SPU_004692-tr-E1",9
"SPU_004692-tr-E2",3
"SPU_004701-tr-E9",2
"SPU_004712-tr-E3",2
"SPU_004716-tr-E2",1
"SPU_004723-tr-E3",3
"SPU_004725-tr-E19",10
"SPU_004731-tr-E2",9
"SPU_004732-tr-E1",4
"SPU_004732-tr-E2",12
"SPU_004746-tr-E4",6
"SPU_004746-tr-E7",6
"SPU_004747-tr-E10",2
"SPU_004747-tr-E3",4
"SPU_004748-tr-E3",2
"SPU_004748-tr-E8",2
"SPU_004751-tr-E14",6
"SPU_004758-tr-E4",3
"SPU_004766-tr-E4",18
"SPU_004767-tr-E1",10
"SPU_004767-tr-E2",3
"SPU_004768-tr-E1",2
"SPU_004768-tr-E2",22
"SPU_004776-tr-E6",1
"SPU_004778-tr-E16",7
"SPU_004779-tr-E2",6
"SPU_004781-tr-E3",1
"SPU_004792-tr-E1",3
"SPU_004797-tr-E1",4
"SPU_004799-tr-E8",6
"SPU_004800-tr-E2",10
"SPU_004804-tr-E4",1
"SPU_004805-tr-E6",6
"SPU_004806-tr-E2",12
"SPU_004811-tr-E2",3
"SPU_004816-tr-E8",4
"SPU_004828-tr-E4",1
"SPU_004831-tr-E2",2
"SPU_004837-tr-E11",5
"SPU_004840-tr-E6",5
"SPU_004845-tr-E11",6
"SPU_004845-tr-E7",1
"SPU_004849-tr-E1",5
"SPU_004850-tr-E8",4
"SPU_004851-tr-E1",11
"SPU_004858-tr-E3",8
"SPU_004861-tr-E12",11
"SPU_004861-tr-E16",2
"SPU_004861-tr-E19",9
"SPU_004869-tr-E1",2
"SPU_004874-tr-E13",7
"SPU_004879-tr-E1",5
"SPU_004879-tr-E3",15
"SPU_004882-tr-E2",2
"SPU_004892-tr-E3",6
"SPU_004897-tr-E5",3
"SPU_004900-tr-E2",12
"SPU_004915-tr-E3",5
"SPU_004916-tr-E5",1
"SPU_004923-tr-E11",2
"SPU_004931-tr-E6",1
"SPU_004933-tr-E2",3
"SPU_004933-tr-E6",1
"SPU_004933-tr-E9",2
"SPU_004937-tr-E3",4
"SPU_004940-tr-E6",12
"SPU_004942-tr-E3",1
"SPU_004942-tr-E5",9
"SPU_004950-tr-E1",8
"SPU_004954-tr-E2",14
"SPU_004954-tr-E5",1
"SPU_004955-tr-E5",12
"SPU_004955-tr-E7",21
"SPU_004955-tr-E9",3
"SPU_004957-tr-E1",12
"SPU_004962-tr-E1",14
"SPU_004963-tr-E6",4
"SPU_004964-tr-E1",4
"SPU_004964-tr-E13",1
"SPU_004964-tr-E4",5
"SPU_004966-tr-E5",9
"SPU_004969-tr-E1",1
"SPU_004976-tr-E1",6
"SPU_004977-tr-E18",2
"SPU_004977-tr-E6",1
"SPU_004983-tr-E18",3
"SPU_004983-tr-E19",7
"SPU_004984-tr-E4",2
"SPU_004985-tr-E2",6
"SPU_004985-tr-E3",4
"SPU_004989-tr-E12",3
"SPU_004993-tr-E4",2
"SPU_004994-tr-E13",7
"SPU_004994-tr-E20",4
"SPU_005008-tr-E2",2
"SPU_005008-tr-E6",1
"SPU_005014-tr-E4",4
"SPU_005024-tr-E2",5
"SPU_005025-tr-E2",31
"SPU_005028-tr-E5",2
"SPU_005028-tr-E9",3
"SPU_005032-tr-E6",1
"SPU_005040-tr-E3",3
"SPU_005041-tr-E6",3
"SPU_005042-tr-E3",9
"SPU_005042-tr-E4",4
"SPU_005056-tr-E1",7
"SPU_005067-tr-E1",12
"SPU_005082-tr-E3",8
"SPU_005097-tr-E1",13
"SPU_005102-tr-E7",4
"SPU_005103-tr-E1",2
"SPU_005108-tr-E1",6
"SPU_005108-tr-E2",16
"SPU_005109-tr-E1",2
"SPU_005129-tr-E2",4
"SPU_005131-tr-E3",5
"SPU_005132-tr-E9",6
"SPU_005142-tr-E1",2
"SPU_005142-tr-E2",3
"SPU_005158-tr-E2",6
"SPU_005163-tr-E1",5
"SPU_005164-tr-E2",3
"SPU_005165-tr-E1",2
"SPU_005165-tr-E9",2
"SPU_005166-tr-E13",5
"SPU_005166-tr-E16",4
"SPU_005166-tr-E25",18
"SPU_005166-tr-E5",4
"SPU_005167-tr-E26",2
"SPU_005167-tr-E6",9
"SPU_005167-tr-E7",8
"SPU_005168-tr-E10",7
"SPU_005175-tr-E3",2
"SPU_005179-tr-E1",16
"SPU_005180-tr-E10",7
"SPU_005182-tr-E1",5
"SPU_005182-tr-E2",7
"SPU_005193-tr-E3",11
"SPU_005193-tr-E9",2
"SPU_005195-tr-E2",2
"SPU_005196-tr-E4",7
"SPU_005200-tr-E15",8
"SPU_005200-tr-E4",8
"SPU_005205-tr-E2",5
"SPU_005205-tr-E4",2
"SPU_005221-tr-E1",1
"SPU_005223-tr-E1",16
"SPU_005226-tr-E6",6
"SPU_005239-tr-E1",4
"SPU_005239-tr-E19",6
"SPU_005239-tr-E4",2
"SPU_005242-tr-E2",13
"SPU_005243-tr-E1",1
"SPU_005255-tr-E2",12
"SPU_005264-tr-E21",2
"SPU_005269-tr-E12",2
"SPU_005269-tr-E16",3
"SPU_005270-tr-E6",5
"SPU_005270-tr-E8",3
"SPU_005272-tr-E7",8
"SPU_005277-tr-E6",2
"SPU_005281-tr-E1",1
"SPU_005281-tr-E2",1
"SPU_005287-tr-E5",23
"SPU_005290-tr-E6",1
"SPU_005295-tr-E8",18
"SPU_005296-tr-E6",7
"SPU_005301-tr-E2",5
"SPU_005303-tr-E1",5
"SPU_005303-tr-E5",4
"SPU_005306-tr-E4",4
"SPU_005328-tr-E3",16
"SPU_005340-tr-E1",9
"SPU_005344-tr-E2",8
"SPU_005378-tr-E2",5
"SPU_005379-tr-E4",3
"SPU_005380-tr-E1",11
"SPU_005381-tr-E1",4
"SPU_005381-tr-E2",7
"SPU_005385-tr-E6",5
"SPU_005385-tr-E7",12
"SPU_005386-tr-E3",2
"SPU_005391-tr-E6",5
"SPU_005394-tr-E1",1
"SPU_005399-tr-E2",1
"SPU_005402-tr-E1",3
"SPU_005404-tr-E3",2
"SPU_005405-tr-E1",2
"SPU_005406-tr-E18",6
"SPU_005407-tr-E5",12
"SPU_005413-tr-E1",10
"SPU_005413-tr-E2",15
"SPU_005417-tr-E2",5
"SPU_005418-tr-E1",5
"SPU_005418-tr-E2",2
"SPU_005419-tr-E5",3
"SPU_005423-tr-E2",8
"SPU_005423-tr-E3",2
"SPU_005433-tr-E1",3
"SPU_005439-tr-E10",2
"SPU_005441-tr-E10",14
"SPU_005441-tr-E13",11
"SPU_005447-tr-E5",7
"SPU_005448-tr-E1",4
"SPU_005456-tr-E1",2
"SPU_005467-tr-E2",6
"SPU_005470-tr-E2",2
"SPU_005472-tr-E1",9
"SPU_005473-tr-E1",4
"SPU_005508-tr-E1",1
"SPU_005508-tr-E21",2
"SPU_005511-tr-E7",1
"SPU_005520-tr-E6",5
"SPU_005523-tr-E6",2
"SPU_005529-tr-E6",3
"SPU_005531-tr-E1",2
"SPU_005536-tr-E1",6
"SPU_005538-tr-E2",8
"SPU_005539-tr-E15",5
"SPU_005540-tr-E1",10
"SPU_005552-tr-E1",10
"SPU_005552-tr-E5",11
"SPU_005556-tr-E4",7
"SPU_005566-tr-E1",3
"SPU_005573-tr-E4",2
"SPU_005576-tr-E4",13
"SPU_005580-tr-E22",1
"SPU_005584-tr-E3",2
"SPU_005588-tr-E1",6
"SPU_005592-tr-E2",3
"SPU_005613-tr-E28",16
"SPU_005613-tr-E29",4
"SPU_005613-tr-E60",1
"SPU_005613-tr-E9",2
"SPU_005617-tr-E1",1
"SPU_005617-tr-E4",5
"SPU_005620-tr-E1",5
"SPU_005624-tr-E4",1
"SPU_005632-tr-E1",4
"SPU_005636-tr-E1",14
"SPU_005648-tr-E3",3
"SPU_005654-tr-E1",1
"SPU_005706-tr-E2",2
"SPU_005707-tr-E3",3
"SPU_005708-tr-E9",6
"SPU_005712-tr-E2",1
"SPU_005714-tr-E10",1
"SPU_005721-tr-E1",1
"SPU_005723-tr-E7",19
"SPU_005728-tr-E3",1
"SPU_005729-tr-E3",1
"SPU_005730-tr-E1",2
"SPU_005747-tr-E9",4
"SPU_005762-tr-E2",2
"SPU_005769-tr-E2",1
"SPU_005778-tr-E4",1
"SPU_005778-tr-E7",3
"SPU_005779-tr-E6",5
"SPU_005782-tr-E9",1
"SPU_005783-tr-E1",6
"SPU_005783-tr-E2",9
"SPU_005792-tr-E11",12
"SPU_005796-tr-E1",4
"SPU_005796-tr-E2",7
"SPU_005798-tr-E16",1
"SPU_005798-tr-E5",3
"SPU_005806-tr-E5",1
"SPU_005809-tr-E4",4
"SPU_005810-tr-E1",7
"SPU_005815-tr-E5",4
"SPU_005819-tr-E3",13
"SPU_005829-tr-E1",15
"SPU_005830-tr-E2",4
"SPU_005834-tr-E1",3
"SPU_005834-tr-E3",1
"SPU_005836-tr-E5",7
"SPU_005841-tr-E1",7
"SPU_005841-tr-E3",1
"SPU_005844-tr-E1",7
"SPU_005848-tr-E2",1
"SPU_005848-tr-E7",3
"SPU_005849-tr-E1",20
"SPU_005849-tr-E12",4
"SPU_005850-tr-E1",11
"SPU_005853-tr-E3",2
"SPU_005853-tr-E6",4
"SPU_005856-tr-E1",4
"SPU_005863-tr-E1",5
"SPU_005871-tr-E4",2
"SPU_005874-tr-E2",1
"SPU_005880-tr-E3",19
"SPU_005882-tr-E11",11
"SPU_005882-tr-E7",9
"SPU_005889-tr-E4",4
"SPU_005893-tr-E10",2
"SPU_005893-tr-E14",5
"SPU_005893-tr-E25",3
"SPU_005893-tr-E5",9
"SPU_005894-tr-E11",3
"SPU_005894-tr-E2",5
"SPU_005894-tr-E25",12
"SPU_005894-tr-E26",4
"SPU_005894-tr-E28",1
"SPU_005894-tr-E9",37
"SPU_005904-tr-E3",12
"SPU_005917-tr-E3",3
"SPU_005917-tr-E4",5
"SPU_005918-tr-E2",4
"SPU_005924-tr-E5",7
"SPU_005926-tr-E11",10
"SPU_005929-tr-E2",16
"SPU_005929-tr-E5",18
"SPU_005931-tr-E9",6
"SPU_005937-tr-E2",14
"SPU_005938-tr-E13",1
"SPU_005938-tr-E14",6
"SPU_005938-tr-E3",7
"SPU_005938-tr-E6",7
"SPU_005941-tr-E7",3
"SPU_005950-tr-E1",36
"SPU_005951-tr-E2",6
"SPU_005955-tr-E22",4
"SPU_005955-tr-E4",4
"SPU_005955-tr-E7",2
"SPU_005960-tr-E4",5
"SPU_005962-tr-E4",3
"SPU_005968-tr-E12",2
"SPU_005968-tr-E17",11
"SPU_005968-tr-E18",3
"SPU_005968-tr-E2",6
"SPU_005968-tr-E20",12
"SPU_005968-tr-E21",2
"SPU_005968-tr-E22",1
"SPU_005968-tr-E23",9
"SPU_005968-tr-E5",4
"SPU_005968-tr-E6",2
"SPU_005968-tr-E7",1
"SPU_005970-tr-E5",1
"SPU_005975-tr-E13",3
"SPU_005988-tr-E3",15
"SPU_005990-tr-E2",6
"SPU_005990-tr-E3",10
"SPU_005996-tr-E13",15
"SPU_005996-tr-E2",6
"SPU_006002-tr-E3",10
"SPU_006002-tr-E5",3
"SPU_006004-tr-E12",10
"SPU_006020-tr-E7",9
"SPU_006034-tr-E3",3
"SPU_006035-tr-E7",1
"SPU_006047-tr-E8",3
"SPU_006057-tr-E7",3
"SPU_006060-tr-E1",11
"SPU_006064-tr-E2",5
"SPU_006071-tr-E1",4
"SPU_006075-tr-E2",2
"SPU_006084-tr-E28",1
"SPU_006084-tr-E35",1
"SPU_006104-tr-E10",3
"SPU_006105-tr-E10",6
"SPU_006119-tr-E8",3
"SPU_006119-tr-E9",4
"SPU_006121-tr-E1",9
"SPU_006121-tr-E3",1
"SPU_006121-tr-E5",8
"SPU_006125-tr-E1",2
"SPU_006142-tr-E3",10
"SPU_006144-tr-E4",2
"SPU_006147-tr-E5",2
"SPU_006150-tr-E3",4
"SPU_006151-tr-E4",27
"SPU_006156-tr-E1",3
"SPU_006159-tr-E5",7
"SPU_006161-tr-E1",13
"SPU_006164-tr-E3",3
"SPU_006164-tr-E4",2
"SPU_006164-tr-E5",1
"SPU_006166-tr-E2",2
"SPU_006171-tr-E5",2
"SPU_006179-tr-E1",2
"SPU_006187-tr-E7",4
"SPU_006193-tr-E4",6
"SPU_006196.a-tr-E10",2
"SPU_006196.a-tr-E9",4
"SPU_006208-tr-E4",3
"SPU_006216-tr-E12",1
"SPU_006221-tr-E10",1
"SPU_006222-tr-E5",2
"SPU_006223-tr-E2",1
"SPU_006238-tr-E36",5
"SPU_006239-tr-E14",4
"SPU_006239-tr-E5",1
"SPU_006240-tr-E1",8
"SPU_006241-tr-E1",5
"SPU_006241-tr-E5",15
"SPU_006242-tr-E4",3
"SPU_006243-tr-E1",5
"SPU_006249-tr-E1",10
"SPU_006251-tr-E1",8
"SPU_006254-tr-E1",3
"SPU_006255-tr-E1",7
"SPU_006256-tr-E1",11
"SPU_006257-tr-E1",15
"SPU_006272-tr-E4",24
"SPU_006276-tr-E11",9
"SPU_006280-tr-E4",8
"SPU_006283-tr-E10",9
"SPU_006283-tr-E12",1
"SPU_006283-tr-E16",5
"SPU_006283-tr-E4",4
"SPU_006283-tr-E5",1
"SPU_006283-tr-E8",4
"SPU_006284-tr-E4",11
"SPU_006285-tr-E3",14
"SPU_006285-tr-E5",14
"SPU_006291-tr-E1",1
"SPU_006294-tr-E8",3
"SPU_006296-tr-E4",3
"SPU_006302-tr-E4",1
"SPU_006303-tr-E1",1
"SPU_006312-tr-E12",1
"SPU_006320-tr-E1",9
"SPU_006324-tr-E1",1
"SPU_006326-tr-E2",1
"SPU_006344-tr-E1",5
"SPU_006344-tr-E2",10
"SPU_006370-tr-E14",1
"SPU_006373-tr-E10",5
"SPU_006378-tr-E7",2
"SPU_006397-tr-E4",2
"SPU_006405-tr-E16",1
"SPU_006410-tr-E1",1
"SPU_006411-tr-E2",8
"SPU_006420-tr-E1",3
"SPU_006425-tr-E20",1
"SPU_006438-tr-E10",3
"SPU_006462-tr-E4",1
"SPU_006464-tr-E8",1
"SPU_006465-tr-E16",6
"SPU_006465-tr-E6",6
"SPU_006470-tr-E3",10
"SPU_006470-tr-E4",1
"SPU_006484-tr-E2",4
"SPU_006495-tr-E4",1
"SPU_006501-tr-E1",3
"SPU_006507-tr-E1",10
"SPU_006508-tr-E2",8
"SPU_006513-tr-E2",3
"SPU_006523-tr-E2",2
"SPU_006534-tr-E8",9
"SPU_006534-tr-E9",2
"SPU_006539-tr-E7",8
"SPU_006540-tr-E5",6
"SPU_006544-tr-E1",17
"SPU_006545-tr-E9",4
"SPU_006546-tr-E1",6
"SPU_006557-tr-E1",8
"SPU_006558-tr-E4",5
"SPU_006561-tr-E11",5
"SPU_006571-tr-E4",2
"SPU_006574-tr-E8",4
"SPU_006584-tr-E2",1
"SPU_006585-tr-E9",1
"SPU_006590-tr-E2",4
"SPU_006595-tr-E3",5
"SPU_006595-tr-E4",3
"SPU_006598-tr-E11",6
"SPU_006602-tr-E11",6
"SPU_006602-tr-E23",7
"SPU_006613-tr-E4",6
"SPU_006614-tr-E11",2
"SPU_006623-tr-E1",2
"SPU_006627-tr-E5",2
"SPU_006632-tr-E1",4
"SPU_006635-tr-E1",3
"SPU_006646-tr-E3",32
"SPU_006662-tr-E14",5
"SPU_006662-tr-E15",2
"SPU_006664-tr-E1",5
"SPU_006667-tr-E1",5
"SPU_006676-tr-E1",7
"SPU_006680-tr-E2",2
"SPU_006689-tr-E5",3
"SPU_006693-tr-E16",2
"SPU_006723-tr-E15",2
"SPU_006728-tr-E6",6
"SPU_006731-tr-E6",1
"SPU_006737-tr-E1",4
"SPU_006748-tr-E7",1
"SPU_006754-tr-E1",2
"SPU_006756-tr-E3",14
"SPU_006760-tr-E2",8
"SPU_006772-tr-E19",4
"SPU_006786-tr-E2",5
"SPU_006794-tr-E2",3
"SPU_006795-tr-E1",4
"SPU_006811-tr-E4",5
"SPU_006812-tr-E3",6
"SPU_006812-tr-E4",12
"SPU_006813-tr-E3",3
"SPU_006818-tr-E1",8
"SPU_006828-tr-E1",1
"SPU_006836-tr-E1",6
"SPU_006841-tr-E3",3
"SPU_006845-tr-E3",3
"SPU_006853-tr-E2",6
"SPU_006858-tr-E2",3
"SPU_006859-tr-E2",2
"SPU_006861-tr-E3",2
"SPU_006862-tr-E2",4
"SPU_006866-tr-E1",3
"SPU_006872-tr-E13",1
"SPU_006872-tr-E15",18
"SPU_006873-tr-E2",1
"SPU_006876-tr-E10",3
"SPU_006877-tr-E1",2
"SPU_006880-tr-E17",9
"SPU_006881-tr-E14",3
"SPU_006884-tr-E1",1
"SPU_006884-tr-E6",7
"SPU_006904-tr-E1",26
"SPU_006917-tr-E1",5
"SPU_006934-tr-E2",3
"SPU_006942-tr-E7",5
"SPU_006944-tr-E1",2
"SPU_006946-tr-E3",2
"SPU_006946-tr-E4",7
"SPU_006950-tr-E6",5
"SPU_006950-tr-E7",8
"SPU_006951-tr-E1",3
"SPU_006954-tr-E4",2
"SPU_006957-tr-E1",1
"SPU_006977-tr-E1",4
"SPU_006977-tr-E3",8
"SPU_006985-tr-E4",2
"SPU_007004-tr-E1",11
"SPU_007004-tr-E2",8
"SPU_007011-tr-E3",1
"SPU_007011-tr-E5",3
"SPU_007013-tr-E3",8
"SPU_007014-tr-E1",10
"SPU_007014-tr-E16",7
"SPU_007014-tr-E8",4
"SPU_007019-tr-E2",1
"SPU_007019-tr-E5",3
"SPU_007022-tr-E5",2
"SPU_007022-tr-E7",7
"SPU_007024-tr-E2",3
"SPU_007028-tr-E3",8
"SPU_007029-tr-E1",2
"SPU_007033-tr-E1",3
"SPU_007040-tr-E3",1
"SPU_007041-tr-E1",4
"SPU_007053-tr-E3",6
"SPU_007057-tr-E1",4
"SPU_007060-tr-E1",3
"SPU_007065-tr-E2",3
"SPU_007066-tr-E2",2
"SPU_007070-tr-E12",2
"SPU_007070-tr-E14",1
"SPU_007070-tr-E19",2
"SPU_007074-tr-E1",10
"SPU_007088-tr-E1",8
"SPU_007088-tr-E4",3
"SPU_007090-tr-E1",6
"SPU_007093-tr-E3",8
"SPU_007098-tr-E3",1
"SPU_007102-tr-E2",1
"SPU_007102-tr-E4",3
"SPU_007108-tr-E1",1
"SPU_007110-tr-E7",10
"SPU_007115-tr-E4",6
"SPU_007142-tr-E10",2
"SPU_007150-tr-E1",3
"SPU_007155-tr-E3",1
"SPU_007156-tr-E1",3
"SPU_007165-tr-E10",7
"SPU_007165-tr-E19",6
"SPU_007165-tr-E21",8
"SPU_007169-tr-E10",5
"SPU_007171-tr-E9",6
"SPU_007176-tr-E5",2
"SPU_007184-tr-E2",4
"SPU_007186-tr-E4",11
"SPU_007190-tr-E4",7
"SPU_007198-tr-E7",8
"SPU_007199-tr-E1",6
"SPU_007203-tr-E2",1
"SPU_007203-tr-E3",7
"SPU_007204-tr-E6",1
"SPU_007206-tr-E5",2
"SPU_007209-tr-E3",3
"SPU_007214-tr-E1",2
"SPU_007216-tr-E1",4
"SPU_007230-tr-E2",3
"SPU_007235-tr-E6",3
"SPU_007236-tr-E1",1
"SPU_007242-tr-E1",12
"SPU_007260-tr-E8",7
"SPU_007261-tr-E11",1
"SPU_007270-tr-E1",4
"SPU_007274-tr-E1",10
"SPU_007275-tr-E4",1
"SPU_007284-tr-E6",6
"SPU_007286-tr-E3",2
"SPU_007289-tr-E8",4
"SPU_007290-tr-E5",1
"SPU_007294-tr-E2",4
"SPU_007295-tr-E1",4
"SPU_007304-tr-E1",1
"SPU_007308-tr-E36",1
"SPU_007317-tr-E6",13
"SPU_007328-tr-E3",15
"SPU_007328-tr-E5",15
"SPU_007334-tr-E4",1
"SPU_007334-tr-E7",5
"SPU_007346-tr-E2",3
"SPU_007346-tr-E5",6
"SPU_007349-tr-E12",6
"SPU_007357-tr-E1",8
"SPU_007393-tr-E1",3
"SPU_007393-tr-E2",6
"SPU_007394.a-tr-E1",12
"SPU_007394.b-tr-E1",2
"SPU_007397-tr-E5",19
"SPU_007397-tr-E8",5
"SPU_007398-tr-E1",2
"SPU_007407-tr-E2",7
"SPU_007412-tr-E3",7
"SPU_007416-tr-E3",9
"SPU_007420-tr-E1",4
"SPU_007422-tr-E1",2
"SPU_007425-tr-E3",6
"SPU_007433-tr-E3",2
"SPU_007433-tr-E9",3
"SPU_007435-tr-E2",3
"SPU_007444-tr-E2",67
"SPU_007462-tr-E2",7
"SPU_007462-tr-E3",4
"SPU_007465-tr-E1",7
"SPU_007477-tr-E1",7
"SPU_007482-tr-E1",3
"SPU_007485-tr-E7",1
"SPU_007486-tr-E1",3
"SPU_007495-tr-E7",5
"SPU_007496-tr-E4",4
"SPU_007497-tr-E23",4
"SPU_007512-tr-E7",1
"SPU_007513-tr-E5",1
"SPU_007523-tr-E1",6
"SPU_007535-tr-E5",3
"SPU_007538-tr-E6",5
"SPU_007543-tr-E3",16
"SPU_007550-tr-E7",2
"SPU_007551-tr-E11",4
"SPU_007552-tr-E3",4
"SPU_007556-tr-E1",1
"SPU_007558-tr-E1",6
"SPU_007558-tr-E4",3
"SPU_007559-tr-E2",4
"SPU_007566-tr-E5",1
"SPU_007570-tr-E1",6
"SPU_007574-tr-E1",9
"SPU_007589-tr-E3",6
"SPU_007600-tr-E2",9
"SPU_007601-tr-E2",2
"SPU_007601-tr-E4",1
"SPU_007601-tr-E8",3
"SPU_007602-tr-E1",9
"SPU_007603-tr-E5",1
"SPU_007608-tr-E4",1
"SPU_007608-tr-E6",4
"SPU_007613-tr-E18",2
"SPU_007618-tr-E1",3
"SPU_007639-tr-E2",6
"SPU_007645-tr-E4",1
"SPU_007647-tr-E4",3
"SPU_007653-tr-E2",6
"SPU_007661-tr-E13",7
"SPU_007661-tr-E15",4
"SPU_007661-tr-E16",1
"SPU_007667-tr-E15",1
"SPU_007667-tr-E3",2
"SPU_007674-tr-E3",1
"SPU_007680-tr-E1",27
"SPU_007682-tr-E1",5
"SPU_007683-tr-E15",5
"SPU_007687-tr-E1",4
"SPU_007691-tr-E1",5
"SPU_007717-tr-E6",4
"SPU_007717-tr-E7",1
"SPU_007721-tr-E2",5
