"geneid","pr_meth_logFC","pr_meth_logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_007796",0.509605422716769,8.32991663552887,"SP-SURREAL/GPCR85",70,175,0,89.6666666666667,1767,1153,614,70,0.285016286644951,0.0777681410812373
"SPU_007802",-0.81856484350964,5.48328597504495,"SP-POLPPL_61",30.6666666666667,752,128,378,33976,5582,28394,30.6666666666667,0.0264844685496936,0.067717663919742
"SPU_007814",-0.915648596018024,6.75050059885085,"SP-SLC46A1L",130.333333333333,1142.33333333333,0,60.6666666666667,4141,1478,2663,130.333333333333,0.428964826636625,0.0410464591790708
"SPU_007819",-0.252004252643754,8.82592224788898,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007848",0.589003022865354,8.55252835827773,"SP-PPPL_250",23,0,0,0,1067,1067,0,23,0,0
"SPU_007856",-0.0543303383114193,8.744219880333,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007857",0.166039910453347,9.12020165550054,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007859",-0.609159000254149,6.66073197377146,"SP-TLR041",37.6666666666667,0,0,0,2699,2699,0,37.6666666666667,0,0
"SPU_007907",-0.0916081467957926,8.28106870227192,"SP-SLCO10A2",120.666666666667,0,0,0,1199,1199,0,120.666666666667,0,0
"SPU_007959",0.78615596326557,7.10520632432333,"SP-HYPP_1756",85.6666666666667,430.333333333333,0,77,12811,1672,11139,85.6666666666667,0.0386330310919592,0.0460526315789474
"SPU_007965",0.388847575397818,7.56162389744472,"SP-CEP120",86.6666666666667,366,0,127.666666666667,111581,1638,109943,86.6666666666667,0.0033289977533813,0.0779405779405779
"SPU_007990",-0.364725844424655,7.04982065437132,"SP-MGAM_5",57.6666666666667,39,0,0,9644,408,9236,57.6666666666667,0.00422260718925942,0
"SPU_007992",0.066509233434224,9.18726396045851,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008037",-0.100658300686431,6.88428712450021,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008042",0.99836527115906,5.78861822663206,"SP-HIGD2A",66.3333333333333,0,0,0,2259,960,1299,66.3333333333333,0,0
"SPU_008045",-0.999830431058428,6.38387936865364,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008050",0.682956727807336,7.35988690658511,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008090",0.379467960529042,6.04900748241596,"SP-NIT1_1",56.6666666666667,0,0,0.333333333333333,166,166,0,56.6666666666667,0,0.00200803212851406
"SPU_008103",-0.566837022277343,6.34685928815375,"SP-SCYL2_1",3.33333333333333,2.66666666666667,0,50.6666666666667,5088,1525,3563,3.33333333333333,0.000748432968472261,0.033224043715847
"SPU_008118",-0.672364384255734,8.24301246331292,"SP-OPTNL",62.3333333333333,284,28.6666666666667,262.333333333333,11160,4544,6616,62.3333333333333,0.0429262394195889,0.0577318075117371
"SPU_008122",0.109923151345962,8.1062333123998,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008147",-0.582098395261778,9.10002341536377,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008196",-1.19266324583433,7.40849264451916,"SP-HNF1",112,219,44.3333333333333,199.333333333333,9400,550,8850,112,0.0247457627118644,0.362424242424242
"SPU_008200",0.704265080296987,7.83894439207729,"SP-HYPP_538",106.666666666667,123.666666666667,11.3333333333333,21.6666666666667,3959,2522,1437,106.666666666667,0.0860589190443053,0.00859106529209622
"SPU_008239",0.752068355936843,8.52277516468877,"SP-HYPP_1773",53,201.666666666667,0,106,15061,1131,13930,53,0.0144771476429768,0.0937223695844386
"SPU_008249",-0.661515098484569,7.33035164651641,"SP-ELOVL6_6",198.333333333333,0,0,0,976,976,0,198.333333333333,0,0
"SPU_008256",0.630877554770711,6.42523944185891,"SP-UBR5-2",75.6666666666667,0,0,0,10944,2695,8249,75.6666666666667,0,0
"SPU_008291",0.786636247976292,4.55233494215291,"SP-HYPP_32",16.3333333333333,109,0,130,5275,3007,2268,16.3333333333333,0.0480599647266314,0.0432324575989358
"SPU_008300",-1.74997030061931,7.24986722333058,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008315",-2.54004582469952,6.77976858185197,"SP-PGRMC1",12.6666666666667,188,120.333333333333,30.3333333333333,7614,901,6713,12.6666666666667,0.0280053627290332,0.0336662967073622
"SPU_008335",-0.0107893885887779,7.82523838059927,"SP-TOR1A_1",49,276.333333333333,64.3333333333333,70.3333333333333,9952,1036,8916,49,0.0309929714371168,0.0678893178893179
"SPU_008342",0.0167638024690236,8.6222130173392,"SP-HYPP_1779",126,0,0,0,2365,1722,643,126,0,0
"SPU_008343",-0.635758939579702,7.72266919018491,"SP-SVOP",49.3333333333333,535,69.3333333333333,236.333333333333,18282,1424,16858,49.3333333333333,0.031735674457231,0.165964419475655
"SPU_008354",-1.97890863065065,6.25558883145251,"SP-KIRREL2L_2",109,0,0,0,2153,2153,0,109,0,0
"SPU_008401",0.893010941739872,7.1350493443123,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008403",-0.0750063138578377,6.62542260242244,"SP-DHTKD1",51.6666666666667,166.333333333333,79.3333333333333,96,30729,2003,28726,51.6666666666667,0.00579034092227715,0.0479281078382426
"SPU_008421",0.757104533923927,8.73848149319054,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008443",-0.448015169560285,7.48485072963967,"SP-ABCB4B",37.6666666666667,0.333333333333333,0,28.3333333333333,11580,2105,9475,37.6666666666667,3.51802990325418e-05,0.0134600158353127
"SPU_008445",-0.407051875455901,6.75909762808176,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008452",1.05508754733836,7.22851055241814,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008469",0.0352145430712253,7.2255523177991,"SP-PPIL2",62.3333333333333,188,2.33333333333333,59,8157,880,7277,62.3333333333333,0.0258348220420503,0.0670454545454545
"SPU_008477",-0.405234549216314,8.08811350115253,"SP-TLRL_15",117.333333333333,0,0,0,2762,2762,0,117.333333333333,0,0
"SPU_008502",0.439016631703209,6.85179124081007,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008543",0.283513741721411,6.40001972431494,"SP-AKRL_3",100.333333333333,124,31.6666666666667,95.6666666666667,8541,936,7605,100.333333333333,0.0163050624589086,0.102207977207977
"SPU_008571",-0.000559601347633906,9.84949242069774,"SP-POLYPL_939",382,0,0,0,6196,2065,4131,382,0,0
"SPU_008590",1.36724776298247,5.26660000325188,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008591",-0.133711553437017,9.41387173209779,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008600",0.634700927376248,5.40506513984121,"SP-DHX10",36.3333333333333,19.3333333333333,0,23.6666666666667,9668,1886,7782,36.3333333333333,0.00248436563008652,0.012548603746907
"SPU_008619",0.558477639586675,8.77504687911785,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008652",-1.16313668464205,7.94037539463353,"SP-PSAT1_1",115.333333333333,32,32,0,10096,509,9587,115.333333333333,0.00333785334306874,0
"SPU_008654",0.359063245326536,7.66306383251805,"SP-SSTR4L_2",44.6666666666667,614,614,1.66666666666667,2265,996,1269,44.6666666666667,0.483845547675335,0.00167336010709505
"SPU_008687",0.298329657087596,6.92832405184836,"SP-HYPP_35",99.3333333333333,10702.3333333333,0,773.333333333333,11269,2985,8284,99.3333333333333,1.291928215033,0.259073143495254
"SPU_008705",0.110365280573086,8.62596822709994,"SP-B3GALT1_6",83.6666666666667,0,0,0,743,743,0,83.6666666666667,0,0
"SPU_008707",-0.160178912906066,8.6660296332392,"SP-NLR149",16.6666666666667,72,0,21.3333333333333,12256,2885,9371,16.6666666666667,0.00768327819869811,0.0073945696129405
"SPU_008711",1.03748170369725,5.66158676305244,"SP-HTR2BL",71.3333333333333,0,0,0,1125,997,128,71.3333333333333,0,0
"SPU_008720",0.277937206347434,6.9179228061977,"SP-HYPP_557",0.333333333333333,148,50.6666666666667,30,3874,1810,2064,0.333333333333333,0.0717054263565891,0.0165745856353591
"SPU_008745",0.742339474925723,10.1293267989367,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008749",-0.466815762646796,6.28287639917964,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008773",-0.957273662686593,7.04183151742631,"SP-MT_2",129.666666666667,55.6666666666667,17.6666666666667,27.6666666666667,5785,1113,4672,129.666666666667,0.0119149543378995,0.0248577418388739
"SPU_008788",0.0330168583747383,6.79932846177965,"SP-CHST3L_1",75.3333333333333,0,0,0,1448,1448,0,75.3333333333333,0,0
"SPU_008799",0.242687508687205,9.04174307035914,"SP-DYNLC1-3A",54,18.6666666666667,0,0,4995,1130,3865,54,0.00482966796032773,0
"SPU_008800",-0.451216799058888,7.00492648232462,"SP-DYNLC2-3B",49,11.3333333333333,0,29.3333333333333,14050,461,13589,49,0.000834007898545392,0.0636297903109183
"SPU_008804",-0.0811757104698305,7.78135285870034,"SP-SLC7A11_9",45,0,0,15,9700,1901,7799,45,0,0.00789058390320884
"SPU_008852",-1.04633075871206,6.98402077174699,"SP-MRPS31L",3,110.666666666667,0,25.3333333333333,10264,1848,8416,3,0.013149556400507,0.0137085137085137
"SPU_008868",-1.57458145085095,6.88836001956213,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008871",1.3713750927773,5.07142917098249,"SP-THA1",44.3333333333333,189,49.6666666666667,118.666666666667,13366,1103,12263,44.3333333333333,0.0154122156079263,0.107585373224539
"SPU_008911",0.618390221087637,6.98438765701169,"SP-HDPX1",92,743.666666666667,0,365.666666666667,10826,1856,8970,92,0.0829059829059829,0.19701867816092
"SPU_008912",0.449232383870963,5.95614141471704,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008921",0.202458828826919,7.01830732579102,"SP-DRD2AL",100.666666666667,0,0,0,1391,1391,0,100.666666666667,0,0
"SPU_008929",-1.01368484824607,7.18348637831131,"SP-HYPP_1814",172.666666666667,922.333333333333,922.333333333333,0,33256,4613,28643,172.666666666667,0.0322010031537665,0
"SPU_008950",-0.743209541056966,8.53383545562983,"SP-GPCR",103.333333333333,233.333333333333,42.3333333333333,94,11019,360,10659,103.333333333333,0.0218907339650374,0.261111111111111
"SPU_008952",0.564269665040328,6.91949453072201,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008955",2.00138109567415,5.55707262793603,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008973",-1.61756359649831,7.57160512650492,"SP-HRH3L_7",114.333333333333,361.333333333333,216.666666666667,61.6666666666667,1263,1263,0,114.333333333333,0,0.0488255476378992
"SPU_008974",0.210377627535109,9.93305545125148,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008996",-2.2316588965032,8.51399988169747,"SP-TTRSPN_5",136.333333333333,581,0,188.666666666667,10939,3341,7598,136.333333333333,0.0764674914451171,0.0564701187269281
"SPU_009025",-0.5840159308167,7.97537439892118,"SP-KCTD21",164.666666666667,152.333333333333,150,9.66666666666667,11970,718,11252,164.666666666667,0.0135383339258206,0.0134633240482823
"SPU_009029",1.49576967852012,6.71598343108853,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009041",-0.54949686600457,7.36340499108935,"SP-ACHE_16",102.333333333333,395.333333333333,122.333333333333,89.3333333333333,9773,1031,8742,102.333333333333,0.045222298482422,0.0866472680245716
"SPU_009044",-0.669030716309479,8.0277978398077,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009045",-0.506932584752827,8.64304684375433,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009052",0.00182822147420098,7.94497065772432,"SP-EPDMNH2",100.333333333333,318.333333333333,0,7.66666666666667,867,549,318,100.333333333333,1.00104821802935,0.0139647844565877
"SPU_009062",0.0386153272318662,6.56876909597005,"SP-HYPP_1822",90.3333333333333,116.666666666667,0,24.3333333333333,7643,1011,6632,90.3333333333333,0.0175914756735022,0.0240685789647214
"SPU_009069",0.312830929093196,7.31116997381288,"SP-MID2L",116.333333333333,0,0,0,1985,1985,0,116.333333333333,0,0
"SPU_009071",2.29652305605805,6.59469683951291,"SP-SPEF2",43.6666666666667,795,466,209.666666666667,146915,1921,144994,43.6666666666667,0.00548298550284839,0.109144542772861
"SPU_009078",1.45231514390819,8.03812549419297,"SP-HYPP_567",88,230,0,80.3333333333333,3118,2626,492,88,0.467479674796748,0.0305915206905306
"SPU_009085",0.539013694742175,8.48164390808178,"SP-DHPS_2",127.666666666667,0,0,0,4127,1000,3127,127.666666666667,0,0
"SPU_009088",0.909842769571049,7.43836503457033,"SP-ADORA2BL_1",78.3333333333333,0,0,0,953,953,0,78.3333333333333,0,0
"SPU_009108",0.837649568349516,7.0407065134397,"SP-HSD17B7",48.6666666666667,142.333333333333,0,92,7050,1038,6012,48.6666666666667,0.0236748724772677,0.0886319845857418
"SPU_009154",0.269402248021903,6.45434386581299,"SP-HYPP_42",72.6666666666667,1107.66666666667,27,661.666666666667,25081,5106,19975,72.6666666666667,0.0554526491447643,0.129586107846977
"SPU_009170",0.20082370899257,5.31898410320238,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009177",-0.333041688179108,6.11766679008413,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009189",-0.0531226386250618,6.70352658387989,"SP-ASB7",21,209.666666666667,0,170,3136,1485,1651,21,0.12699374116697,0.114478114478114
"SPU_009208",0.0960576780198502,8.59199050467621,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009231",-0.214935610604149,9.89939562031691,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009232",0.718418215038052,8.12675836781829,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009293",0.787049284497583,6.04933552123925,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009298",0.302497190546717,8.05970228611897,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009301",2.05337338880888,7.81224820240072,"SP-KSR2",137.666666666667,445,121,278.333333333333,15689,4612,11077,137.666666666667,0.040173332129638,0.0603498120844175
"SPU_009304",-0.0831560166023321,8.43957012292628,"SP-DOLKL",22.3333333333333,334.666666666667,41.6666666666667,131,11782,1695,10087,22.3333333333333,0.0331780179108423,0.0772861356932153
"SPU_009310",-0.347881071660048,6.50991903616242,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009339",1.59476504843239,6.01413347078777,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009353",0.469839988578798,5.92258565823014,"SP-SLC46A3L_1",53.3333333333333,148.666666666667,48,60,4657,948,3709,53.3333333333333,0.0400826817650759,0.0632911392405063
"SPU_009393",-0.031378805768507,8.4661383931182,"SP-GRM7",137,0,0,0,632,632,0,137,0,0
"SPU_009398",-0.859813135557021,7.47886181802018,"SP-MAP2K5_1",67.6666666666667,155.333333333333,0,12.6666666666667,13050,641,12409,67.6666666666667,0.0125177962231714,0.0197607904316173
"SPU_009413",-0.0242726304333856,5.47142387597077,"SP-NXF",46,149.666666666667,87,192.666666666667,5167,1253,3914,46,0.0382388008857094,0.153764299015696
"SPU_009421",-1.24252081647777,8.65801987432901,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009430",-1.74466215988298,6.64868252845274,"SP-SLC22A3_8",200.333333333333,30.3333333333333,30.3333333333333,0,23343,1753,21590,200.333333333333,0.00140497143739386,0
"SPU_009431",-0.375358950539296,7.18960157656373,"SP-HYPP_45",30.6666666666667,153,0,29,9593,3385,6208,30.6666666666667,0.024645618556701,0.0085672082717873
"SPU_009463",0.772037900616626,8.24959494148744,"SP-HYPP_46",208.333333333333,2141,2141,0,71256,4825,66431,208.333333333333,0.0322289292649516,0
"SPU_009477",1.16547572685692,8.57305624366641,"SP-HSP701C",102.666666666667,0,0,0,2695,1886,809,102.666666666667,0,0
"SPU_009483",-0.121316631473352,9.63808568027477,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009490",0.5655589680982,7.72921975116289,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009494",0.543648362592716,8.50785312523475,"SP-SLC16A6_2",94,32.6666666666667,0,59,6081,1743,4338,94,0.00753035192869218,0.0338496844520941
"SPU_009526",0.116823092237948,8.13014682380047,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009527",0.468089451389441,9.85811929256436,"SP-TNFSFL2",123,425.333333333333,0,61.6666666666667,14717,1243,13474,123,0.0315669684825095,0.0496111558058461
"SPU_009540",-0.0591994619955972,7.05376716168629,"SP-FAM55C_2",45.3333333333333,130.666666666667,130.666666666667,10.6666666666667,9683,1699,7984,45.3333333333333,0.0163660654642619,0.00627820286443006
"SPU_009545",-4.43934497997077,4.74675315266475,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009547",-0.238236150577984,7.9192813308415,"SP-MTX2",58,407.666666666667,7,126,6392,1763,4629,58,0.0880679772449053,0.0714690867838911
"SPU_009566",4.37803066860429,5.53931257368691,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009589",0.92329485616692,10.17279840829,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009598",0.369906956025388,6.9211993356044,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009607",-0.261920004304408,6.99776917267254,"SP-OIT3L",8,669.333333333333,217.333333333333,275.666666666667,20321,1282,19039,8,0.0351559080483919,0.215028601144046
"SPU_009628",0.22596959637021,5.86749994773969,"SP-SLC5A7_5",54.6666666666667,382,37,119,11662,1599,10063,54.6666666666667,0.0379608466660042,0.0744215134459037
"SPU_009629",-1.39431261338678,7.19953254890339,"SP-ACOT2",3,434.333333333333,0,170.666666666667,12190,3087,9103,3,0.0477132080998938,0.0552856063060145
"SPU_009632",1.10323154976878,6.38773368804671,"SP-SAMD9L_6",24,0,0,0.666666666666667,9775,6080,3695,24,0,0.000109649122807018
"SPU_009645",-0.392689266028208,5.31441374271935,"SP-CLPTM1_2",116.666666666667,79,0,63,10575,3228,7347,116.666666666667,0.010752688172043,0.0195167286245353
"SPU_009655",0.0304713030607431,9.00597803991793,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009748",0.785170640212875,8.03775614839373,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009766",-1.75826308400335,7.63510211685142,"SP-HRH2",128.666666666667,0,0,0,1241,1241,0,128.666666666667,0,0
"SPU_009771",2.51768727986357,6.96133088126389,"SP-FOXG",202.333333333333,0,0,0,4160,4160,0,202.333333333333,0,0
"SPU_009777",1.42956770385167,6.44175252098545,"SP-HYPP_54",140.333333333333,8.33333333333333,0,140.333333333333,16031,13754,2277,140.333333333333,0.00365978626848192,0.0102030924337163
"SPU_009818",-0.113906497876966,7.95582793846042,"SP-DSCAML_1",92.3333333333333,335.333333333333,0,142,23749,5072,18677,92.3333333333333,0.0179543467009334,0.0279968454258675
"SPU_009822",0.661527700510312,6.60928065203515,"SP-EHD3",145,1446,48.6666666666667,162,23677,1302,22375,145,0.0646256983240223,0.124423963133641
"SPU_009838",-0.0598335599311186,9.47637122094767,"SP-CBP20",59,103.666666666667,0,53,5736,494,5242,59,0.0197761668574335,0.107287449392713
"SPU_009860",0.029974229361094,8.6445376670722,"SP-PPPL_255",480.333333333333,0,0,0,1540,1540,0,480.333333333333,0,0
"SPU_009872",-1.12205179229598,7.0897574130339,"SP-SLC25A3_2",134.333333333333,1469,0,562,5653,1064,4589,134.333333333333,0.320113314447592,0.528195488721805
"SPU_009879",1.99334673415221,7.72627169472609,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009893",-1.260742266915,7.30096400609536,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009915",-0.0197662575656021,5.96022577665861,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009931",-0.669085167082554,5.74894744424568,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009952",-1.06961732182653,8.57673612003965,"SP-TLR175",67.6666666666667,25.3333333333333,25.3333333333333,42.3333333333333,335,335,0,67.6666666666667,0,0.12636815920398
"SPU_009966",0.59592373123296,6.92015805268373,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009981",0.973223538025661,5.67083417920719,"SP-URB2H",42,34,0,35.6666666666667,11675,2576,9099,42,0.00373667435981976,0.0138457556935818
"SPU_010040",0.245892738654038,6.64981940707221,"SP-GOLF",22.6666666666667,207.666666666667,120.333333333333,103,8341,642,7699,22.6666666666667,0.0269731999826817,0.160436137071651
"SPU_010042",0.359381316719677,10.7270878922812,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010054",0.35857707034756,9.03890014120517,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010058",-0.241619672861725,8.93344407475032,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010060",0.128942933004303,8.83240097291076,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010061",0.170457321969229,10.4492288528704,"SP-HYPP_1896",118.333333333333,309.333333333333,22.6666666666667,165.666666666667,11561,1497,10064,118.333333333333,0.0307366189719131,0.110665775996437
"SPU_010062",-0.405816460524522,8.06852877447001,"SP-SRCR83",19.3333333333333,43.3333333333333,43.3333333333333,0,14897,2027,12870,19.3333333333333,0.00336700336700337,0
"SPU_010065",-2.24908582285886,6.52695850372702,"SP-PH4_2",84.3333333333333,359.666666666667,327.666666666667,36.3333333333333,13614,855,12759,84.3333333333333,0.0281892520312459,0.042495126705653
"SPU_010086",0.647715594948388,5.31785974254902,"SP-HYPP_606",61.3333333333333,0,0,0,8785,2133,6652,61.3333333333333,0,0
"SPU_010087",1.04347369164689,5.81483077589295,"SP-ZMYM1L",56.6666666666667,271.333333333333,0,269.666666666667,2348,2274,74,56.6666666666667,3.66666666666667,0.118586924655526
"SPU_010098",-0.205245297812789,8.61121338725265,"SP-IGFBP7",104.333333333333,0,0,0,2105,850,1255,104.333333333333,0,0
"SPU_010100",-0.104013707817386,5.95411098832638,"SP-CLECT_21",108.333333333333,0,0,0,812,475,337,108.333333333333,0,0
"SPU_010101",-0.00104886249956292,7.63518936813812,"SP-CLECT_22",81,0,0,0,1051,481,570,81,0,0
"SPU_010111",-0.125245247646413,12.3002126343236,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010112",0.902594854596279,8.98659553075808,"SP-HYPP_608",343.666666666667,0,0,0,4697,2538,2159,343.666666666667,0,0
"SPU_010144",1.0871245516028,8.28671279946908,"SP-FN3_26",152.333333333333,1461,235.333333333333,129.666666666667,4971,1315,3656,152.333333333333,0.399617067833698,0.0986058301647655
"SPU_010150",-0.498661524317888,8.15056415744508,"SP-C12ORF4",47.3333333333333,294,0,118,21603,1706,19897,47.3333333333333,0.01477609689903,0.0691676436107855
"SPU_010154",0.0291080001847113,9.56262207090685,"SP-ENDRVT72",45.3333333333333,77.3333333333333,66.3333333333333,15.6666666666667,6222,1464,4758,45.3333333333333,0.0162533277287376,0.0107012750455373
"SPU_010160",1.57793263501277,7.53233147818596,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010220",-0.700535749033878,4.55314687306201,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010240",-0.953338495687195,4.58422723830937,"SP-SRCR87",1,0,0,0,8823,729,8094,1,0,0
"SPU_010246",-1.0477811658528,7.28437113041873,"SP-CYP2L22",70,0,0,0,2808,648,2160,70,0,0
"SPU_010254",0.844023356740212,8.27337378575317,"SP-YEATS4",113,104.333333333333,0,46,7224,2090,5134,113,0.0203220360992079,0.0220095693779904
"SPU_010352",0.32002620759297,7.22535002923628,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010365",-1.83562688034067,8.06349703683476,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010366",-0.775888215889133,6.77708588563941,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010379",-3.5083546584816,7.06924018000342,"SP-SEC23IP",33.3333333333333,40.3333333333333,0,52.6666666666667,18102,3068,15034,33.3333333333333,0.00268280785774467,0.0171664493698392
"SPU_010405",0.67958805641847,8.55350696297997,"SP-ZNF503",346.333333333333,0,0,0,3781,2273,1508,346.333333333333,0,0
"SPU_010468",-0.0172477868312963,4.90728728852239,"SP-APN7",35.3333333333333,172.666666666667,34,151.666666666667,25463,2799,22664,35.3333333333333,0.00761854335804212,0.0541860188162439
"SPU_010469",1.24608812035835,8.49382697194352,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010504",0.299037594038497,6.19134370440331,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010520",-0.361645932537145,9.82446308255717,"SP-AOF2",115.666666666667,0,0,0,17098,5081,12017,115.666666666667,0,0
"SPU_010531",0.105150788177893,7.51689791510537,"SP-ATUB12",83,0,0,0,2136,1383,753,83,0,0
"SPU_010546",2.72479640687595,5.23020480771124,"SP-MED7",54.3333333333333,0,0,0,3663,1913,1750,54.3333333333333,0,0
"SPU_010549",-0.368353658537308,9.05451584972619,"SP-CYP1R4",175,0,0,0,740,740,0,175,0,0
"SPU_010554",0.444125544708676,7.26330638977995,"SP-SARL/COADS",115,648,342,431.333333333333,10635,992,9643,115,0.0671990044591932,0.434811827956989
"SPU_010569",-0.222849534612557,7.76994406218519,"SP-GPR105L",135,0,0,0,1226,1226,0,135,0,0
"SPU_010583",-0.215242773348779,10.5720273050331,"SP-ADAMTS1L_3",46.6666666666667,87.6666666666667,0,18,7648,1097,6551,46.6666666666667,0.0133821808375312,0.01640838650866
"SPU_010584",-0.537282767674616,6.14061091549254,"SP-ADAMTS13L",24.3333333333333,314.333333333333,0,83.3333333333333,7721,1202,6519,24.3333333333333,0.0482180293501048,0.0693288962839712
"SPU_010603",0.655626810679877,8.2334392910851,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010608",1.08981565980438,10.1679016273899,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010609",-1.32368432256028,5.9703675868086,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010617",-0.0170252574575315,8.50710608299738,"SP-SLCO4A",116.333333333333,604,150.666666666667,367,12302,2012,10290,116.333333333333,0.0586977648202138,0.182405566600398
"SPU_010628",1.22894379526616,8.03371444018638,"SP-GORASP2L",14,220.333333333333,78,234.333333333333,10009,1395,8614,14,0.0255785155947682,0.167980884109916
"SPU_010634",1.21644985977911,8.45491702780657,"SP-Z447",219.333333333333,1590.33333333333,108.666666666667,161.333333333333,28217,2409,25808,219.333333333333,0.0616217193635049,0.0669710806697108
"SPU_010644",0.0177077093607977,6.96151338292719,"SP-B3GALT1_9",135,61.3333333333333,14.6666666666667,56.6666666666667,1299,1299,0,135,0,0.0436232999743392
"SPU_010649",0.0425697379663688,5.99559315100728,"SP-Z375",0.666666666666667,0,0,98,1341,1114,227,0.666666666666667,0,0.0879712746858169
"SPU_010651",-0.25434791005403,8.02615583357655,"SP-CYCS_1",28.3333333333333,208.666666666667,43.3333333333333,52.3333333333333,973,349,624,28.3333333333333,0.334401709401709,0.149952244508118
"SPU_010676",0.747597016173645,6.38525374173516,"SP-UNC44L_67",83.3333333333333,0,0,234.666666666667,4643,4643,0,83.3333333333333,0,0.0505420346040635
"SPU_010709",-0.383897797900896,6.49028306676815,"SP-HYPP_1935",5,7.66666666666667,7.66666666666667,1.33333333333333,1568,1568,0,5,0,0.000850340136054422
"SPU_010727",0.549568769570547,7.02365354625595,"SP-ATP11-2",33,452.333333333333,1,73,28770,2529,26241,33,0.017237656085261,0.0288651640964808
"SPU_010735",-0.471959934581096,6.3379919517591,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010740",-0.183361832797551,8.22716252285459,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010750",0.553201673631667,8.67607584026994,"SP-PROTEASE",161.333333333333,784,0,228.666666666667,15627,2742,12885,161.333333333333,0.0608459448971672,0.0833941162168733
"SPU_010757",0.616163552885134,8.86431443076768,"SP-TIF2L",37.6666666666667,0,0,0,21844,1477,20367,37.6666666666667,0,0
