"geneid","pr_meth_logFC","pr_meth_logCPM","GE_logFC","GE_logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_007253",0.838003377193183,5.9031961604757,-0.186721255679883,7.67101946752937,"SP-SREBP",7,209.333333333333,0,374.333333333333,18633,5135,13498,0.007,0.0155084703906752,0.0728984096072704
"SPU_007262",-0.716573074400319,5.91276296887675,-0.208428874408346,3.00522955248872,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007270",-0.828476589600443,5.48657473626076,-0.16970088812107,2.12838552674641,"SP-KCTDL_1",124.333333333333,0,0,0,3774,2859,915,0.124333333333333,0,0
"SPU_007274",1.11967153907902,7.38520903565937,0.0830085668260361,2.49194614079168,"SP-SURREAL/GPCR106",100.666666666667,0,0,0,1252,1252,0,0.100666666666667,0,0
"SPU_007325",0.266781184451063,8.27942044388578,0.145582128678515,3.52565917169208,"SP-POLPPL_58",104.666666666667,228.666666666667,0,80.6666666666667,5995,4303,1692,0.104666666666667,0.135145784081954,0.018746610891626
"SPU_007405",0.678584758566126,7.00737618140974,-0.140270568596773,4.52525893864486,"SP-TOM1L",115,785,8.66666666666667,144.333333333333,28163,1400,26763,0.115,0.0293315398124276,0.103095238095238
"SPU_007475",-0.252540994057004,5.75177481930038,-0.143221095845247,3.01021293323739,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007478",-0.00860092301329917,5.48922654947867,-0.304878034474436,2.44700789368404,"SP-DEPDC7",25.6666666666667,12.3333333333333,12.3333333333333,0,19569,3246,16323,0.0256666666666667,0.000755580060854827,0
"SPU_007481",-0.108556484480106,6.44602834481045,-0.379634346434468,3.53521232025092,"SP-SEH1L",36.3333333333333,506,2.66666666666667,156.666666666667,24264,1325,22939,0.0363333333333333,0.0220585029861807,0.118238993710692
"SPU_007482",0.463165205990347,10.3769598873845,-0.0893861106431588,4.87685671689354,"SP-HYPP_25",163.333333333333,1915.33333333333,0,738.333333333333,5085,4358,727,0.163333333333333,2.63457129756992,0.169420223344042
"SPU_007502",0.351810466744487,9.00870303723997,-0.0970018213846122,4.23180997106694,"SP-GLB1",86.6666666666667,113,0,98.3333333333333,13929,2661,11268,0.0866666666666667,0.0100283990060348,0.0369535262432669
"SPU_007554",-0.404871579754734,9.10073012782415,0.342913946564604,5.94222790913897,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007569",-0.4163296945686,7.47294341546772,-0.152876818702462,2.91753677450712,"SP-MARS2",87.3333333333333,332.333333333333,0,91.6666666666667,11860,1180,10680,0.0873333333333333,0.0311173533083645,0.077683615819209
"SPU_007581",-0.298604849146786,5.68923982486835,0.423371060391126,0.666205349492975,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007587",0.500615329392692,7.00545453414286,0.185010385690298,8.17965035740602,"SP-MKK3/6",92.6666666666667,487,0,132.666666666667,10913,3564,7349,0.0926666666666667,0.0662675193903933,0.0372240927796483
"SPU_007588",0.152589563090969,8.20214163746458,-0.0915146184187937,4.76720551314318,"SP-TTYH2",86.3333333333333,1305,0,186,28194,1719,26475,0.0863333333333333,0.0492917847025496,0.108202443280977
"SPU_007603",0.643701146731382,5.57844896154725,0.246833960499698,0.889168829133114,"SP-SLCO",73.3333333333333,205.333333333333,0,118,9267,1695,7572,0.0733333333333333,0.0271174502553266,0.0696165191740413
"SPU_007618",-0.975081964030217,6.65758951269646,-0.967301816683101,0.0429234315421167,"SP-SRCR55",99.3333333333333,0,0,43.6666666666667,2961,1743,1218,0.0993333333333333,0,0.0250525913176516
"SPU_007682",0.370761166184031,9.76395757967807,0.280695652139995,4.98159295424705,"SP-CBPDEL",141,1528,1528,0,50042,2200,47842,0.141,0.0319384641110321,0
"SPU_007753",0.581779102214216,8.15294367352043,-0.0102011061369637,5.12672842074446,"SP-HYPP_28",86.3333333333333,104,88,230.333333333333,19351,6388,12963,0.0863333333333333,0.00802283422047366,0.0360571905656439
"SPU_007755",-0.641717232538483,7.73993296147765,0.316891250004425,4.65664273499633,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007764",-0.225106520556544,6.50456317188129,-0.176314289056247,4.28363463269511,"SP-ABCC9D",157,428,0,131.333333333333,39936,4418,35518,0.157,0.0120502280533814,0.0297268749056889
"SPU_007772",2.24820270021656,6.81502169738896,0.120962437571159,2.27661715786065,"SP-HDAC11",10,343.666666666667,0,31.3333333333333,17236,1464,15772,0.01,0.0217896694564207,0.0214025500910747
"SPU_007802",-0.81856484350964,5.48328597504495,-0.101795073867478,3.38493560010181,"SP-POLPPL_61",30.6666666666667,752,128,378,33976,5582,28394,0.0306666666666667,0.0264844685496936,0.067717663919742
"SPU_007848",0.589003022865354,8.55252835827773,0.351274621786916,1.18845997743295,"SP-PPPL_250",23,0,0,0,1067,1067,0,0.023,0,0
"SPU_007965",0.388847575397818,7.56162389744472,-0.410288391091631,0.443265289137368,"SP-CEP120",86.6666666666667,366,0,127.666666666667,111581,1638,109943,0.0866666666666667,0.0033289977533813,0.0779405779405779
"SPU_007992",0.066509233434224,9.18726396045851,0.04440176004895,6.89058797385429,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008042",0.99836527115906,5.78861822663206,0.451445085453051,3.51055139418621,"SP-HIGD2A",66.3333333333333,0,0,0,2259,960,1299,0.0663333333333333,0,0
"SPU_008045",-0.999830431058428,6.38387936865364,-0.198563639907954,2.35858224598015,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008050",0.682956727807336,7.35988690658511,0.0740073951854702,4.99055978930134,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008103",-0.566837022277343,6.34685928815375,-0.322206039750064,2.95186928743031,"SP-SCYL2_1",3.33333333333333,2.66666666666667,0,50.6666666666667,5088,1525,3563,0.00333333333333333,0.000748432968472261,0.033224043715847
"SPU_008118",-0.672364384255734,8.24301246331292,0.0649223219080036,4.16617287194749,"SP-OPTNL",62.3333333333333,284,28.6666666666667,262.333333333333,11160,4544,6616,0.0623333333333333,0.0429262394195889,0.0577318075117371
"SPU_008122",0.109923151345962,8.1062333123998,-0.0460668721131349,1.82631307168956,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008196",-1.19266324583433,7.40849264451916,-0.0544554504718195,0.375359568574183,"SP-HNF1",112,219,44.3333333333333,199.333333333333,9400,550,8850,0.112,0.0247457627118644,0.362424242424242
"SPU_008239",0.752068355936843,8.52277516468877,0.414316699875668,2.21587313883741,"SP-HYPP_1773",53,201.666666666667,0,106,15061,1131,13930,0.053,0.0144771476429768,0.0937223695844386
"SPU_008249",-0.661515098484569,7.33035164651641,0.00301975142994819,3.90025817024837,"SP-ELOVL6_6",198.333333333333,0,0,0,976,976,0,0.198333333333333,0,0
"SPU_008256",0.630877554770711,6.42523944185891,-0.0231426346352321,1.30515114871487,"SP-UBR5-2",75.6666666666667,0,0,0,10944,2695,8249,0.0756666666666667,0,0
"SPU_008300",-1.74997030061931,7.24986722333058,0.145715934766568,6.98647594816291,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008315",-2.54004582469952,6.77976858185197,0.0329355513096081,4.57773663655765,"SP-PGRMC1",12.6666666666667,188,120.333333333333,30.3333333333333,7614,901,6713,0.0126666666666667,0.0280053627290332,0.0336662967073622
"SPU_008342",0.0167638024690236,8.6222130173392,-0.00609153315066313,1.1318497448977,"SP-HYPP_1779",126,0,0,0,2365,1722,643,0.126,0,0
"SPU_008343",-0.635758939579702,7.72266919018491,-0.155145401867383,4.57420046099445,"SP-SVOP",49.3333333333333,535,69.3333333333333,236.333333333333,18282,1424,16858,0.0493333333333333,0.031735674457231,0.165964419475655
"SPU_008401",0.893010941739872,7.1350493443123,-1.13752568150035,3.75226117331504,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008403",-0.0750063138578377,6.62542260242244,-0.0507722830679519,3.11844837593386,"SP-DHTKD1",51.6666666666667,166.333333333333,79.3333333333333,96,30729,2003,28726,0.0516666666666667,0.00579034092227715,0.0479281078382426
"SPU_008469",0.0352145430712253,7.2255523177991,-0.0570481182189452,2.90206871371937,"SP-PPIL2",62.3333333333333,188,2.33333333333333,59,8157,880,7277,0.0623333333333333,0.0258348220420503,0.0670454545454545
"SPU_008502",0.439016631703209,6.85179124081007,-0.00950114815579981,2.24486860867879,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008543",0.283513741721411,6.40001972431494,-0.0393351266453692,2.85820017669653,"SP-AKRL_3",100.333333333333,124,31.6666666666667,95.6666666666667,8541,936,7605,0.100333333333333,0.0163050624589086,0.102207977207977
"SPU_008571",-0.000559601347633906,9.84949242069774,-0.462870055880401,0.413679099906007,"SP-POLYPL_939",382,0,0,0,6196,2065,4131,0.382,0,0
"SPU_008590",1.36724776298247,5.26660000325188,0.26712494252394,1.42866798503923,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008600",0.634700927376248,5.40506513984121,0.219500195203919,2.41796559439364,"SP-DHX10",36.3333333333333,19.3333333333333,0,23.6666666666667,9668,1886,7782,0.0363333333333333,0.00248436563008652,0.012548603746907
"SPU_008652",-1.16313668464205,7.94037539463353,-0.607858859315828,5.39035334091598,"SP-PSAT1_1",115.333333333333,32,32,0,10096,509,9587,0.115333333333333,0.00333785334306874,0
"SPU_008654",0.359063245326536,7.66306383251805,-0.141639832494986,3.429266686926,"SP-SSTR4L_2",44.6666666666667,614,614,1.66666666666667,2265,996,1269,0.0446666666666667,0.483845547675335,0.00167336010709505
"SPU_008687",0.298329657087596,6.92832405184836,0.0214797817393198,5.99526831799912,"SP-HYPP_35",99.3333333333333,10702.3333333333,0,773.333333333333,11269,2985,8284,0.0993333333333333,1.291928215033,0.259073143495254
"SPU_008720",0.277937206347434,6.9179228061977,0.18368140367569,3.07386942408062,"SP-HYPP_557",0.333333333333333,148,50.6666666666667,30,3874,1810,2064,0.000333333333333333,0.0717054263565891,0.0165745856353591
"SPU_008799",0.242687508687205,9.04174307035914,0.0574051617949825,6.11463706276978,"SP-DYNLC1-3A",54,18.6666666666667,0,0,4995,1130,3865,0.054,0.00482966796032773,0
"SPU_008804",-0.0811757104698305,7.78135285870034,-0.176398262096927,3.0880283637933,"SP-SLC7A11_9",45,0,0,15,9700,1901,7799,0.045,0,0.00789058390320884
"SPU_008852",-1.04633075871206,6.98402077174699,-0.0180733925279052,3.75319372130203,"SP-MRPS31L",3,110.666666666667,0,25.3333333333333,10264,1848,8416,0.003,0.013149556400507,0.0137085137085137
"SPU_008871",1.3713750927773,5.07142917098249,0.0970936969822324,4.78794405331022,"SP-THA1",44.3333333333333,189,49.6666666666667,118.666666666667,13366,1103,12263,0.0443333333333333,0.0154122156079263,0.107585373224539
"SPU_008929",-1.01368484824607,7.18348637831131,0.175733323323085,7.08211042117835,"SP-HYPP_1814",172.666666666667,922.333333333333,922.333333333333,0,33256,4613,28643,0.172666666666667,0.0322010031537665,0
"SPU_008952",0.564269665040328,6.91949453072201,0.161863679586575,7.58906365050707,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008996",-2.2316588965032,8.51399988169747,0.228963478410638,8.93336813001546,"SP-TTRSPN_5",136.333333333333,581,0,188.666666666667,10939,3341,7598,0.136333333333333,0.0764674914451171,0.0564701187269281
"SPU_009025",-0.5840159308167,7.97537439892118,0.31921870698001,1.00540728327024,"SP-KCTD21",164.666666666667,152.333333333333,150,9.66666666666667,11970,718,11252,0.164666666666667,0.0135383339258206,0.0134633240482823
"SPU_009029",1.49576967852012,6.71598343108853,0.267878981174635,0.790883153970094,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009044",-0.669030716309479,8.0277978398077,-0.272138676222399,3.06616278898056,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009045",-0.506932584752827,8.64304684375433,-0.237120059717855,1.80371622473436,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009052",0.00182822147420098,7.94497065772432,-0.383768139128787,0.410225497653951,"SP-EPDMNH2",100.333333333333,318.333333333333,0,7.66666666666667,867,549,318,0.100333333333333,1.00104821802935,0.0139647844565877
"SPU_009071",2.29652305605805,6.59469683951291,-0.120391632935332,5.89864819477086,"SP-SPEF2",43.6666666666667,795,466,209.666666666667,146915,1921,144994,0.0436666666666667,0.00548298550284839,0.109144542772861
"SPU_009108",0.837649568349516,7.0407065134397,-0.144020154441147,2.91344449797284,"SP-HSD17B7",48.6666666666667,142.333333333333,0,92,7050,1038,6012,0.0486666666666667,0.0236748724772677,0.0886319845857418
"SPU_009154",0.269402248021903,6.45434386581299,-1.22409015426904,1.00045595954351,"SP-HYPP_42",72.6666666666667,1107.66666666667,27,661.666666666667,25081,5106,19975,0.0726666666666667,0.0554526491447643,0.129586107846977
"SPU_009189",-0.0531226386250618,6.70352658387989,0.0543135576871922,2.82738324175113,"SP-ASB7",21,209.666666666667,0,170,3136,1485,1651,0.021,0.12699374116697,0.114478114478114
"SPU_009208",0.0960576780198502,8.59199050467621,-0.169529232459089,1.57878531144246,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009232",0.718418215038052,8.12675836781829,0.325048871401171,7.53478440676514,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009301",2.05337338880888,7.81224820240072,0.0108059023003822,5.16840698204983,"SP-KSR2",137.666666666667,445,121,278.333333333333,15689,4612,11077,0.137666666666667,0.040173332129638,0.0603498120844175
"SPU_009304",-0.0831560166023321,8.43957012292628,0.0811882275169783,3.16079229030631,"SP-DOLKL",22.3333333333333,334.666666666667,41.6666666666667,131,11782,1695,10087,0.0223333333333333,0.0331780179108423,0.0772861356932153
"SPU_009310",-0.347881071660048,6.50991903616242,-0.0898773086828497,2.67126053291942,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009398",-0.859813135557021,7.47886181802018,-0.137124234016554,2.54711052088402,"SP-MAP2K5_1",67.6666666666667,155.333333333333,0,12.6666666666667,13050,641,12409,0.0676666666666667,0.0125177962231714,0.0197607904316173
"SPU_009421",-1.24252081647777,8.65801987432901,0.444657580570643,0.227431477486016,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009430",-1.74466215988298,6.64868252845274,-0.1452912560828,2.91586610148168,"SP-SLC22A3_8",200.333333333333,30.3333333333333,30.3333333333333,0,23343,1753,21590,0.200333333333333,0.00140497143739386,0
"SPU_009463",0.772037900616626,8.24959494148744,-0.118642702200748,5.62280953817188,"SP-HYPP_46",208.333333333333,2141,2141,0,71256,4825,66431,0.208333333333333,0.0322289292649516,0
"SPU_009477",1.16547572685692,8.57305624366641,-2.51569070854064,1.8263925640986,"SP-HSP701C",102.666666666667,0,0,0,2695,1886,809,0.102666666666667,0,0
"SPU_009483",-0.121316631473352,9.63808568027477,-0.194769251901896,9.58693252761342,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009526",0.116823092237948,8.13014682380047,0.0985654640556219,5.60831464462527,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009545",-4.43934497997077,4.74675315266475,0.33203912400552,5.05861905517084,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009547",-0.238236150577984,7.9192813308415,0.520210972072196,4.80993658260232,"SP-MTX2",58,407.666666666667,7,126,6392,1763,4629,0.058,0.0880679772449053,0.0714690867838911
"SPU_009566",4.37803066860429,5.53931257368691,0.220560628058097,2.20646698773686,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009629",-1.39431261338678,7.19953254890339,0.363399649425997,2.41927335574234,"SP-ACOT2",3,434.333333333333,0,170.666666666667,12190,3087,9103,0.003,0.0477132080998938,0.0552856063060145
"SPU_009645",-0.392689266028208,5.31441374271935,-0.152251647015168,3.53543007321675,"SP-CLPTM1_2",116.666666666667,79,0,63,10575,3228,7347,0.116666666666667,0.010752688172043,0.0195167286245353
"SPU_009771",2.51768727986357,6.96133088126389,0.196519934285693,7.79690216378867,"SP-FOXG",202.333333333333,0,0,0,4160,4160,0,0.202333333333333,0,0
"SPU_009818",-0.113906497876966,7.95582793846042,0.235892736734958,0.155032784984283,"SP-DSCAML_1",92.3333333333333,335.333333333333,0,142,23749,5072,18677,0.0923333333333333,0.0179543467009334,0.0279968454258675
"SPU_009822",0.661527700510312,6.60928065203515,-0.190150413809658,2.90968040876704,"SP-EHD3",145,1446,48.6666666666667,162,23677,1302,22375,0.145,0.0646256983240223,0.124423963133641
"SPU_009838",-0.0598335599311186,9.47637122094767,-0.254981323351124,4.88743689975974,"SP-CBP20",59,103.666666666667,0,53,5736,494,5242,0.059,0.0197761668574335,0.107287449392713
"SPU_009872",-1.12205179229598,7.0897574130339,-0.0650812766943149,8.20376207497409,"SP-SLC25A3_2",134.333333333333,1469,0,562,5653,1064,4589,0.134333333333333,0.320113314447592,0.528195488721805
"SPU_009879",1.99334673415221,7.72627169472609,-0.00360709859717448,1.4949700950857,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009915",-0.0197662575656021,5.96022577665861,-0.0326457394004098,3.81868000985617,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009981",0.973223538025661,5.67083417920719,-0.341025954710885,1.59960232678693,"SP-URB2H",42,34,0,35.6666666666667,11675,2576,9099,0.042,0.00373667435981976,0.0138457556935818
"SPU_010040",0.245892738654038,6.64981940707221,0.0213256972567303,2.83584335160849,"SP-GOLF",22.6666666666667,207.666666666667,120.333333333333,103,8341,642,7699,0.0226666666666667,0.0269731999826817,0.160436137071651
"SPU_010054",0.35857707034756,9.03890014120517,0.365691775713763,6.4541425035604,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010058",-0.241619672861725,8.93344407475032,-0.152939746107618,4.46406641843958,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010060",0.128942933004303,8.83240097291076,-0.230637312999083,1.32254645724108,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010061",0.170457321969229,10.4492288528704,0.175119455501988,0.905525040695004,"SP-HYPP_1896",118.333333333333,309.333333333333,22.6666666666667,165.666666666667,11561,1497,10064,0.118333333333333,0.0307366189719131,0.110665775996437
"SPU_010062",-0.405816460524522,8.06852877447001,0.156292019465208,1.17334179464971,"SP-SRCR83",19.3333333333333,43.3333333333333,43.3333333333333,0,14897,2027,12870,0.0193333333333333,0.00336700336700337,0
"SPU_010144",1.0871245516028,8.28671279946908,-0.770477610456341,0.425956359282821,"SP-FN3_26",152.333333333333,1461,235.333333333333,129.666666666667,4971,1315,3656,0.152333333333333,0.399617067833698,0.0986058301647655
"SPU_010150",-0.498661524317888,8.15056415744508,-0.109447603699827,3.23309395937061,"SP-C12ORF4",47.3333333333333,294,0,118,21603,1706,19897,0.0473333333333333,0.01477609689903,0.0691676436107855
"SPU_010254",0.844023356740212,8.27337378575317,0.113929852838668,5.4950857731328,"SP-YEATS4",113,104.333333333333,0,46,7224,2090,5134,0.113,0.0203220360992079,0.0220095693779904
"SPU_010379",-3.5083546584816,7.06924018000342,-0.283086936429852,2.73621234780199,"SP-SEC23IP",33.3333333333333,40.3333333333333,0,52.6666666666667,18102,3068,15034,0.0333333333333333,0.00268280785774467,0.0171664493698392
"SPU_010405",0.67958805641847,8.55350696297997,0.0351333220367348,7.43733557887234,"SP-ZNF503",346.333333333333,0,0,0,3781,2273,1508,0.346333333333333,0,0
"SPU_010468",-0.0172477868312963,4.90728728852239,0.78431477969589,0.62256641825238,"SP-APN7",35.3333333333333,172.666666666667,34,151.666666666667,25463,2799,22664,0.0353333333333333,0.00761854335804212,0.0541860188162439
"SPU_010520",-0.361645932537145,9.82446308255717,-0.0728862565077135,6.77917418251195,"SP-AOF2",115.666666666667,0,0,0,17098,5081,12017,0.115666666666667,0,0
"SPU_010546",2.72479640687595,5.23020480771124,0.409082496051417,5.50850590188063,"SP-MED7",54.3333333333333,0,0,0,3663,1913,1750,0.0543333333333333,0,0
"SPU_010549",-0.368353658537308,9.05451584972619,0.0499836663979353,3.02238730761631,"SP-CYP1R4",175,0,0,0,740,740,0,0.175,0,0
"SPU_010554",0.444125544708676,7.26330638977995,0.128449547706142,2.97647178915116,"SP-SARL/COADS",115,648,342,431.333333333333,10635,992,9643,0.115,0.0671990044591932,0.434811827956989
"SPU_010608",1.08981565980438,10.1679016273899,0.167076378692691,5.01792561559518,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010609",-1.32368432256028,5.9703675868086,0.0420575978560223,0.0328898399983105,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010617",-0.0170252574575315,8.50710608299738,0.591203332830909,1.28116666885159,"SP-SLCO4A",116.333333333333,604,150.666666666667,367,12302,2012,10290,0.116333333333333,0.0586977648202138,0.182405566600398
"SPU_010628",1.22894379526616,8.03371444018638,-0.219661815842631,4.53007992166701,"SP-GORASP2L",14,220.333333333333,78,234.333333333333,10009,1395,8614,0.014,0.0255785155947682,0.167980884109916
"SPU_010634",1.21644985977911,8.45491702780657,-0.274797178305513,4.56044385244334,"SP-Z447",219.333333333333,1590.33333333333,108.666666666667,161.333333333333,28217,2409,25808,0.219333333333333,0.0616217193635049,0.0669710806697108
"SPU_010644",0.0177077093607977,6.96151338292719,-0.814391140859764,0.347335451849237,"SP-B3GALT1_9",135,61.3333333333333,14.6666666666667,56.6666666666667,1299,1299,0,0.135,0,0.0436232999743392
"SPU_010649",0.0425697379663688,5.99559315100728,-0.0386679820533421,1.53089585968778,"SP-Z375",0.666666666666667,0,0,98,1341,1114,227,0.000666666666666667,0,0.0879712746858169
"SPU_010651",-0.25434791005403,8.02615583357655,-0.0265460418174441,4.72844142406045,"SP-CYCS_1",28.3333333333333,208.666666666667,43.3333333333333,52.3333333333333,973,349,624,0.0283333333333333,0.334401709401709,0.149952244508118
"SPU_010727",0.549568769570547,7.02365354625595,-0.0917652610476682,3.22754353927476,"SP-ATP11-2",33,452.333333333333,1,73,28770,2529,26241,0.033,0.017237656085261,0.0288651640964808
"SPU_010735",-0.471959934581096,6.3379919517591,-0.00389876961157684,7.21187231649389,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010750",0.553201673631667,8.67607584026994,-0.104759695681454,3.87812820643106,"SP-PROTEASE",161.333333333333,784,0,228.666666666667,15627,2742,12885,0.161333333333333,0.0608459448971672,0.0833941162168733
"SPU_010757",0.616163552885134,8.86431443076768,0.0949878525822546,1.412418310902,"SP-TIF2L",37.6666666666667,0,0,0,21844,1477,20367,0.0376666666666667,0,0
"SPU_010904",0.0760260481054836,7.90713989497049,-0.00240122045494839,2.65749327625531,"SP-POLPPL_90",554,0,0,0,3846,3567,279,0.554,0,0
"SPU_010922",-0.798593244702584,7.19386822112324,0.0232699791502308,3.92658534395032,"SP-Z458",81.6666666666667,0,0,0,2393,2165,228,0.0816666666666667,0,0
"SPU_010924",0.278486549655693,7.52901962370887,0.0529810207635764,6.27207466826562,"SP-Z416",97.6666666666667,74.6666666666667,0,162,11705,5854,5851,0.0976666666666667,0.012761351335954,0.0276733857191664
"SPU_011000",0.499720917341487,8.81262140842346,0.359986653299084,6.1589496314482,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011025",0.450986000651628,8.87913662121062,0.388070639122611,-0.0341913376418009,"SP-HYPP_637",59.6666666666667,0,0,0,1814,1814,0,0.0596666666666667,0,0
"SPU_011039",0.422863431535317,10.2961727951961,0.227161402953042,9.75745509076774,"SP-GAGE1",86,260.666666666667,29.6666666666667,120.333333333333,5577,1753,3824,0.086,0.0681659693165969,0.0686442289408633
"SPU_011092",0.215267284429764,9.25194283820558,0.0887583351635817,3.98686084363214,"SP-AKAP14",66,0,0,0,2488,573,1915,0.066,0,0
"SPU_011098",0.00157679804025688,6.7742521088039,-0.0617141983891367,2.48484333121103,"SP-SVEP1L",23.6666666666667,187.666666666667,0,71.6666666666667,17720,1810,15910,0.0236666666666667,0.0117955164466792,0.0395948434622468
"SPU_011106",0.990841476875157,7.41320767504615,-0.0548438775768384,8.54266887864831,"SP-ANXN",13.3333333333333,15.3333333333333,0,1.33333333333333,10287,947,9340,0.0133333333333333,0.00164168451106353,0.00140795494544175
"SPU_011115",3.70122368036521,4.54082991881969,-0.537069633955825,2.47500644863069,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011137",0.675945991984316,8.93814111079834,0.337603979138505,1.32843884548437,"SP-SLC16A10L",115.333333333333,219.666666666667,0,154,8370,1778,6592,0.115333333333333,0.0333232200647249,0.0866141732283465
"SPU_011197",0.0126750273329881,7.57998584541364,-0.0082381715938391,5.07820779373536,"SP-IKB",117,0,0,0,3815,1971,1844,0.117,0,0
"SPU_011202",0.129008349519302,8.37877394591045,0.00776704751335447,2.45219601193993,"SP-MEIS",130.666666666667,5065.33333333333,0,78.6666666666667,105759,1294,104465,0.130666666666667,0.0484883294245281,0.0607934054611025
"SPU_011242",-0.532931750404891,5.6422837894629,-0.0649100058940207,3.96946827726072,"SP-PEX5",38.6666666666667,544,32.6666666666667,233.666666666667,17690,1884,15806,0.0386666666666667,0.0344173098823232,0.124026893135173
"SPU_011283",0.715708633478821,7.93244046487663,0.612413829521178,0.442580123425778,"SP-PITPNA_1",45.6666666666667,750,0,24,24579,628,23951,0.0456666666666667,0.031313932612417,0.0382165605095541
"SPU_011298",-0.983814973911379,6.98211248760533,-0.0465229282077656,4.5469472041456,"SP-SOCS6L",91.3333333333333,0,0,0,1592,1592,0,0.0913333333333333,0,0
"SPU_011307",-0.564400113584389,6.66245902258325,-0.143896887658074,5.12434772449835,"SP-ABCD3",40.3333333333333,180.333333333333,0,60,25273,2083,23190,0.0403333333333333,0.00777634037659911,0.028804608737398
"SPU_011310",0.362315963734362,8.01458511569773,-0.334831810231583,4.12188878818794,"SP-NCAPD2-2",6,85,19,110.333333333333,17301,1952,15349,0.006,0.00553782005342368,0.0565232240437158
"SPU_011372",1.27939833245015,5.92636770697978,-0.130088517434595,4.56771519666798,"SP-AOX",96.6666666666667,2219.33333333333,1611.66666666667,349.333333333333,54155,3130,51025,0.0966666666666667,0.043495018781643,0.11160809371672
"SPU_011416",0.0804512623283902,8.86487892640477,1.13513351630189,0.703624088416363,"SP-UGT8_1",66,0,0,0,1571,1571,0,0.066,0,0
"SPU_011435",-0.38407063315612,7.92886522182854,0.186081686885968,2.83879930085274,"SP-LSS",80,0,0,0,4201,645,3556,0.08,0,0
"SPU_011549",1.0726706182808,8.11207281056317,-0.727806179614484,-0.0610284730174457,"SP-HYPP_649",53,131.333333333333,0,69.6666666666667,5960,2334,3626,0.053,0.0362198933627505,0.0298486146815196
"SPU_011641",-0.741972709061118,7.58449458332737,-0.340750375086504,4.48597415413722,"SP-EF2K",73,257.333333333333,11.6666666666667,314.333333333333,17152,2075,15077,0.073,0.0170679401295572,0.1514859437751
"SPU_011720",0.079085158211771,6.84924233584202,-0.111103291795245,3.90590548477658,"SP-Z90",58.6666666666667,0,0,0,7625,5235,2390,0.0586666666666667,0,0
"SPU_011756",0.352453427246658,6.92318615681635,0.255395582946079,6.70334305043432,"SP-WNT1",82.3333333333333,1003.33333333333,892,47.6666666666667,38892,4080,34812,0.0823333333333333,0.0288214791834233,0.0116830065359477
"SPU_011782",-0.263308079956906,7.4239877775803,0.298236503235056,0.5736118225342,"SP-HYPP_74",16.3333333333333,67.6666666666667,0,15.6666666666667,186484,11796,174688,0.0163333333333333,0.000387357269341149,0.00132813383067707
"SPU_011784",0.256092500682959,7.79483538415488,-0.0827443573280618,5.59329501271633,"SP-SLCO2A1",149,551.333333333333,135.333333333333,241.666666666667,14122,1996,12126,0.149,0.045467040518995,0.121075484301937
"SPU_011837",1.54004859926917,5.76320129958328,0.151848895730561,9.03041664963332,"SP-APOBEC1",23.3333333333333,0,0,0,26794,4739,22055,0.0233333333333333,0,0
"SPU_011869",0.657905693506583,7.21385339208015,-0.59307021410051,0.617602314717259,"SP-TTRHDE",154,1677.33333333333,1273,233,37477,3138,34339,0.154,0.048846306920217,0.074251115360102
