"geneid","exonid","exon_coeff","exon_num","exon_DM_logFC","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_007004","SPU_007004-tr-E2",-0.529039317473355,2,0.0684124231148128,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007004","SPU_007004-tr-E1",0.284487054698076,1,-0.0090470310419473,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007011","SPU_007011-tr-E3",-0.229227342303876,3,-1.76986397494519,"SP-Z346",164.666666666667,167.666666666667,0,358.666666666667,10169,2971,7198,164.666666666667,0.0232935074557747,0.120722540109952
"SPU_007011","SPU_007011-tr-E5",-0.0655085158243372,5,0.115080086346742,"SP-Z346",164.666666666667,167.666666666667,0,358.666666666667,10169,2971,7198,164.666666666667,0.0232935074557747,0.120722540109952
"SPU_007013","SPU_007013-tr-E3",-0.141548207911638,3,-0.229536934022569,"SP-CYCD",187.333333333333,1915,0,62,29469,3679,25790,187.333333333333,0.0742535866614967,0.0168524055449851
"SPU_007014","SPU_007014-tr-E1",-0.642123521870156,1,2.0214651999927,"SP-ABCB4A",45.6666666666667,488.666666666667,0,260,31793,4798,26995,45.6666666666667,0.0181021176761129,0.0541892455189662
"SPU_007014","SPU_007014-tr-E8",0.0195576746191516,8,-0.949660741988605,"SP-ABCB4A",45.6666666666667,488.666666666667,0,260,31793,4798,26995,45.6666666666667,0.0181021176761129,0.0541892455189662
"SPU_007014","SPU_007014-tr-E16",-0.330525901660127,16,0.14048503813835,"SP-ABCB4A",45.6666666666667,488.666666666667,0,260,31793,4798,26995,45.6666666666667,0.0181021176761129,0.0541892455189662
"SPU_007029","SPU_007029-tr-E1",0.00247368255366184,1,0.062494425297523,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007033","SPU_007033-tr-E1",0.160895985277433,1,-1.57028901110761,"SP-AKRF",48.6666666666667,0,0,0,4169,605,3564,48.6666666666667,0,0
"SPU_007053","SPU_007053-tr-E3",-0.215242057708298,3,-0.513846877172544,"SP-ZNFX1_22",42.6666666666667,164.666666666667,2.33333333333333,236.333333333333,2666,1566,1100,42.6666666666667,0.14969696969697,0.150915283099191
"SPU_007057","SPU_007057-tr-E1",-0.769602987358342,1,-1.20913830353034,"SP-MRPL22",18.3333333333333,130,0,83.6666666666667,7082,3695,3387,18.3333333333333,0.0383820490109241,0.0226432115471358
"SPU_007098","SPU_007098-tr-E3",0.0379739775155585,3,0.355859216987445,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007108","SPU_007108-tr-E1",-0.0177737642450431,1,-2.55469336657669,"SP-Z67",102.666666666667,14.6666666666667,14.6666666666667,453,10498,9758,740,102.666666666667,0.0198198198198198,0.0464234474277516
"SPU_007110","SPU_007110-tr-E7",0.973737682839911,7,-0.271448088992907,"SP-SRCR54",87,448.333333333333,202,276.666666666667,14684,2092,12592,87,0.0356046166878441,0.132249840662843
"SPU_007142","SPU_007142-tr-E10",0.0366418443525081,10,1.05522599289462,"SP-MFN",98,847.333333333333,83.3333333333333,316.666666666667,19678,3409,16269,98,0.0520826930563239,0.092891365991982
"SPU_007150","SPU_007150-tr-E1",0.4833610203349,1,0.619930063116594,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007165","SPU_007165-tr-E19",-0.151095830340475,19,-2.65888799536697,"SP-ABCC5E",92,308.666666666667,0,297,15763,3313,12450,92,0.0247925033467202,0.0896468457591307
"SPU_007165","SPU_007165-tr-E21",0.0322269030109961,21,-1.82089579718412,"SP-ABCC5E",92,308.666666666667,0,297,15763,3313,12450,92,0.0247925033467202,0.0896468457591307
"SPU_007165","SPU_007165-tr-E10",-0.334689916629334,10,-1.2002309487774,"SP-ABCC5E",92,308.666666666667,0,297,15763,3313,12450,92,0.0247925033467202,0.0896468457591307
"SPU_007176","SPU_007176-tr-E5",0.430254658939837,5,1.06374333478813,"SP-UKN",7.66666666666667,29,0,10.6666666666667,17186,727,16459,7.66666666666667,0.00176195394616927,0.0146721687299404
"SPU_007198","SPU_007198-tr-E7",-0.344117306000135,7,1.79510988535385,"SP-HYPP_1704",86,1130.66666666667,509,186,22252,1542,20710,86,0.0545952036053436,0.120622568093385
"SPU_007199","SPU_007199-tr-E1",0.831953538217614,1,-0.0962453555673861,"SP-MTNR1AL",79.6666666666667,347.333333333333,179.666666666667,266,6463,1067,5396,79.6666666666667,0.0643686681492464,0.249297094657919
"SPU_007203","SPU_007203-tr-E2",0.104954916891296,2,1.44034821906875,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007203","SPU_007203-tr-E3",0.552097457109878,3,0.914683587712138,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007204","SPU_007204-tr-E6",-0.281990734617962,6,0.41085149202055,"SP-CRY1",104.333333333333,692.333333333333,0,138,24819,5113,19706,104.333333333333,0.0351331235833418,0.0269900254253863
"SPU_007209","SPU_007209-tr-E3",0.117383464964917,3,-0.00964689831091291,"SP-HEATR7A",68.6666666666667,205.666666666667,0,209.333333333333,15034,2755,12279,68.6666666666667,0.016749463854277,0.0759830611010284
"SPU_007214","SPU_007214-tr-E1",-0.0239008843686065,1,0.436591161543635,"SP-NMT2",19.6666666666667,66.3333333333333,0,37.6666666666667,11837,1177,10660,19.6666666666667,0.00622263914946842,0.0320022656471255
"SPU_007242","SPU_007242-tr-E1",0.753072146337525,1,-0.589633420612423,"SP-ROUGH",106.333333333333,218,127.333333333333,50,9322,978,8344,106.333333333333,0.0261265580057526,0.0511247443762781
"SPU_007260","SPU_007260-tr-E8",0.0257977580265314,8,-0.81446402317174,"SP-HADHSC",76.6666666666667,321,0,138.333333333333,7397,1034,6363,76.6666666666667,0.0504479019330504,0.133784655061251
"SPU_007261","SPU_007261-tr-E11",0.675292824024221,11,2.54819939605182,"SP-PTPN13",2.66666666666667,179.666666666667,0,93,25824,5359,20465,2.66666666666667,0.00877921654857887,0.0173539839522299
"SPU_007275","SPU_007275-tr-E4",-0.663633285459811,4,0.762890319869587,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007290","SPU_007290-tr-E5",-0.414756171965219,5,1.33522250036866,"SP-SLC6A12",6.66666666666667,32.6666666666667,0,16.6666666666667,18713,1708,17005,6.66666666666667,0.0019210036263844,0.00975800156128025
"SPU_007295","SPU_007295-tr-E1",-0.0609922305645264,1,0.608279295114775,"SP-SNAP47",145.333333333333,0,0,124.666666666667,2124,1591,533,145.333333333333,0,0.0783574271946365
"SPU_007308","SPU_007308-tr-E36",-0.290789661405321,36,3.55512861327985,"SP-MEGF6",39.6666666666667,156,0,84.6666666666667,48653,6545,42108,39.6666666666667,0.00370475919065261,0.0129360835243188
"SPU_007317","SPU_007317-tr-E6",-0.343739864828877,6,-1.08378470912998,"SP-BMP1/TLDL1",1,244,0,71.3333333333333,31111,2224,28887,1,0.00844670613078547,0.0320743405275779
"SPU_007334","SPU_007334-tr-E7",-0.0713606275603716,7,1.00955312621899,"SP-HS2STL",31.3333333333333,115,0,48.3333333333333,8144,1064,7080,31.3333333333333,0.0162429378531073,0.0454260651629073
"SPU_007334","SPU_007334-tr-E4",0.514730129915039,4,-3.36450208602035,"SP-HS2STL",31.3333333333333,115,0,48.3333333333333,8144,1064,7080,31.3333333333333,0.0162429378531073,0.0454260651629073
"SPU_007349","SPU_007349-tr-E12",-0.0539936021888419,12,0.316328300656414,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007393","SPU_007393-tr-E1",-0.318279485325531,1,1.06447152117635,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007393","SPU_007393-tr-E2",0.085939807526655,2,-0.589828691597322,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007397","SPU_007397-tr-E8",0.3424454904858,8,-0.194369298495445,"SP-MEM_TRANS",60.3333333333333,144,6,63.6666666666667,7469,1585,5884,60.3333333333333,0.0244731475186948,0.0401682439537329
"SPU_007397","SPU_007397-tr-E5",0.111073999466847,5,-0.294190481830852,"SP-MEM_TRANS",60.3333333333333,144,6,63.6666666666667,7469,1585,5884,60.3333333333333,0.0244731475186948,0.0401682439537329
"SPU_007407","SPU_007407-tr-E2",-0.00126906252415207,2,-0.169059087014314,"SP-GCNT2_1",39.3333333333333,181,181,304.333333333333,16859,4463,12396,39.3333333333333,0.0146014843497903,0.0681903054746434
"SPU_007425","SPU_007425-tr-E3",-0.0117910594944188,3,0.0516313959374393,"SP-BTUB6",91.3333333333333,0.666666666666667,0,43.6666666666667,2240,1395,845,91.3333333333333,0.000788954635108481,0.0313022700119474
"SPU_007433","SPU_007433-tr-E3",2.24716565379505,3,0.306993285133726,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007433","SPU_007433-tr-E9",0.242838927943924,9,0.503055235213737,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007435","SPU_007435-tr-E2",-0.306720046259087,2,1.45081163463569,"SP-ATUB1",49.6666666666667,207.333333333333,0,92,7356,733,6623,49.6666666666667,0.0313050480648246,0.125511596180082
"SPU_007462","SPU_007462-tr-E3",0.602744328419818,3,-0.773244660644987,"SP-HYPP_3070",11,145.666666666667,0,95.6666666666667,11580,3441,8139,11,0.017897366588852,0.027801995543931
"SPU_007462","SPU_007462-tr-E2",-0.164104612439963,2,0.102026926279863,"SP-HYPP_3070",11,145.666666666667,0,95.6666666666667,11580,3441,8139,11,0.017897366588852,0.027801995543931
"SPU_007482","SPU_007482-tr-E1",0.880398529054616,1,0.189491335140027,"SP-HYPP_25",163.333333333333,1915.33333333333,0,738.333333333333,5085,4358,727,163.333333333333,2.63457129756992,0.169420223344042
"SPU_007486","SPU_007486-tr-E1",-0.0106371888802726,1,-1.43853385529007,"SP-NEURL2",110.333333333333,0,0,0,2211,828,1383,110.333333333333,0,0
"SPU_007495","SPU_007495-tr-E7",0.342119280314678,7,-0.45030189347179,"SP-CD36ANTIGENL",34.6666666666667,101.666666666667,0,64.6666666666667,16951,1280,15671,34.6666666666667,0.00648756726862783,0.0505208333333333
"SPU_007513","SPU_007513-tr-E5",-0.145189365118288,5,-0.512760750716045,"SP-SIAEL",24.6666666666667,345,85.3333333333333,115,39585,1198,38387,24.6666666666667,0.00898741761533853,0.0959933222036728
"SPU_007523","SPU_007523-tr-E1",-0.0700859489049115,1,1.19600395246835,"SP-FLVCRL",138.666666666667,1992.66666666667,51.3333333333333,172.333333333333,39928,1605,38323,138.666666666667,0.0519966251772217,0.107372793354102
"SPU_007535","SPU_007535-tr-E5",1.06029636116071,5,-0.366915066735221,"SP-COG8",0.333333333333333,54,0,0.666666666666667,7213,1149,6064,0.333333333333333,0.00890501319261214,0.00058021467943139
"SPU_007543","SPU_007543-tr-E3",0.0104644537676797,3,0.00728101115292543,"SP-HYPP_3071",53.6666666666667,434.333333333333,83.6666666666667,503.666666666667,27286,4624,22662,53.6666666666667,0.0191657105874739,0.108924452133795
"SPU_007550","SPU_007550-tr-E7",0.0291614702367091,7,-1.41703827198017,"SP-PEF1_1",93.3333333333333,670,0,132,16655,1277,15378,93.3333333333333,0.043568734555859,0.103367267032106
"SPU_007551","SPU_007551-tr-E11",0.244259157251472,11,-0.0578881782372081,"SP-SANSL",90.3333333333333,466.666666666667,72.3333333333333,298,10883,2706,8177,90.3333333333333,0.0570706453059394,0.110125646711013
"SPU_007552","SPU_007552-tr-E3",-0.00848366441382162,3,-0.351006066925464,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007556","SPU_007556-tr-E1",0.457450231697899,1,-1.3492958036875,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007558","SPU_007558-tr-E4",0.756028773706479,4,-0.987870857833929,"SP-CYP4L5",116.666666666667,176.666666666667,0,136.333333333333,7609,1552,6057,116.666666666667,0.0291673545759727,0.0878436426116839
"SPU_007589","SPU_007589-tr-E3",0.0461622573424905,3,-1.64708414899003,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007600","SPU_007600-tr-E2",-1.09936878427676,2,0.952334467109584,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007601","SPU_007601-tr-E8",1.47164916669567,8,1.26760867999017,"SP-SLCO4A1_7",101,0,0,0,9128,2129,6999,101,0,0
"SPU_007608","SPU_007608-tr-E6",0.925876807129821,6,0.210646347444771,"SP-HYPP_1734",31.6666666666667,183,45,54.6666666666667,8993,1077,7916,31.6666666666667,0.0231177362304194,0.0507582791705354
"SPU_007608","SPU_007608-tr-E4",-0.746731246404685,4,-0.769492907965446,"SP-HYPP_1734",31.6666666666667,183,45,54.6666666666667,8993,1077,7916,31.6666666666667,0.0231177362304194,0.0507582791705354
"SPU_007613","SPU_007613-tr-E18",-0.0715961641169725,18,-1.33169925580073,"SP-CNOT3",30,29,0,18,18234,2787,15447,30,0.00187738719492458,0.00645855758880517
"SPU_007618","SPU_007618-tr-E1",0.115574850091837,1,-1.06139307243327,"SP-SRCR55",99.3333333333333,0,0,43.6666666666667,2961,1743,1218,99.3333333333333,0,0.0250525913176516
"SPU_007645","SPU_007645-tr-E4",-0.573057940665162,4,0.411693141467937,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007661","SPU_007661-tr-E13",-1.55982345457698,13,0.318561429441693,"SP-MUCB",13,920.333333333333,7.33333333333333,275.666666666667,22101,3119,18982,13,0.0484845292031047,0.0883830287485305
"SPU_007661","SPU_007661-tr-E16",-1.84928867613401,16,0.0960828691823093,"SP-MUCB",13,920.333333333333,7.33333333333333,275.666666666667,22101,3119,18982,13,0.0484845292031047,0.0883830287485305
"SPU_007661","SPU_007661-tr-E15",0.229163905351679,15,0.86989269158957,"SP-MUCB",13,920.333333333333,7.33333333333333,275.666666666667,22101,3119,18982,13,0.0484845292031047,0.0883830287485305
"SPU_007667","SPU_007667-tr-E3",-0.721864514146607,3,-1.10383829908503,"SP-RBM16/SFRS15L",73.3333333333333,1584.66666666667,1108.33333333333,797,21861,5168,16693,73.3333333333333,0.0949300105832784,0.15421826625387
"SPU_007667","SPU_007667-tr-E15",-0.0510553247896499,15,-0.0207887308762912,"SP-RBM16/SFRS15L",73.3333333333333,1584.66666666667,1108.33333333333,797,21861,5168,16693,73.3333333333333,0.0949300105832784,0.15421826625387
"SPU_007674","SPU_007674-tr-E3",0.210742389532725,3,-0.0499896557144033,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007683","SPU_007683-tr-E15",-0.0973235241236325,15,0.26726157273359,"SP-ACSL5",43.6666666666667,330.666666666667,0,177.666666666667,14044,2443,11601,43.6666666666667,0.028503289946269,0.0727247919224997
"SPU_007691","SPU_007691-tr-E1",0.0247717577925904,1,-1.2779485671693,"SP-HYPP_2988",127.666666666667,0,0,0,2025,940,1085,127.666666666667,0,0
"SPU_007721","SPU_007721-tr-E2",-0.0833356495865027,2,-0.0916663907642906,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007723","SPU_007723-tr-E5",-0.00058693145386322,5,-0.288293628793786,"SP-TCFAP4L",43.6666666666667,59.3333333333333,20.3333333333333,17.3333333333333,13821,3621,10200,43.6666666666667,0.00581699346405229,0.00478689128233453
"SPU_007745","SPU_007745-tr-E4",-0.00634930682812021,4,0.358976244216374,"SP-CAHB",50.3333333333333,464,116.666666666667,62,13591,3510,10081,50.3333333333333,0.0460271798432695,0.0176638176638177
"SPU_007747","SPU_007747-tr-E19",-0.0844238346133686,19,-0.105094593606989,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007760","SPU_007760-tr-E14",-1.40725847649634,14,-0.808290825170359,"SP-NAGLU",75,194,0,137.333333333333,11095,2561,8534,75,0.0227325990157019,0.0536248861121958
"SPU_007770","SPU_007770-tr-E40",0.107556911892621,40,-0.604701093429219,"SP-CCLTA1.2",87.3333333333333,2470.66666666667,10.3333333333333,660.333333333333,75214,6261,68953,87.3333333333333,0.035831170024026,0.105467710163446
"SPU_007773","SPU_007773-tr-E21",-0.0925540485603417,21,0.751501849470377,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007811","SPU_007811-tr-E4",-0.397875238428265,4,-0.306274344230465,"SP-SLC5",16.6666666666667,564.666666666667,0,152,7707,1146,6561,16.6666666666667,0.0860641162424427,0.132635253054101
"SPU_007811","SPU_007811-tr-E2",1.48173690851709,2,0.0395466569001572,"SP-SLC5",16.6666666666667,564.666666666667,0,152,7707,1146,6561,16.6666666666667,0.0860641162424427,0.132635253054101
"SPU_007814","SPU_007814-tr-E1",0.296918596382368,1,1.18842387020399,"SP-SLC46A1L",130.333333333333,1142.33333333333,0,60.6666666666667,4141,1478,2663,130.333333333333,0.428964826636625,0.0410464591790708
"SPU_007822","SPU_007822-tr-E2",0.517594190816031,2,-0.570269974906001,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007823","SPU_007823-tr-E3",0.006121806114226,3,0.289675584139573,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007824","SPU_007824-tr-E3",-1.38938289299543,3,-0.477550436031977,"SP-PXDNL",89.6666666666667,172,0,13,14627,951,13676,89.6666666666667,0.012576776835332,0.0136698212407992
"SPU_007833","SPU_007833-tr-E1",-0.366079500210881,1,-0.767296057533042,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007833","SPU_007833-tr-E2",0.432707100055623,2,0.227518399921828,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007843","SPU_007843-tr-E2",-0.00216947303528967,2,-0.284147131270869,"SP-POLPPL_63",4.66666666666667,175.666666666667,175.666666666667,1520.33333333333,10892,4426,6466,4.66666666666667,0.0271677492525003,0.343500527187829
"SPU_007870","SPU_007870-tr-E20",-0.0335167171168752,20,-0.0731886301321083,"SP-RANBP2L",117.333333333333,600.666666666667,0,357.333333333333,19487,5078,14409,117.333333333333,0.0416869086450598,0.0703689116450046
"SPU_007870","SPU_007870-tr-E12",1.41479513923168,12,0.109196688240498,"SP-RANBP2L",117.333333333333,600.666666666667,0,357.333333333333,19487,5078,14409,117.333333333333,0.0416869086450598,0.0703689116450046
"SPU_007870","SPU_007870-tr-E21",-0.0497288758773727,21,0.654176385570123,"SP-RANBP2L",117.333333333333,600.666666666667,0,357.333333333333,19487,5078,14409,117.333333333333,0.0416869086450598,0.0703689116450046
"SPU_007887","SPU_007887-tr-E19",0.00742207714253066,19,0.101546358795067,"SP-FORM1PH",29.6666666666667,265.333333333333,0,148.666666666667,19646,2673,16973,29.6666666666667,0.0156326714978692,0.0556179074697593
"SPU_007887","SPU_007887-tr-E9",0.0735898849635266,9,0.438129503052913,"SP-FORM1PH",29.6666666666667,265.333333333333,0,148.666666666667,19646,2673,16973,29.6666666666667,0.0156326714978692,0.0556179074697593
"SPU_007911","SPU_007911-tr-E14",-0.305206471170881,14,-1.50600131162205,"SP-ADAM15L1",7.33333333333333,106,106,0,77226,2764,74462,7.33333333333333,0.00142354489538288,0
"SPU_007914","SPU_007914-tr-E1",0.104600295348935,1,-0.559482902077823,"SP-GLT8L",90.3333333333333,303.333333333333,6,126.333333333333,15502,1685,13817,90.3333333333333,0.021953631999228,0.074975272007913
"SPU_007915","SPU_007915-tr-E8",-1.17954354135296,8,-0.0696649664351365,"SP-EGF/LNB/7TM/GPCR_1",1.66666666666667,156.333333333333,2,33.6666666666667,30074,2549,27525,1.66666666666667,0.00567968513472601,0.013207793906107
"SPU_007919","SPU_007919-tr-E5",1.58461545722349,5,-0.26966452229745,"SP-IDS",2,71.3333333333333,0,54.6666666666667,6159,1700,4459,2,0.0159976078343425,0.032156862745098
"SPU_007927","SPU_007927-tr-E2",-0.19209203161684,2,0.713022006925549,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007940","SPU_007940-tr-E7",0.294478359946333,7,1.00942493078692,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007973","SPU_007973-tr-E8",-0.531488784683885,8,-0.319053987037897,"SP-CK1G",99.6666666666667,1217.33333333333,0,16.6666666666667,55916,4337,51579,99.6666666666667,0.0236013364612213,0.00384290215971101
"SPU_008013","SPU_008013-tr-E3",0.0990582495739115,3,-5.15972896090648,"SP-NSUN4",84.3333333333333,352.333333333333,0,68.6666666666667,3858,1477,2381,84.3333333333333,0.147977040459191,0.0464906341683593
"SPU_008013","SPU_008013-tr-E5",0.118161362826692,5,-0.127071655501125,"SP-NSUN4",84.3333333333333,352.333333333333,0,68.6666666666667,3858,1477,2381,84.3333333333333,0.147977040459191,0.0464906341683593
"SPU_008017","SPU_008017-tr-E8",-0.0159855609845454,8,-0.348383689910249,"SP-RRN3",69,349.333333333333,0,96,13180,1492,11688,69,0.0298882044261921,0.064343163538874
"SPU_008026","SPU_008026-tr-E11",0.386538101617947,11,-0.739602704931749,"SP-ABLIM1",1,582.666666666667,159.666666666667,210.666666666667,23174,1730,21444,1,0.0271715475968414,0.121772639691715
"SPU_008058","SPU_008058-tr-E1",0.277541048779154,1,-1.31874168903404,"SP-VARSIA",55.6666666666667,98.6666666666667,0,93.6666666666667,23014,3330,19684,55.6666666666667,0.0050125313283208,0.0281281281281281
"SPU_008079","SPU_008079-tr-E5",-0.246739896909706,5,-0.176110260527244,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008083","SPU_008083-tr-E2",-0.727145232504559,2,4.11566029304328,"SP-DPAGT1",38,107,8.66666666666667,92,11046,1242,9804,38,0.0109139126886985,0.0740740740740741
"SPU_008107","SPU_008107-tr-E3",0.123988424774847,3,-0.141598233186135,"SP-HYPP_31",424.333333333333,234.666666666667,27.6666666666667,749.666666666667,5481,5316,165,424.333333333333,1.42222222222222,0.141020817657386
"SPU_008160","SPU_008160-tr-E7",0.496068832867312,7,0.197299155558598,"SP-TRPM_3",95.6666666666667,897.333333333333,426.333333333333,557.333333333333,23736,6238,17498,95.6666666666667,0.0512820512820513,0.0893448754942824
"SPU_008160","SPU_008160-tr-E16",-0.879814615366127,16,0.0800716640108765,"SP-TRPM_3",95.6666666666667,897.333333333333,426.333333333333,557.333333333333,23736,6238,17498,95.6666666666667,0.0512820512820513,0.0893448754942824
"SPU_008160","SPU_008160-tr-E9",-0.94765523909046,9,-1.07437660143094,"SP-TRPM_3",95.6666666666667,897.333333333333,426.333333333333,557.333333333333,23736,6238,17498,95.6666666666667,0.0512820512820513,0.0893448754942824
"SPU_008160","SPU_008160-tr-E4",1.25552458950324,4,0.0017753380783127,"SP-TRPM_3",95.6666666666667,897.333333333333,426.333333333333,557.333333333333,23736,6238,17498,95.6666666666667,0.0512820512820513,0.0893448754942824
"SPU_008161","SPU_008161-tr-E8",-0.160386126410415,8,-0.0378838054338803,"SP-HYPP_537",41,502.666666666667,0,184.666666666667,23285,2398,20887,41,0.0240660059686248,0.077008618293022
"SPU_008177","SPU_008177-tr-E15",-0.129177156125106,15,-0.19137842436014,"SP-NFKB",27.6666666666667,729,8.33333333333333,452,25576,3126,22450,27.6666666666667,0.0324721603563474,0.144593730006398
"SPU_008200","SPU_008200-tr-E2",0.754055069469908,2,0.047543917385255,"SP-HYPP_538",106.666666666667,123.666666666667,11.3333333333333,21.6666666666667,3959,2522,1437,106.666666666667,0.0860589190443053,0.00859106529209622
"SPU_008202","SPU_008202-tr-E5",-0.211409682708252,5,-0.07498417550644,"SP-HYPP_9771",25,100.666666666667,53.3333333333333,129,8394,1230,7164,25,0.0140517401823934,0.104878048780488
"SPU_008205","SPU_008205-tr-E2",0.0100339041192614,2,-0.396337161488925,"SP-QRFPRL",75.6666666666667,112.666666666667,0,41.3333333333333,1427,1420,7,75.6666666666667,16.0952380952381,0.0291079812206573
"SPU_008215","SPU_008215-tr-E20",-0.0932282998677762,20,-0.375454577431218,"SP-UPF1",114.666666666667,118,0,11.3333333333333,36485,6497,29988,114.666666666667,0.00393490729625183,0.00174439484890462
"SPU_008237","SPU_008237-tr-E1",-0.0610843647138034,1,1.44340525197677,"SP-HYPP_31",424.333333333333,234.666666666667,27.6666666666667,749.666666666667,8440,3969,4471,424.333333333333,0.0524863937970625,0.188880490467792
"SPU_008238","SPU_008238-tr-E1",0.223481865318141,1,0.201883863399611,"SP-DNAJC28",100.333333333333,0,0,36.3333333333333,4145,2321,1824,100.333333333333,0,0.0156541720522763
"SPU_008238","SPU_008238-tr-E3",-0.00108701174478585,3,-0.229550751760949,"SP-DNAJC28",100.333333333333,0,0,36.3333333333333,4145,2321,1824,100.333333333333,0,0.0156541720522763
"SPU_008259","SPU_008259-tr-E1",1.00670632803482,1,1.37603698509322,"SP-LRR/GPCR_6",102.333333333333,458.666666666667,2,96.3333333333333,25761,2026,23735,102.333333333333,0.0193244856400534,0.0475485357025337
"SPU_008300","SPU_008300-tr-E21",0.0469417801656596,21,-0.43131897138672,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008300","SPU_008300-tr-E11",0.363503443265265,11,-0.71079576508664,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008331","SPU_008331-tr-E2",-0.227304753644307,2,-0.289888805858108,"SP-PAXILLIN",47.3333333333333,615,305.666666666667,189.666666666667,15155,1507,13648,47.3333333333333,0.0450615474794842,0.125857111258571
"SPU_008337","SPU_008337-tr-E3",1.55890983708167,3,-0.0199593185948179,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008377","SPU_008377-tr-E4",0.297195332034399,4,0.416512484739288,"SP-Z105",46.6666666666667,747.333333333333,0,236.333333333333,27765,4504,23261,46.6666666666667,0.0321281687517017,0.0524718768502072
"SPU_008379","SPU_008379-tr-E2",0.778535954850761,2,-1.99156266304951,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008384","SPU_008384-tr-E5",-0.802461575384936,5,1.05161790521743,"SP-GPR112",65.6666666666667,151.666666666667,0,98.3333333333333,8225,1653,6572,65.6666666666667,0.0230777033881112,0.0594877999596693
"SPU_008384","SPU_008384-tr-E9",-0.661954060841439,9,1.33182108950569,"SP-GPR112",65.6666666666667,151.666666666667,0,98.3333333333333,8225,1653,6572,65.6666666666667,0.0230777033881112,0.0594877999596693
"SPU_008384","SPU_008384-tr-E8",0.534338135158778,8,0.926552223158934,"SP-GPR112",65.6666666666667,151.666666666667,0,98.3333333333333,8225,1653,6572,65.6666666666667,0.0230777033881112,0.0594877999596693
"SPU_008413","SPU_008413-tr-E15",-0.00230450779124368,15,-1.55754337776679,"SP-MYBBP1",102.333333333333,217.666666666667,0,70.6666666666667,38953,3596,35357,102.333333333333,0.0061562538299818,0.0196514645902855
"SPU_008414","SPU_008414-tr-E2",0.115047495315221,2,0.820095141822028,"SP-UNC93A_1",114,238,0,110.333333333333,4344,1539,2805,114,0.0848484848484849,0.0716915746155512
"SPU_008424","SPU_008424-tr-E3",0.0432928480049597,3,-0.259130627995505,"SP-POLYPL_938",8.66666666666667,0,0,2.66666666666667,3153,2793,360,8.66666666666667,0,0.000954767872061105
"SPU_008435","SPU_008435-tr-E4",-0.315097189734031,4,-0.906971880620912,"SP-IG/FN3F",19.6666666666667,461.666666666667,0,141.666666666667,20206,1734,18472,19.6666666666667,0.0249927818680525,0.0816993464052288
"SPU_008441","SPU_008441-tr-E15",0.213057699503862,15,1.08887999835966,"SP-HPS3L",130.666666666667,561.666666666667,0,157.666666666667,29560,2904,26656,130.666666666667,0.0210709283713485,0.0542929292929293
"SPU_008461","SPU_008461-tr-E6",0.0162282368916215,6,-0.911698434050536,"SP-TFB2M",57.6666666666667,711.666666666667,0,506,7967,3331,4636,57.6666666666667,0.153508771929825,0.151906334434104
"SPU_008464","SPU_008464-tr-E2",0.495922722529558,2,0.292388025282229,"SP-ACAA2",79,102,0,38.6666666666667,7171,944,6227,79,0.0163802794282961,0.0409604519774011
"SPU_008493","SPU_008493-tr-E2",-0.000177177459430633,2,-0.32593011617915,"SP-POLPPL_74",4,0,0,66.3333333333333,5530,5236,294,4,0,0.0126687038451744
