"","exonid","N","median","sd","se","ci","exon_length","peak_density_ind_exons","spu_id","peak_dens_norm_ind_exon"
"925","SPU_004811-tr-E2",3,60.1762820512821,22.4994007426225,12.9900350753584,55.8916098765319,2139,0,"SPU_004811",0
"926","SPU_004816-tr-E8",4,1.37626262626263,2.75252525252525,1.37626262626263,4.37988191004955,123,0,"SPU_004816",0
"927","SPU_004837-tr-E11",5,1.68965517241379,3.77818382405137,1.68965517241379,4.69123483292041,1158,0,"SPU_004837",0
"928","SPU_004840-tr-E6",5,99.6296296296296,0.828173324999901,0.370370370370361,1.02831300192508,530,282,"SPU_004840",0.532075471698113
"929","SPU_004845-tr-E11",6,0,0,0,0,156,35,"SPU_004845",0.224358974358974
"930","SPU_004849-tr-E1",5,0,0,0,0,511,2,"SPU_004849",0.00391389432485323
"931","SPU_004850-tr-E8",4,2.7046783625731,5.4093567251462,2.7046783625731,8.60749366195155,277,0,"SPU_004850",0
"932","SPU_004851-tr-E1",11,0.589225589225589,1.95424019633736,0.589225589225589,1.31287642793804,1031,0,"SPU_004851",0
"933","SPU_004858-tr-E3",8,93.4982272414548,10.915111921453,3.85907482853478,9.12526192826461,247,0,"SPU_004858",0
"934","SPU_004861-tr-E12",11,0.425491954846875,0.764980351343732,0.230650254309219,0.513920792846885,166,40,"SPU_004861",0.240963855421687
"935","SPU_004861-tr-E19",9,0.37037037037037,1.11111111111111,0.37037037037037,0.854075605631172,94,20,"SPU_004861",0.212765957446809
"936","SPU_004861-tr-E5",8,2.14056324110672,4.23697603821723,1.49799724417416,3.54220061239337,436,17,"SPU_004861",0.0389908256880734
"937","SPU_004861-tr-E7",3,0,0,0,0,269,0,"SPU_004861",0
"938","SPU_004874-tr-E13",7,97.6976134464614,3.51385812993946,1.32811353631176,3.24977675166729,882,0,"SPU_004874",0
"939","SPU_004879-tr-E1",5,0.452488687782806,1.01179546493203,0.452488687782806,1.25631000235194,485,0,"SPU_004879",0
"940","SPU_004879-tr-E3",15,1.25447553629602,3.31494498614633,0.855915114995902,1.83575534463085,3552,0,"SPU_004879",0
"941","SPU_004892-tr-E3",6,97.2493977845872,2.34391214614107,0.956898126659576,2.45978494294552,276,59,"SPU_004892",0.213768115942029
"942","SPU_004897-tr-E5",5,0.58693092621664,0.76736392123596,0.34317557827288,0.95280815451916,155,0,"SPU_004897",0
"943","SPU_004900-tr-E2",12,39.6080724743806,4.41290454108278,1.27389581235113,2.80382577848772,1453,0,"SPU_004900",0
"944","SPU_004915-tr-E3",5,88.9181405895692,11.229350810719,5.02191835119202,13.94308062487,630,0,"SPU_004915",0
"945","SPU_004933-tr-E2",3,2.88922262747622,5.00428038516646,2.88922262747622,12.4313216249645,115,0,"SPU_004933",0
"946","SPU_004937-tr-E3",6,1.25661375661376,3.07806250746563,1.25661375661376,3.23022849716204,474,0,"SPU_004937",0
"947","SPU_004940-tr-E6",12,98.2814813635892,1.70275194418543,0.49154214666931,1.08187697037874,645,375,"SPU_004940",0.581395348837209
"948","SPU_004942-tr-E5",9,0.483091787439613,1.44927536231884,0.483091787439613,1.11401165951892,1454,173,"SPU_004942",0.11898211829436
"949","SPU_004950-tr-E1",8,0,0,0,0,315,0,"SPU_004950",0
"950","SPU_004954-tr-E2",14,93.0153795364845,15.1700977062043,4.05437915289297,8.75895364332614,680,316,"SPU_004954",0.464705882352941
"951","SPU_004955-tr-E5",12,1.12055871966978,2.18029838564806,0.629397929933806,1.3852955035767,257,0,"SPU_004955",0
"952","SPU_004955-tr-E7",21,0.74559982723248,2.36661463503866,0.516437652659759,1.07727006624004,271,0,"SPU_004955",0
"953","SPU_004955-tr-E9",3,0.855263157894737,1.48135924331549,0.855263157894737,3.67990036096993,103,0,"SPU_004955",0
"954","SPU_004957-tr-E1",12,1.00113464561897,1.83640984999275,0.530125860617898,1.1667991522008,2658,0,"SPU_004957",0
"955","SPU_004962-tr-E1",14,96.2878858887262,8.9462448492764,2.39098450887024,5.16540799105135,125,21,"SPU_004962",0.168
"956","SPU_004963-tr-E6",4,96.7643849206349,4.76597967596044,2.38298983798022,7.58373720540877,3048,45,"SPU_004963",0.0147637795275591
"957","SPU_004964-tr-E1",4,1.7502199248257,3.28618786843877,1.64309393421938,5.22905822019055,113,0,"SPU_004964",0
"958","SPU_004964-tr-E4",5,0,0,0,0,94,85,"SPU_004964",0.904255319148936
"959","SPU_004966-tr-E5",9,1.39657428299156,3.88942094210319,1.29647364736773,2.98967359201321,183,0,"SPU_004966",0
"960","SPU_004976-tr-E1",6,62.7178995773759,7.88417228963347,3.21869985896543,8.27393139182169,3677,0,"SPU_004976",0
"961","SPU_004983-tr-E18",3,2.94759530328291,4.65229081331336,2.68600135341489,11.5569310553813,124,41,"SPU_004983",0.330645161290323
"962","SPU_004983-tr-E19",7,0,0,0,0,99,65,"SPU_004983",0.656565656565657
"963","SPU_004985-tr-E2",6,0.735294117647058,1.80109539910528,0.735294117647058,1.89013370267376,224,0,"SPU_004985",0
"964","SPU_004985-tr-E3",4,0.625,1.25,0.625,1.98902894080232,140,0,"SPU_004985",0
"965","SPU_004989-tr-E12",5,1.14935064935065,2.57002618193158,1.14935064935065,3.19110898454552,1653,0,"SPU_004989",0
"966","SPU_004994-tr-E13",7,0.340909090909091,0.583136527209874,0.220404890199311,0.539311337878999,122,0,"SPU_004994",0
"967","SPU_004994-tr-E20",4,0.43103448275862,0.86206896551724,0.43103448275862,1.37174409710504,125,0,"SPU_004994",0
"968","SPU_005008-tr-E2",5,0.613636363636364,1.08282993177924,0.484256267105966,1.34451094246772,85,0,"SPU_005008",0
"969","SPU_005008-tr-E6",4,1.52292872368095,1.44486664534717,0.722433322673586,2.29910525855639,143,0,"SPU_005008",0
"970","SPU_005014-tr-E4",4,0.9282239027389,0.694419568337685,0.347209784168843,1.10497649478649,144,0,"SPU_005014",0
"971","SPU_005024-tr-E2",5,1.33571428571429,2.98674794137472,1.33571428571429,3.7085373905142,212,0,"SPU_005024",0
"972","SPU_005025-tr-E2",49,0.915912109295031,2.28545992939938,0.326494275628482,0.656460738743972,898,0,"SPU_005025",0
"973","SPU_005028-tr-E3",8,0.346961740435109,0.981355997895809,0.346961740435109,0.820434145807699,139,8,"SPU_005028",0.0575539568345324
"974","SPU_005028-tr-E3",8,0.346961740435109,0.981355997895809,0.346961740435109,0.820434145807699,139,5,"SPU_005028",0.0359712230215827
"975","SPU_005028-tr-E3",8,0.346961740435109,0.981355997895809,0.346961740435109,0.820434145807699,139,90,"SPU_005028",0.647482014388489
"976","SPU_005028-tr-E3",8,0.346961740435109,0.981355997895809,0.346961740435109,0.820434145807699,139,5,"SPU_005028",0.0359712230215827
"977","SPU_005028-tr-E9",3,1.68971788690099,2.92667723057043,1.68971788690099,7.27026927858102,126,3,"SPU_005028",0.0238095238095238
"978","SPU_005040-tr-E3",3,0,0,0,0,258,0,"SPU_005040",0
"979","SPU_005041-tr-E6",3,2.10308379644764,3.01503058188194,1.74072871806449,7.48975117053347,121,0,"SPU_005041",0
"980","SPU_005042-tr-E3",9,0,0,0,0,258,0,"SPU_005042",0
"981","SPU_005042-tr-E4",4,0.506756756756757,1.01351351351351,0.506756756756757,1.6127261682181,680,0,"SPU_005042",0
"982","SPU_005056-tr-E1",7,0.956949944156767,1.93965531280087,0.733120798122329,1.79388196924638,225,0,"SPU_005056",0
"983","SPU_005067-tr-E1",12,96.5387470871539,5.47838955116854,1.58147484104639,3.4808026562014,497,0,"SPU_005067",0
"984","SPU_005082-tr-E3",8,3.44193685694781,6.10619538851922,2.15886608323598,5.10490709636093,545,0,"SPU_005082",0
"985","SPU_005097-tr-E1",13,0.873900873900874,2.21514797812837,0.614371509067864,1.33860052613908,1499,0,"SPU_005097",0
"986","SPU_005102-tr-E7",4,48.6443381180223,55.7237317252092,27.8618658626046,88.6688920727562,216,3,"SPU_005102",0.0138888888888889
"987","SPU_005108-tr-E1",6,1.42049074495493,1.61611889151003,0.659777774645324,1.69601276305982,231,0,"SPU_005108",0
"988","SPU_005108-tr-E2",16,0.892539173789173,2.6696726574609,0.667418164365224,1.4225681431346,979,0,"SPU_005108",0
"989","SPU_005129-tr-E2",4,0,0,0,0,144,0,"SPU_005129",0
"990","SPU_005131-tr-E3",5,0.210526315789474,0.470751153157851,0.210526315789474,0.58451475898901,511,0,"SPU_005131",0
"991","SPU_005132-tr-E9",6,1.48961564191449,2.86446709374068,1.16941379410962,3.00607385748074,146,74,"SPU_005132",0.506849315068493
"992","SPU_005142-tr-E2",3,91.1535671616317,2.70941642056813,1.5642822997618,6.73056350716889,1110,0,"SPU_005142",0
"993","SPU_005158-tr-E2",7,90.1889374170721,18.4997281424848,6.99223999818823,17.1093949176167,253,0,"SPU_005158",0
"994","SPU_005163-tr-E1",5,97.2098055540368,2.51254882007762,1.12364599169609,3.11974141361973,200,6,"SPU_005163",0.03
"995","SPU_005164-tr-E2",3,0,0,0,0,115,0,"SPU_005164",0
"996","SPU_005166-tr-E13",5,0.877358490566038,1.96183322554227,0.877358490566038,2.4359376866358,446,0,"SPU_005166",0
"997","SPU_005166-tr-E16",4,1.30347593582888,2.60695187165775,1.30347593582888,4.14824217600483,446,0,"SPU_005166",0
"998","SPU_005166-tr-E25",18,0.922831770784988,2.79176553013451,0.65802544594699,1.38831233646967,472,0,"SPU_005166",0
"999","SPU_005166-tr-E5",4,0,0,0,0,443,0,"SPU_005166",0
"1000","SPU_005167-tr-E6",9,0.191570881226053,0.57471264367816,0.191570881226053,0.441763244291985,443,0,"SPU_005167",0
"1001","SPU_005167-tr-E7",8,0.621928746928747,1.75908013747268,0.621928746928747,1.47062779775043,425,0,"SPU_005167",0
"1002","SPU_005168-tr-E10",7,0,0,0,0,136,0,"SPU_005168",0
"1003","SPU_005175-tr-E3",5,72.7931276445535,11.305987684359,5.05619140300043,14.0382378718037,123,0,"SPU_005175",0
"1004","SPU_005179-tr-E1",16,12.8838188046984,4.52270645835241,1.1306766145881,2.40998015633887,1091,0,"SPU_005179",0
"1005","SPU_005180-tr-E10",7,5.30990173847317,6.92382029041526,2.6169580872774,6.40346575770874,133,0,"SPU_005180",0
"1006","SPU_005182-tr-E1",5,0,0,0,0,79,104,"SPU_005182",1.31645569620253
"1007","SPU_005182-tr-E1",5,0,0,0,0,79,2,"SPU_005182",0.0253164556962025
"1008","SPU_005182-tr-E2",7,0.162337662337663,0.429505082965032,0.162337662337663,0.397225949861197,169,80,"SPU_005182",0.473372781065089
"1009","SPU_005182-tr-E2",7,0.162337662337663,0.429505082965032,0.162337662337663,0.397225949861197,169,274,"SPU_005182",1.62130177514793
"1010","SPU_005193-tr-E3",11,1.33900578057413,2.89934904328624,0.874186628441487,1.94780919071737,165,63,"SPU_005193",0.381818181818182
"1011","SPU_005196-tr-E4",7,0.166112956810631,0.439493573266544,0.166112956810631,0.406463762648666,103,0,"SPU_005196",0
"1012","SPU_005200-tr-E15",8,0,0,0,0,1276,0,"SPU_005200",0
"1013","SPU_005200-tr-E4",8,0,0,0,0,368,0,"SPU_005200",0
"1014","SPU_005205-tr-E2",5,100,0,0,0,196,0,"SPU_005205",0
"1015","SPU_005223-tr-E1",16,1.37905563956411,2.8864954741751,0.721623868543774,1.53810486667271,361,0,"SPU_005223",0
"1016","SPU_005226-tr-E6",6,100,0,0,0,152,0,"SPU_005226",0
"1017","SPU_005239-tr-E1",4,0,0,0,0,152,0,"SPU_005239",0
"1018","SPU_005239-tr-E19",16,0.962553682685735,2.89040891344476,0.722602228361191,1.54019019126094,659,0,"SPU_005239",0
"1019","SPU_005242-tr-E2",13,0.683113937733443,1.59485746866726,0.4423338754105,0.963762722740822,536,0,"SPU_005242",0
"1020","SPU_005255-tr-E2",12,99.7997711670481,0.470171863419572,0.135726925955339,0.298732949852557,2029,0,"SPU_005255",0
"1021","SPU_005269-tr-E16",3,69.492207139266,47.8372818692231,27.618867564496,118.834395918968,171,92,"SPU_005269",0.538011695906433
"1022","SPU_005270-tr-E6",5,1.06617647058824,2.3840430642461,1.06617647058824,2.96018044304177,178,169,"SPU_005270",0.949438202247191
"1023","SPU_005270-tr-E6",5,1.06617647058824,2.3840430642461,1.06617647058824,2.96018044304177,178,14,"SPU_005270",0.0786516853932584
"1024","SPU_005270-tr-E6",5,1.06617647058824,2.3840430642461,1.06617647058824,2.96018044304177,178,106,"SPU_005270",0.595505617977528
"1025","SPU_005270-tr-E8",3,0,0,0,0,96,28,"SPU_005270",0.291666666666667
"1026","SPU_005270-tr-E8",3,0,0,0,0,96,1,"SPU_005270",0.0104166666666667
"1027","SPU_005270-tr-E8",3,0,0,0,0,96,46,"SPU_005270",0.479166666666667
"1028","SPU_005270-tr-E8",3,0,0,0,0,96,78,"SPU_005270",0.8125
"1029","SPU_005272-tr-E7",8,97.9475994040047,3.37196906962042,1.19217109753994,2.81903668929094,2202,29,"SPU_005272",0.0131698455949137
"1030","SPU_005287-tr-E5",23,0,0,0,0,1196,0,"SPU_005287",0
"1031","SPU_005295-tr-E8",18,97.1454458412194,6.02351366231499,1.41975578573092,2.99542287345407,215,0,"SPU_005295",0
"1032","SPU_005296-tr-E6",7,99.5562421931497,1.17407279926933,0.4437578068503,1.0858362366201,158,109,"SPU_005296",0.689873417721519
"1033","SPU_005301-tr-E2",5,0,0,0,0,304,0,"SPU_005301",0
"1034","SPU_005303-tr-E1",5,99.6856725146199,0.702857624506517,0.314327485380119,0.872713008212762,90,0,"SPU_005303",0
"1035","SPU_005303-tr-E5",4,98.6188307463519,2.1792671605569,1.08963358027845,3.46770036167022,111,32,"SPU_005303",0.288288288288288
"1036","SPU_005305-tr-E4",3,84.0204418439748,22.3977977963697,12.9313745869889,55.6392141661205,119,0,"SPU_005305",0
"1037","SPU_005306-tr-E4",4,99.1203703703704,1.75925925925925,0.879629629629626,2.79937406483288,238,0,"SPU_005306",0
"1038","SPU_005328-tr-E3",16,93.8291571471474,6.7612110850225,1.69030277125563,3.60279507365123,947,0,"SPU_005328",0
"1039","SPU_005340-tr-E1",9,98.2946780412763,0.870504955122361,0.29016831837412,0.669129342075961,888,0,"SPU_005340",0
"1040","SPU_005344-tr-E2",8,0.223214285714286,0.631345340345133,0.223214285714286,0.527817913301962,523,0,"SPU_005344",0
"1041","SPU_005378-tr-E2",5,99.4335664335664,0.854464189880045,0.382128002582214,1.0609574223284,87,0,"SPU_005378",0
"1042","SPU_005379-tr-E4",3,27.3994545239951,1.42967637691473,0.825424041065769,3.55151300349246,1771,0,"SPU_005379",0
"1043","SPU_005380-tr-E1",11,48.0823808979716,1.60531727033951,0.48402136865397,1.07846681668948,911,0,"SPU_005380",0
"1044","SPU_005381-tr-E1",4,39.4914084757835,24.4845586387536,12.2422793193768,38.9603965882018,3193,0,"SPU_005381",0
"1045","SPU_005381-tr-E2",7,51.3319801038695,14.2165979105468,5.3733689372439,13.1481601331163,2321,0,"SPU_005381",0
"1046","SPU_005385-tr-E6",5,27.093066786463,1.59610097848793,0.713798057370589,1.98182112248627,257,0,"SPU_005385",0
"1047","SPU_005385-tr-E7",12,22.0716864920587,5.81902150120169,1.67980681506951,3.69722987178879,193,0,"SPU_005385",0
"1048","SPU_005391-tr-E6",5,0.838815789473684,1.87564912586331,0.838815789473684,2.32892599284683,195,65,"SPU_005391",0.333333333333333
"1049","SPU_005402-tr-E1",3,3.71867715617716,4.87134453282045,2.8124720773393,12.1010906609081,486,0,"SPU_005402",0
"1050","SPU_005406-tr-E18",6,83.3836850284219,24.0216278769145,9.80678851490943,25.209152422353,213,38,"SPU_005406",0.178403755868545
"1051","SPU_005407-tr-E5",12,98.7785605328094,2.55067782985505,0.736317265841413,1.6206233752362,1587,867,"SPU_005407",0.546313799621928
"1052","SPU_005413-tr-E1",10,3.83514146455323,3.48530087192412,1.1021489086251,2.4932340481165,1315,0,"SPU_005413",0
"1053","SPU_005413-tr-E2",15,24.3400811063722,2.15519306663205,0.556468456995174,1.19350613880941,5250,0,"SPU_005413",0
"1054","SPU_005417-tr-E2",5,0,0,0,0,529,283,"SPU_005417",0.534971644612476
"1055","SPU_005418-tr-E1",5,0.844947735191638,1.88936057332299,0.844947735191638,2.34595100352078,138,0,"SPU_005418",0
"1056","SPU_005419-tr-E5",3,0.977812177502579,1.39579550055089,0.805862907976727,3.4673482408099,131,37,"SPU_005419",0.282442748091603
"1057","SPU_005423-tr-E2",8,0.471866096866096,1.33463886762418,0.471866096866096,1.115786016154,255,0,"SPU_005423",0
"1058","SPU_005433-tr-E1",3,93.8997666247267,2.9361032804118,1.6951600193143,7.29368488446481,312,2,"SPU_005433",0.00641025641025641
"1059","SPU_005441-tr-E10",14,0.715387369522708,2.06377303513756,0.551566544396237,1.19158707446712,308,0,"SPU_005441",0
"1060","SPU_005441-tr-E13",11,0.693538253346865,1.6208793940411,0.488713525495722,1.0889215936482,155,0,"SPU_005441",0
"1061","SPU_005447-tr-E5",7,95.6738721804511,8.71823797435713,3.29518422154692,8.06302532340908,287,192,"SPU_005447",0.668989547038328
"1062","SPU_005448-tr-E1",4,0,0,0,0,2884,0,"SPU_005448",0
"1063","SPU_005467-tr-E2",6,0,0,0,0,568,0,"SPU_005467",0
"1064","SPU_005472-tr-E1",9,0.860566448801743,2.58169934640523,0.860566448801743,1.98446978955478,408,0,"SPU_005472",0
"1065","SPU_005473-tr-E1",4,2.12418300653595,3.38633689151351,1.69316844575676,5.38841766442155,1139,0,"SPU_005473",0
"1066","SPU_005501-tr-E10",4,0,0,0,0,144,0,"SPU_005501",0
"1067","SPU_005520-tr-E6",5,97.0646426743988,5.30636531486948,2.37307871149904,6.58872277279061,1656,0,"SPU_005520",0
"1068","SPU_005529-tr-E6",3,99.6031746031746,0.687321749035277,0.396825396825401,1.70740187688473,171,86,"SPU_005529",0.502923976608187
"1069","SPU_005536-tr-E1",6,0.675213675213675,1.31362822375073,0.536286476651316,1.37856827557727,1553,0,"SPU_005536",0
"1070","SPU_005538-tr-E2",8,0.999216300940439,2.82621048906849,0.999216300940439,2.3627710977906,1034,0,"SPU_005538",0
"1071","SPU_005539-tr-E15",5,1.60676532769556,3.592836496617,1.60676532769556,4.46109572928187,110,13,"SPU_005539",0.118181818181818
"1072","SPU_005540-tr-E1",10,0.958073119958366,2.63806687738655,0.834229995238964,1.88715935915093,1661,27,"SPU_005540",0.016255267910897
"1073","SPU_005552-tr-E1",10,0.809659090909091,2.56036685553406,0.809659090909091,1.83157611192468,247,0,"SPU_005552",0
"1074","SPU_005552-tr-E5",11,1.11482028527025,2.90624967168541,0.876267246188553,1.95244509595574,203,0,"SPU_005552",0
"1075","SPU_005556-tr-E4",7,0,0,0,0,314,0,"SPU_005556",0
"1076","SPU_005566-tr-E1",3,3.64267676767677,3.92718886792404,2.26736355005445,9.75567796797619,121,0,"SPU_005566",0
"1077","SPU_005573-tr-E4",6,0,0,0,0,196,0,"SPU_005573",0
"1078","SPU_005576-tr-E4",13,0,0,0,0,216,0,"SPU_005576",0
"1079","SPU_005588-tr-E1",6,98.447295904835,2.74809600934865,1.12190549784715,2.8839498940664,255,0,"SPU_005588",0
"1080","SPU_005592-tr-E2",3,0,0,0,0,75,0,"SPU_005592",0
"1081","SPU_005613-tr-E28",16,0.911927270908364,2.59394438849246,0.648486097123116,1.3822153970149,300,135,"SPU_005613",0.45
"1082","SPU_005613-tr-E29",4,1.64285714285714,3.28571428571429,1.64285714285714,5.22830464439466,302,236,"SPU_005613",0.781456953642384
"1083","SPU_005617-tr-E4",5,1.94394132849552,3.46667509840322,1.55034423518708,4.30444566315677,2264,94,"SPU_005617",0.0415194346289753
"1084","SPU_005620-tr-E1",5,76.6951834008286,31.1687786311055,13.9391015589589,38.7011502942265,240,0,"SPU_005620",0
"1085","SPU_005632-tr-E1",4,1.59090909090909,3.18181818181818,1.59090909090909,5.0629827584059,1207,0,"SPU_005632",0
"1086","SPU_005636-tr-E1",14,0.978316326530612,2.5367605271888,0.677977768930896,1.46468192177688,1361,12,"SPU_005636",0.00881704628949302
"1087","SPU_005636-tr-E1",14,0.978316326530612,2.5367605271888,0.677977768930896,1.46468192177688,1361,68,"SPU_005636",0.0499632623071271
"1088","SPU_005648-tr-E3",3,1.70833333333333,2.95892012959683,1.70833333333333,7.35036507998866,194,0,"SPU_005648",0
"1089","SPU_005707-tr-E3",3,91.5440492904974,5.2684790079476,3.04175777345844,13.0876273872076,133,49,"SPU_005707",0.368421052631579
"1090","SPU_005708-tr-E9",6,99.9249249249249,0.183895626335095,0.0750750750750839,0.192986624297043,627,0,"SPU_005708",0
"1091","SPU_005723-tr-E7",19,0.74054217322359,2.2448720754866,0.515008974643288,1.08199370575002,364,126,"SPU_005723",0.346153846153846
"1092","SPU_005725-tr-E1",4,0,0,0,0,390,0,"SPU_005725",0
"1093","SPU_005747-tr-E9",4,100,0,0,0,121,1,"SPU_005747",0.00826446280991736
"1094","SPU_005778-tr-E7",3,98.1642512077295,1.69220095537554,0.976992677109012,4.20366020910833,85,30,"SPU_005778",0.352941176470588
"1095","SPU_005779-tr-E6",5,99.1345994758612,1.34059157471898,0.599530778227026,1.66456429462385,3113,0,"SPU_005779",0
"1096","SPU_005783-tr-E1",6,0,0,0,0,1429,147,"SPU_005783",0.102869139258223
"1097","SPU_005783-tr-E1",6,0,0,0,0,1429,230,"SPU_005783",0.160951714485654
"1098","SPU_005783-tr-E2",9,1.16673450006783,3.5002035002035,1.16673450006783,2.69049458184179,1524,334,"SPU_005783",0.219160104986877
"1099","SPU_005783-tr-E2",9,1.16673450006783,3.5002035002035,1.16673450006783,2.69049458184179,1524,169,"SPU_005783",0.110892388451444
"1100","SPU_005792-tr-E11",12,97.7088906344917,1.97750434760158,0.570856333705714,1.2564463190306,216,0,"SPU_005792",0
"1101","SPU_005796-tr-E1",4,93.1970806970807,5.06645738822813,2.53322869411406,8.06186429802198,1543,0,"SPU_005796",0
"1102","SPU_005796-tr-E2",7,93.4695005740663,8.79163286239686,3.32292488172643,8.1309042735609,1956,0,"SPU_005796",0
"1103","SPU_005798-tr-E5",4,6.5036231884058,8.08230932392232,4.04115466196116,12.8607577230383,167,0,"SPU_005798",0
"1104","SPU_005809-tr-E4",4,0,0,0,0,164,0,"SPU_005809",0
"1105","SPU_005810-tr-E1",7,0,0,0,0,311,0,"SPU_005810",0
"1106","SPU_005815-tr-E5",4,0.5,1,0.5,1.59122315264185,253,0,"SPU_005815",0
"1107","SPU_005819-tr-E3",13,2.08075101781646,3.87265086773018,1.07408009812087,2.34021949787598,1150,0,"SPU_005819",0
"1108","SPU_005829-tr-E1",15,0.351851851851852,1.36271636255446,0.351851851851852,0.754647167971079,217,0,"SPU_005829",0
"1109","SPU_005830-tr-E2",4,0,0,0,0,416,17,"SPU_005830",0.0408653846153846
"1110","SPU_005834-tr-E1",3,0,0,0,0,176,0,"SPU_005834",0
"1111","SPU_005836-tr-E5",7,90.2412897710404,15.0626637223197,5.69315175592178,13.9306405019318,223,106,"SPU_005836",0.475336322869955
"1112","SPU_005841-tr-E1",7,0,0,0,0,321,0,"SPU_005841",0
"1113","SPU_005842-tr-E1",3,1.76767676767677,3.06170597297529,1.76767676767677,7.60569926975915,209,0,"SPU_005842",0
"1114","SPU_005844-tr-E1",7,75.4848892521704,5.2463668916865,1.98294029742934,4.85208011389279,1536,0,"SPU_005844",0
"1115","SPU_005848-tr-E7",3,4.13469735720377,7.16150589659769,4.13469735720377,17.7901668706607,596,142,"SPU_005848",0.238255033557047
"1116","SPU_005848-tr-E7",3,4.13469735720377,7.16150589659769,4.13469735720377,17.7901668706607,596,100,"SPU_005848",0.167785234899329
"1117","SPU_005849-tr-E1",20,0.0384615384615384,0.172005229038445,0.0384615384615384,0.0805009251695503,1148,2,"SPU_005849",0.00174216027874564
"1118","SPU_005849-tr-E1",20,0.0384615384615384,0.172005229038445,0.0384615384615384,0.0805009251695503,1148,8,"SPU_005849",0.00696864111498258
"1119","SPU_005849-tr-E1",20,0.0384615384615384,0.172005229038445,0.0384615384615384,0.0805009251695503,1148,14,"SPU_005849",0.0121951219512195
"1120","SPU_005849-tr-E1",20,0.0384615384615384,0.172005229038445,0.0384615384615384,0.0805009251695503,1148,86,"SPU_005849",0.0749128919860627
"1121","SPU_005849-tr-E12",4,3.88549818186549,5.72912918012657,2.86456459006329,9.11632299589344,307,263,"SPU_005849",0.856677524429967
"1122","SPU_005850-tr-E1",11,1.08332986404327,1.99987974487653,0.602986430871558,1.34353749384545,2441,0,"SPU_005850",0
"1123","SPU_005853-tr-E3",4,0,0,0,0,1231,0,"SPU_005853",0
"1124","SPU_005853-tr-E6",11,1.39667019027484,3.14390881891242,0.947924175220172,2.11210668354511,589,0,"SPU_005853",0
"1125","SPU_005856-tr-E1",4,0,0,0,0,627,0,"SPU_005856",0
"1126","SPU_005863-tr-E1",5,92.6830174656262,13.8834435621706,6.20886471335904,17.238572042241,101,27,"SPU_005863",0.267326732673267
"1127","SPU_005880-tr-E3",19,49.801629613834,27.8348994609673,6.38576388705112,13.415992094081,1025,0,"SPU_005880",0
"1128","SPU_005882-tr-E11",11,0,0,0,0,373,144,"SPU_005882",0.386058981233244
"1129","SPU_005882-tr-E7",9,0.3598634095088,1.0795902285264,0.3598634095088,0.829846510435963,135,28,"SPU_005882",0.207407407407407
"1130","SPU_005889-tr-E4",4,97.7901939786177,0.891558759127868,0.445779379563934,1.41866893946491,569,0,"SPU_005889",0
"1131","SPU_005893-tr-E14",5,0.948126316483149,1.35997028880816,0.608197202631012,1.68862614623986,190,0,"SPU_005893",0
"1132","SPU_005893-tr-E25",3,0.333333333333333,0.577350269189626,0.333333333333333,1.43421757658315,72,0,"SPU_005893",0
"1133","SPU_005893-tr-E5",9,0.115740740740741,0.347222222222223,0.115740740740741,0.266898626759742,305,0,"SPU_005893",0
"1134","SPU_005894-tr-E11",3,0,0,0,0,204,0,"SPU_005894",0
"1135","SPU_005894-tr-E2",5,0.604458330829778,1.35160991730144,0.604458330829778,1.67824537392837,137,0,"SPU_005894",0
"1136","SPU_005894-tr-E25",12,0,0,0,0,305,0,"SPU_005894",0
"1137","SPU_005894-tr-E26",4,0.462962962962963,0.925925925925925,0.462962962962963,1.47335477096468,190,0,"SPU_005894",0
"1138","SPU_005894-tr-E9",37,0.858492705241932,2.96219192446168,0.486981352585607,0.987643959768215,341,0,"SPU_005894",0
"1139","SPU_005904-tr-E3",12,0.540123456790123,1.87104253904045,0.540123456790123,1.18880371301246,2206,388,"SPU_005904",0.175883952855848
"1140","SPU_005917-tr-E3",3,1.85185185185185,3.20750149549792,1.85185185185185,7.96787542546197,170,84,"SPU_005917",0.494117647058824
"1141","SPU_005917-tr-E3",3,1.85185185185185,3.20750149549792,1.85185185185185,7.96787542546197,170,84,"SPU_005917",0.494117647058824
"1142","SPU_005917-tr-E4",5,2.08433619387946,3.1822714936094,1.42315507651408,3.95131194612491,262,1,"SPU_005917",0.00381679389312977
"1143","SPU_005917-tr-E4",5,2.08433619387946,3.1822714936094,1.42315507651408,3.95131194612491,262,91,"SPU_005917",0.347328244274809
"1144","SPU_005917-tr-E4",5,2.08433619387946,3.1822714936094,1.42315507651408,3.95131194612491,262,64,"SPU_005917",0.244274809160305
"1145","SPU_005917-tr-E4",5,2.08433619387946,3.1822714936094,1.42315507651408,3.95131194612491,262,4,"SPU_005917",0.0152671755725191
"1146","SPU_005918-tr-E2",4,1.82896792022107,2.78810724175754,1.39405362087877,4.43650079513302,265,0,"SPU_005918",0
"1147","SPU_005924-tr-E5",7,97.6286868876198,3.43511206863579,1.29835032274956,3.1769487916738,2365,0,"SPU_005924",0
"1148","SPU_005926-tr-E11",10,0.772369925671812,1.95454084113743,0.618080083781561,1.39819428870937,359,0,"SPU_005926",0
"1149","SPU_005927-tr-E8",4,0,0,0,0,166,0,"SPU_005927",0
