"geneid","logFC","logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_000998",0.234601372068187,-0.192481999479168,"SP-HYPP_2978",21,37.6666666666667,37.6666666666667,3.33333333333333,3357,982,2375,0.021,0.015859649122807,0.00339443312966735
"SPU_000999",-0.448484981848429,1.66642825092124,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001000",0.0217121662843871,6.89509586989722,"SP-KATSA",11.3333333333333,170.333333333333,0,95.6666666666667,18288,3239,15049,0.0113333333333333,0.0113185815225818,0.029535864978903
"SPU_001001",0.494031049633583,3.9759016756314,"SP-HYPP_320",28.6666666666667,208.666666666667,0,226,13318,3704,9614,0.0286666666666667,0.021704458775397,0.0610151187904968
"SPU_001002",0.0869629535143201,2.09806616216342,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001006",-0.0122668554325402,4.10074962572364,"SP-ZRANB2",54,134.333333333333,5.33333333333333,110.666666666667,9089,1268,7821,0.054,0.0171759792012957,0.0872765509989485
"SPU_001007",0.0323942492747569,2.35791472218981,"SP-HYPP_1299",133.666666666667,29.3333333333333,29.3333333333333,46.3333333333333,1477,1477,0,0.133666666666667,0,0.0313698939291356
"SPU_001008",-0.00475808277393923,2.93030175807422,"SP-SSX2IPL",29.6666666666667,379.666666666667,0,16.6666666666667,19092,2331,16761,0.0296666666666667,0.0226517908637114,0.00715000715000715
"SPU_001009",0.0444579992015255,1.55412350649748,"SP-XPF_1",20,77,0,117,113004,1384,111620,0.02,0.000689840530370901,0.0845375722543353
"SPU_001010",0.169989390878292,4.65677753656105,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001012",0.132467513650124,6.94533558086029,"SP-TRABD",111.333333333333,202.666666666667,0,88.3333333333333,10069,4198,5871,0.111333333333333,0.0345199568500539,0.0210417659202795
"SPU_001014",-0.588925491375038,0.989958491867395,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001016",-0.165230506225065,1.02010111201499,"SP-NLR113",6.66666666666667,73.6666666666667,0,2.33333333333333,7832,1965,5867,0.00666666666666667,0.0125561047667746,0.00118744698897371
"SPU_001020",0.137908246956551,4.23032482427783,"SP-SURREAL/GPCR109",173,197,51.6666666666667,72.3333333333333,1637,1637,0,0.173,0,0.0441865200570149
"SPU_001024",-0.347353049016542,2.809370143067,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001025",0.0246923882384264,3.97789429890514,"SP-HYPP_321",12,330.333333333333,0,63.6666666666667,17232,1008,16224,0.012,0.0203607823800131,0.0631613756613757
"SPU_001026",-0.0601347925536226,0.911847341024549,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001029",-0.0422675064306139,0.718253090584762,"SP-HCFC1L",42,24.6666666666667,0,33,11617,2209,9408,0.042,0.0026218820861678,0.0149388863739249
"SPU_001030",-0.124437200508972,5.19410736626035,"SP-TTL5",43.3333333333333,909.666666666667,0,247.666666666667,36816,3832,32984,0.0433333333333333,0.0275790282157005,0.0646311760612387
"SPU_001031",-0.245884739730358,3.93794704092705,"SP-ZMIZ1L",26,635.666666666667,311.666666666667,186.333333333333,20636,1768,18868,0.026,0.033690198572539,0.105392156862745
"SPU_001037",0.112621043573646,2.6725872169948,"SP-SETD8L",1,558.333333333333,15,262.333333333333,23503,3349,20154,0.001,0.0277033508650061,0.0783318403503533
"SPU_001038",-0.309162029829121,0.241497940822477,"SP-C2GNT3",46.3333333333333,0,0,0,1334,1334,0,0.0463333333333333,0,0
"SPU_001040",-0.669759879136681,2.58739590824264,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001041",0.277787545579556,4.95167888801459,"SP-B3GALT1_16",62,1093.33333333333,175.666666666667,179,123293,2431,120862,0.062,0.00904612974577066,0.0736322501028383
"SPU_001044",0.152757882592825,2.56694336084391,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001045",-0.301141927236327,3.76326854524626,"SP-BTUB2_1",40.3333333333333,97,21,183,14920,2936,11984,0.0403333333333333,0.00809412550066756,0.0623297002724796
"SPU_001046",-0.0549359769670821,3.1455161295484,"SP-REPS1L",108,61,0,45,5366,972,4394,0.108,0.013882567137005,0.0462962962962963
"SPU_001048",-0.137698690461256,2.39044966269143,"SP-PKC1_1",17.6666666666667,0,0,0,2115,243,1872,0.0176666666666667,0,0
"SPU_001049",0.168116360737091,3.15213616553657,"SP-PKC1_2",39.3333333333333,2711.66666666667,1315,39,59482,650,58832,0.0393333333333333,0.0460916961290907,0.06
"SPU_001053",0.0623365466492738,0.909565546997115,"SP-PPPL_172",18.6666666666667,0,0,0,2410,2410,0,0.0186666666666667,0,0
"SPU_001056",-0.172463207541135,0.415414632907168,"SP-GAL/LECT/LNB/7TM/GPCR",0.666666666666667,109,0,38.3333333333333,9881,2255,7626,0.000666666666666667,0.0142932074482035,0.0169992609016999
"SPU_001059",0.411832616488423,3.50947728586565,"SP-MAB21L2",191,877.666666666667,0,31.6666666666667,2261,2261,0,0.191,0,0.0140056022408964
"SPU_001060",-0.348449725801368,1.42270461785657,"SP-ASAH1",38.3333333333333,63,0,34,9755,1033,8722,0.0383333333333333,0.007223113964687,0.0329138431752178
"SPU_001061",-0.344159361477294,2.72153121749273,"SP-UTP18",59,75,16.6666666666667,105.333333333333,8660,1583,7077,0.059,0.0105977108944468,0.0665403242787955
"SPU_001062",-0.0120353344347379,7.98060544094762,"SP-ELGC",109.333333333333,110.333333333333,22,55.6666666666667,6238,2045,4193,0.109333333333333,0.0263136974322283,0.0272208638956805
"SPU_001065",-0.0204239800232117,0.765587399818808,"SP-DAGLB-2",6.66666666666667,32,0,10.6666666666667,5183,1238,3945,0.00666666666666667,0.00811153358681876,0.00861604738826064
"SPU_001068",-0.0299346671785007,5.24516590521463,"SP-KCTD5",161,605.333333333333,298.666666666667,112,14323,2182,12141,0.161,0.0498586058259891,0.0513290559120073
"SPU_001069",0.0268825310440851,5.51159233710393,"SP-FBF1",54.6666666666667,1161.33333333333,0,574.666666666667,26428,4218,22210,0.0546666666666667,0.0522887588173495,0.136241504662557
"SPU_001071",0.0656793677919529,5.78262119292084,"SP-CCDC46",92.3333333333333,1204.33333333333,0,408.666666666667,27077,5099,21978,0.0923333333333333,0.0547972214638881,0.0801464339412957
"SPU_001072",-0.0398577144234585,6.90066596100448,"SP-AXIN",115.333333333333,2014.66666666667,380.333333333333,289.666666666667,28994,2561,26433,0.115333333333333,0.0762178589893946,0.113106859299753
"SPU_001073",-0.00274236613835302,1.67297302172996,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001076",0.269975244288687,4.26022063194789,"SP-CHST11-4",6,127.666666666667,85.6666666666667,118.333333333333,7638,1653,5985,0.006,0.0213311055416319,0.0715870135107885
"SPU_001077",0.303738405373886,7.374470303627,"SP-CHST11-5",43.6666666666667,55.6666666666667,20.3333333333333,150.333333333333,7010,3085,3925,0.0436666666666667,0.0141825902335456,0.048730415991356
"SPU_001078",0.383913633548985,3.40390697223511,"SP-ZNF830L",34,200.666666666667,0,137.666666666667,10280,843,9437,0.034,0.0212638197167179,0.163305654408857
"SPU_001079",0.10162471664324,3.21244939381302,"SP-MOCOS",6.66666666666667,142,88.6666666666667,64.3333333333333,23568,4325,19243,0.00666666666666667,0.00737930676090007,0.0148747591522158
"SPU_001081",-0.693890498164714,3.8028506016847,"SP-HEATR2",83.3333333333333,125.333333333333,0,159.666666666667,9489,2498,6991,0.0833333333333333,0.0179278119486959,0.0639178009073926
"SPU_001083",-0.0371756359570555,3.28021432526241,"SP-EXOC4_2",168.666666666667,356.666666666667,0,14.6666666666667,19404,1351,18053,0.168666666666667,0.0197566424786277,0.0108561559338761
"SPU_001084",-0.0368461130873553,3.37181473549506,"SP-EXOC4_1",34.3333333333333,278.333333333333,0,73.6666666666667,12073,1866,10207,0.0343333333333333,0.0272688677704843,0.0394783851375491
"SPU_001085",-0.497251276329128,1.77021771014386,"SP-RPIA",16.3333333333333,90.3333333333333,0,21,7106,676,6430,0.0163333333333333,0.0140487299118714,0.0310650887573964
"SPU_001086",0.206747605918088,2.93335170601133,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001087",0.061026450480633,5.41474956017774,"SP-UBLCP1",38.3333333333333,36.3333333333333,0,14.3333333333333,6520,2257,4263,0.0383333333333333,0.00852294940964892,0.00635061290798996
"SPU_001088",0.340377562978034,8.67393713873862,"SP-ADFP",56,188.333333333333,0,126.333333333333,12664,3632,9032,0.056,0.0208517862415117,0.0347834067547724
"SPU_001090",0.135132568800762,2.57748729145883,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001091",-0.30559805114114,3.90194674177874,"SP-IER3IP1",33.3333333333333,51.3333333333333,51.3333333333333,18.3333333333333,1066,246,820,0.0333333333333333,0.0626016260162602,0.0745257452574526
"SPU_001094",0.137150368799483,3.761493028594,"SP-RAB18",14.6666666666667,0,0,0,1396,243,1153,0.0146666666666667,0,0
"SPU_001097",0.329419758698627,0.19261732640552,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001098",-0.00910166103407826,3.58279482964199,"SP-STOML2",9.66666666666667,14.6666666666667,0,12.6666666666667,8547,2433,6114,0.00966666666666667,0.00239886599062261,0.00520619262912728
"SPU_001101",0.044375916130228,4.55156204652391,"SP-RBM19",38.3333333333333,223.333333333333,0,92.6666666666667,9342,1373,7969,0.0383333333333333,0.0280252645668633,0.0674921097353727
"SPU_001104",-0.0284153199286327,1.67268728564155,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001113",0.0975786851873083,3.95467925927605,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001119",-0.374616995488767,3.1948640770579,"SP-SSRP1",3,0,0,0,14424,1148,13276,0.003,0,0
"SPU_001120",-0.238090046877509,1.19250725276537,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001121",-0.00753892266224969,5.53285664782683,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001122",0.030939148952101,4.44856430213509,"SP-HYPP_1308",2.66666666666667,272,6,165.666666666667,12650,920,11730,0.00266666666666667,0.0231884057971014,0.180072463768116
"SPU_001123",0.0603195512636273,3.72905683368405,"SP-XDH",48.3333333333333,91,2.33333333333333,97.3333333333333,14099,1414,12685,0.0483333333333333,0.00717382735514387,0.0688354549740688
"SPU_001124",0.186844550361361,6.38664005708243,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001125",-0.192848792223982,8.62734402384857,"SP-RBMS3",1.66666666666667,1034.66666666667,641.666666666667,10,42522,1218,41304,0.00166666666666667,0.025050035509071,0.00821018062397373
"SPU_001126",0.570171115847943,2.53664636751279,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001127",0.0899202069118106,2.28564127826895,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001128",-0.72775583474172,1.15785395107245,"SP-NIT2",57,31.3333333333333,0,0,27926,453,27473,0.057,0.00114051371649741,0
"SPU_001129",0.0212191384907107,2.52277721492942,"SP-LRR/IGR_10",104.666666666667,90,0,17.3333333333333,2765,2765,0,0.104666666666667,0,0.00626883664858348
"SPU_001130",-0.111699694412426,3.32593458426707,"SP-OVCA2",34,0,0,0,17035,965,16070,0.034,0,0
"SPU_001131",0.142078974059002,5.31602297130228,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001132",-0.114685590959384,4.66399070352849,"SP-COQ10HB/A",2.66666666666667,727,74.3333333333333,172.333333333333,5424,2522,2902,0.00266666666666667,0.250516884906961,0.0683320116309807
"SPU_001134",0.338069662594583,0.810189745397988,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001135",-0.049601743133462,1.68607335641748,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001138",0.0162875359635679,10.1123567210929,"SP-CARA14LA",87.3333333333333,1240.33333333333,1240.33333333333,0,40545,990,39555,0.0873333333333333,0.031357181982893,0
"SPU_001141",0.0517665823659526,4.28701410833294,"SP-SQLE",17.6666666666667,4.33333333333333,0,0,4951,2004,2947,0.0176666666666667,0.00147042189797534,0
"SPU_001142",0.0378720345893708,3.95597733839275,"SP-SQLE_1",16.3333333333333,0,0,1,4231,1302,2929,0.0163333333333333,0,0.000768049155145929
"SPU_001144",1.24303545094286,1.78299144488241,"SP-DDO",56.3333333333333,312.333333333333,39.6666666666667,82.6666666666667,13509,860,12649,0.0563333333333333,0.024692334044852,0.0961240310077519
"SPU_001146",0.140396442082868,5.1036614373415,"SP-MED6",63,8.66666666666667,0,73,5149,2478,2671,0.063,0.00324472731810807,0.0294592413236481
"SPU_001148",-0.179083247487455,2.93237013828596,"SP-CLPTM1",83,71.6666666666667,0,40.3333333333333,5296,807,4489,0.083,0.01596495136259,0.0499793473771169
"SPU_001151",-0.104087757255711,3.69358952077758,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001152",0.0254678175650805,5.62667869059985,"SP-MIF7",68,541.333333333333,2.33333333333333,545.666666666667,3656,2306,1350,0.068,0.400987654320988,0.236629083550159
"SPU_001153",0.30484813520015,4.6927394204818,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001154",0.112316847447802,6.51947680616805,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001156",0.0490062461002492,3.04203920150605,"SP-ADCK5",47,156,0,111.666666666667,13132,1568,11564,0.047,0.0134901418194396,0.0712159863945578
"SPU_001161",-0.208754860669113,3.88462366677574,"SP-CTNND2",37,256,7,49.6666666666667,5608,943,4665,0.037,0.0548767416934619,0.0526687875574408
"SPU_001164",-0.107261239999021,4.0704510722986,"SP-BXDC5",7.33333333333333,25,0,6.33333333333333,6558,719,5839,0.00733333333333333,0.00428155506079808,0.00880853036624942
"SPU_001167",-0.074999823003443,-0.00220239958596619,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001174",-0.313882788138049,2.28407944310305,"SP-MAOA",68.6666666666667,172,0,146.666666666667,10759,1724,9035,0.0686666666666667,0.0190370780298838,0.0850734725444702
"SPU_001175",-0.414342095566651,0.597188797913467,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001178",-0.168906836349747,3.37882503432252,"SP-SP2MPL",101.333333333333,226,0,77.3333333333333,9838,1273,8565,0.101333333333333,0.0263864565090485,0.0607488871432312
"SPU_001181",0.27761837993689,1.17159379543073,"SP-GGT1",77.6666666666667,370,359.333333333333,12.3333333333333,30295,1915,28380,0.0776666666666667,0.0130373502466526,0.00644038294168842
"SPU_001183",0.199799420595305,8.15852926911692,"SP-ATP5J",168,99.6666666666667,0,79.6666666666667,2851,815,2036,0.168,0.0489521938441388,0.0977505112474438
"SPU_001184",-0.385499546558294,2.2097502070037,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001185",0.23843544806226,3.46968772606421,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001186",0.000292731554693831,4.23887636256723,"SP-WDR42C",125.333333333333,815.333333333333,129.333333333333,218.333333333333,12748,1770,10978,0.125333333333333,0.074269751624461,0.123352165725047
"SPU_001187",-0.276891118473023,1.09025350994478,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001188",0.337136267610154,4.32475679084733,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001191",0.0453865760873953,2.45849784419501,"SP-GLULD1",92,0,0,0,182,182,0,0.092,0,0
"SPU_001192",-0.0242774463887523,7.54002660139937,"SP-PAN3",81.6666666666667,657.333333333333,0,360,19546,5010,14536,0.0816666666666667,0.045221060355898,0.0718562874251497
"SPU_001193",-0.0895021842126798,4.78875477118384,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001195",0.104650024471266,9.65070162372775,"SP-TTRSPN_1",34,285.333333333333,48,77.6666666666667,10735,1311,9424,0.034,0.0302773061686474,0.0592423086702263
"SPU_001198",0.235414156751719,7.33913602414204,"SP-SETA",123.666666666667,827.666666666667,0,212.333333333333,32712,5268,27444,0.123666666666667,0.0301583831317106,0.040306251581878
"SPU_001202",0.110805313512952,2.48958913654327,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001203",-0.0794450445784218,3.7174836814443,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001204",0.150820011580336,4.4637493999855,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001207",-0.0462478888157318,1.53588080574988,"SP-DBR1",19.6666666666667,9,0,9.66666666666667,7767,931,6836,0.0196666666666667,0.00131655939145699,0.0103831006086645
"SPU_001208",-0.0507498488520187,6.92354574244577,"SP-HERC2",9,243.666666666667,0,738,35089,7018,28071,0.009,0.00868037001413084,0.105158164719293
"SPU_001209",-0.376285967407647,1.09337004815279,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001211",0.0665477041847645,5.42348528004035,"SP-SLC16A9",103,698.333333333333,417.666666666667,304,13818,2681,11137,0.103,0.0627038999132022,0.113390525923163
"SPU_001212",-0.27411570786178,2.50557543674518,"SP-NHEDC2-2",96,60.6666666666667,0,20.6666666666667,13063,1771,11292,0.096,0.0053725351281143,0.0116694899303595
"SPU_001214",-0.525149179567188,3.33857238493122,"SP-CRAT",5,114.666666666667,0,119.333333333333,13081,1949,11132,0.005,0.0103006348065637,0.0612279801607662
"SPU_001218",0.0265507240953631,4.9771370205316,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001224",0.170490713936161,3.30620418156656,"SP-HYPP_1316",90.6666666666667,113.666666666667,10.3333333333333,147.333333333333,5010,1158,3852,0.0906666666666667,0.0295084804430599,0.127230857800806
"SPU_001226",-0.0808027386257297,0.511908727358442,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001227",-0.0675414449238968,3.38379488382503,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001228",-0.276184704900857,2.01194562762952,"SP-CYPF",24.6666666666667,0,0,0,2428,467,1961,0.0246666666666667,0,0
"SPU_001232",-0.00609105620957165,7.01703149573449,"SP-NIN",54,308.666666666667,6.33333333333333,453.333333333333,24117,5030,19087,0.054,0.0161715652887655,0.0901259111994698
"SPU_001233",0.050700243272445,2.77337153233766,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001235",0.00118964395853816,6.41955964254179,"SP-VPS13A",95,1114.33333333333,119.333333333333,442,55802,6936,48866,0.095,0.0228038581699614,0.0637254901960784
"SPU_001236",-0.69965473088231,1.30916441552326,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001237",0.308889257480604,4.60633907956342,"SP-PSGP",14.6666666666667,371,74.6666666666667,318.666666666667,14564,4881,9683,0.0146666666666667,0.0383145719301869,0.065287167930069
"SPU_001239",0.503800774250898,0.899314269246257,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001240",-0.218401635680277,4.08647208321707,"SP-TEP1",1,118.333333333333,0,91.3333333333333,12916,2637,10279,0.001,0.0115121445017349,0.0346353179117684
"SPU_001242",0.31648549966866,7.0890730927334,"SP-HYPP_1317",95.6666666666667,81.3333333333333,0,62.3333333333333,5288,2087,3201,0.0956666666666667,0.0254087264396543,0.0298674333173614
"SPU_001244",-0.10756193833352,8.35385028443898,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001245",0.0851291928962341,5.08274067781845,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001246",0.219414000494518,5.1879522997962,"SP-HYPP_1318",88.3333333333333,0,0,0,1625,1625,0,0.0883333333333333,0,0
"SPU_001247",0.187453679279977,7.38147303466913,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001250",-0.103669971345131,6.427042961695,"SP-SEPT2",87,92.6666666666667,0,54.3333333333333,16181,853,15328,0.087,0.00604558107167711,0.0636967565455256
"SPU_001252",0.0143740440961203,2.17542558127171,"SP-KIAA1109L",107,418,49,735.666666666667,23895,3101,20794,0.107,0.0201019524862941,0.237235300440718
"SPU_001254",0.753343032662737,0.257676841379182,"SP-HYPP_3111",30.3333333333333,553.666666666667,0,329,13119,3094,10025,0.0303333333333333,0.0552285951787199,0.106334841628959
"SPU_001255",-0.0819955256925084,3.2742986800052,"SP-DMRTA2",190,2458,1672.66666666667,213,131589,1830,129759,0.19,0.018942809361971,0.116393442622951
"SPU_001256",-0.0137443280422345,4.14927036613063,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001257",-0.0897147055068944,0.40163053414729,"SP-HYPP_328",104.666666666667,21.3333333333333,0,1,2189,2189,0,0.104666666666667,0,0.000456829602558246
"SPU_001258",0.11705117189549,2.52972838032824,"SP-CLPP",2,177.666666666667,26.6666666666667,105,8227,800,7427,0.002,0.0239217270320004,0.13125
"SPU_001261",-0.0207103245047624,6.67566547697808,"SP-MIA3",79.6666666666667,418,418,486.666666666667,30872,9156,21716,0.0796666666666667,0.0192484803831276,0.0531527595747779
"SPU_001262",-0.176308397615145,7.44067818132815,"SP-BIRC6",6,443,443,1046,147945,18356,129589,0.006,0.00341850002700847,0.0569840923948573
"SPU_001263",-0.121820357836597,4.00721401450247,"SP-THADA",226.666666666667,7292.66666666667,0,1145.66666666667,19362,5424,13938,0.226666666666667,0.523221887406132,0.211221730580138
"SPU_001264",-0.103040072699289,4.52560102586059,"SP-PYG",136,110.666666666667,30,29.6666666666667,23002,1964,21038,0.136,0.00526032259086732,0.0151052274270197
"SPU_001265",-0.0345279892084689,5.14665216783535,"SP-DPF2",59.6666666666667,104.666666666667,0,101,7528,1248,6280,0.0596666666666667,0.0166666666666667,0.0809294871794872
"SPU_001267",0.274141435302031,8.16525242485275,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001268",-1.12940905226432,-0.0524164709105111,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001269",0.191879952254135,2.32215091323378,"SP-CPOX_1",114.333333333333,265.666666666667,231,80.6666666666667,15849,1798,14051,0.114333333333333,0.0189073138329419,0.0448646644419726
"SPU_001273",0.251496178275244,0.121856521761717,"SP-SLC5A12_7",8,426.333333333333,0,186,19950,1995,17955,0.008,0.0237445465515641,0.0932330827067669
"SPU_001277",-0.0366593071340263,1.18622890012498,"SP-FANCD2",15.3333333333333,98.6666666666667,0,54,13060,2044,11016,0.0153333333333333,0.00895666908738804,0.0264187866927593
"SPU_001278",-0.207234849712733,2.93050176078162,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001279",-0.0439773681720031,5.92828044470595,"SP-SLC12A8",74,605.666666666667,242,351,12252,2389,9863,0.074,0.0614079556591977,0.146923398911679
"SPU_001280",-0.0964840615436222,5.11973841727856,"SP-PTPL",60.6666666666667,42,0,52.6666666666667,7008,1714,5294,0.0606666666666667,0.00793350963354741,0.0307273434461299
"SPU_001281",-0.446290888259698,3.7120435811758,"SP-ZMYM1",41,0,0,0,2453,2453,0,0.041,0,0
"SPU_001283",0.204909850001031,7.31742579060869,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001284",0.440555366834976,2.46422463835272,"SP-KIF1BL3",20.3333333333333,769.333333333333,0,143.333333333333,7900,2027,5873,0.0203333333333333,0.130994948634996,0.070712053938497
"SPU_001288",-0.174328993677198,4.1462681767131,"SP-RAB31",13.3333333333333,57.3333333333333,48.3333333333333,44.6666666666667,8399,1326,7073,0.0133333333333333,0.00810594278712475,0.0336852689793866
"SPU_001289",0.0695559841497279,3.34225957875368,"SP-PDDC1",116.333333333333,1000.33333333333,0,201,24933,3001,21932,0.116333333333333,0.0456106754209982,0.0669776741086305
"SPU_001291",0.00876171839400156,2.90065503876719,"SP-GLMN",84,209,26.6666666666667,223.333333333333,10642,1108,9534,0.084,0.0219215439479757,0.201564380264741
"SPU_001293",0.103022290654729,6.95155806494157,"SP-CPEB2",190,1595.66666666667,0,174.666666666667,32280,4638,27642,0.19,0.0577261654969491,0.0376599108811269
"SPU_001295",-0.16266383222976,2.11631111172432,"SP-EFCAB7-2",50,0,0,0,8999,1004,7995,0.05,0,0
"SPU_001296",0.267700928144741,2.09561947800581,"SP-SER/THRPP2B/DIRSIGC",5,392.666666666667,16.3333333333333,165.333333333333,30040,2684,27356,0.005,0.0143539503826095,0.0615996025832091
"SPU_001297",0.456093453037616,1.63429100203403,"SP-HYPP_1320",8.33333333333333,107,0,98.6666666666667,16536,1133,15403,0.00833333333333333,0.0069466986950594,0.0870844365989997
"SPU_001298",-0.187406327970886,0.882751508796956,"SP-ACHEL_2",13.3333333333333,329,0,125.333333333333,8595,1815,6780,0.0133333333333333,0.0485250737463127,0.0690541781450872
"SPU_001299",0.232280265070866,4.3754442327155,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001304",0.160140081624829,0.302194173908832,"SP-XRCC1L",16,63.6666666666667,0,29.3333333333333,12152,904,11248,0.016,0.00566026552868658,0.0324483775811209
"SPU_001305",0.0166775840174461,1.10269157219682,"SP-ERCC2-3",50.3333333333333,97.6666666666667,0,31,7043,899,6144,0.0503333333333333,0.0158962673611111,0.0344827586206897
"SPU_001307",0.029429399231761,4.49077073398116,"SP-CDC5L",3.33333333333333,56,0,5.33333333333333,13604,2066,11538,0.00333333333333333,0.00485352747443231,0.00258147789609551
"SPU_001308",-0.0347164184682741,3.2121325071924,"SP-TAF12",82.6666666666667,142.666666666667,0,73.6666666666667,10485,1138,9347,0.0826666666666667,0.015263364359331,0.0647334504979496
"SPU_001309",-0.0256578186881788,7.10079501421629,"SP-KPNA2",14.6666666666667,111.666666666667,0,144,6222,1550,4672,0.0146666666666667,0.0239012557077626,0.0929032258064516
"SPU_001310",0.236295862100359,7.1944317630195,"SP-SYF2H",55,28,0,80,5335,2181,3154,0.055,0.00887761572606214,0.036680421824851
"SPU_001311",-0.0229674585879707,1.46538485246928,"SP-QRSL1",4.66666666666667,1471.66666666667,0,63.6666666666667,45587,1402,44185,0.00466666666666667,0.0333069291992003,0.0454113171659534
"SPU_001312",-1.30484896744764,0.975646028722959,"SP-CLVHH2B",8.66666666666667,119.333333333333,70.3333333333333,1,3721,1993,1728,0.00866666666666667,0.0690586419753086,0.000501756146512795
"SPU_001313",-0.117239847277224,5.84898080368206,"SP-HYPP_1321",103.666666666667,68.6666666666667,0,140,8250,3917,4333,0.103666666666667,0.0158473728748365,0.035741639009446
"SPU_001314",0.00713135459074018,4.68972650904963,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001316",-0.053228236771803,4.80452259969335,"SP-HS3ST2L",69.6666666666667,0,0,0,1837,1837,0,0.0696666666666667,0,0
"SPU_001317",0.0399242823280273,3.3028562984126,"SP-EME1H",48.6666666666667,152,0,46,17282,2227,15055,0.0486666666666667,0.010096313517104,0.020655590480467
"SPU_001318",0.0778278265690253,2.62609634946827,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001319",-0.0714609614482393,1.65684484882338,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001320",0.0619134465199237,3.27202194039303,"SP-PACS2",72.3333333333333,442.666666666667,0,167.666666666667,17972,1528,16444,0.0723333333333333,0.0269196464769318,0.109729493891798
"SPU_001321",0.279997292876198,0.864416433079715,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001322",-0.174086437331919,2.11821408642434,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001323",-0.0599323564054565,1.73162596087168,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001324",-0.641705739451758,2.41155440872877,"SP-SAMD9L_2",66.3333333333333,0,0,0,10124,5350,4774,0.0663333333333333,0,0
"SPU_001325",0.163544844773419,0.40544841950535,NA,0,0,0,0,0,0,0,0,0,0
"SPU_001330",-0.0830140225882189,6.50831104796795,"SP-EPB4.1L1",20.3333333333333,822,15.3333333333333,217.333333333333,33248,1836,31412,0.0203333333333333,0.0261683433082898,0.11837327523602
"SPU_001332",-0.121640166425077,5.47561080530372,"SP-AP1G1",24,339.666666666667,198,23,43300,2417,40883,0.024,0.00830826178770312,0.00951592883740174
"SPU_001334",-0.0109564808966281,1.99649445200507,"SP-TMEM194",0.333333333333333,176,5.33333333333333,52.6666666666667,9662,2038,7624,0.000333333333333333,0.0230849947534103,0.0258423290807982
