"geneid","ex_meth_logFC","ex_meth_logCPM","LR","PValue","GE_logFC","GE_logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_007543",0.00676436786132156,9.00347965712696,0.000390720003933809,0.984229531173465,-0.0910973116091859,4.37753991474988,"SP-HYPP_3071",53.6666666666667,434.333333333333,83.6666666666667,503.666666666667,27286,4624,22662,0.0536666666666667,0.0191657105874739,0.108924452133795
"SPU_007550",-1.41751313986372,4.26797655675228,1.37928906959212,0.240222281752195,-0.20369962623686,5.09613070105512,"SP-PEF1_1",93.3333333333333,670,0,132,16655,1277,15378,0.0933333333333333,0.043568734555859,0.103367267032106
"SPU_007551",-0.0575469128078042,4.84473396855147,0.00544948653828825,0.94115310538363,0.0709381936054668,4.41135376783823,"SP-SANSL",90.3333333333333,466.666666666667,72.3333333333333,298,10883,2706,8177,0.0903333333333333,0.0570706453059394,0.110125646711013
"SPU_007552",-0.352299145544424,5.05593954489493,0.176628373233363,0.674286919228834,-0.0783213833213403,4.28712556472887,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007570",1.91960805903927,6.03383596876501,5.35210221243037,0.0206973017056074,-0.094996031955592,-0.0870862120415479,"SP-SLC22A5L",64,302.666666666667,119.666666666667,155.333333333333,10913,1531,9382,0.064,0.0322603567114332,0.101458741563248
"SPU_007589",-1.6209638535148,6.32303832438404,4.62311135200428,0.03154397082736,0.140147176954737,6.8633658894898,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007601",0.302304727113065,6.11418229004164,0.197593704591712,0.656670189394258,-0.372728552128107,1.89272222550882,"SP-SLCO4A1_7",101,0,0,0,9128,2129,6999,0.101,0,0
"SPU_007603",0.742563083953494,4.45161917769275,0.62815050530922,0.428034533296433,0.246833960499698,0.889168829133114,"SP-SLCO",73.3333333333333,205.333333333333,0,118,9267,1695,7572,0.0733333333333333,0.0271174502553266,0.0696165191740413
"SPU_007613",-1.29964893846255,5.93746974729503,2.14557881241433,0.142981102588821,-0.0948188022487712,4.85593693904399,"SP-CNOT3",30,29,0,18,18234,2787,15447,0.03,0.00187738719492458,0.00645855758880517
"SPU_007618",-1.06009285065908,5.64767910917148,1.64270785037121,0.199954344811669,-0.967301816683101,0.0429234315421167,"SP-SRCR55",99.3333333333333,0,0,43.6666666666667,2961,1743,1218,0.0993333333333333,0,0.0250525913176516
"SPU_007645",0.418827211038888,3.74752281875435,0.164134379671623,0.685378270244502,0.538134537684533,1.64545323321395,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007653",-0.116474741949452,7.72956440715286,0.0579704361971061,0.809732990616905,-0.200249097929057,0.042783498688231,"SP-HYPP_1741",66.6666666666667,240.333333333333,201,168.333333333333,1546,1176,370,0.0666666666666667,0.64954954954955,0.143140589569161
"SPU_007661",0.276107436764889,8.6086182210789,0.515843768622712,0.472620017077127,0.56283535865412,1.60988176247107,"SP-MUCB",13,920.333333333333,7.33333333333333,275.666666666667,22101,3119,18982,0.013,0.0484845292031047,0.0883830287485305
"SPU_007667",-0.613063414673172,5.12172928017976,0.483322474945689,0.486921213853115,-0.223597171351512,6.00080252883663,"SP-RBM16/SFRS15L",73.3333333333333,1584.66666666667,1108.33333333333,797,21861,5168,16693,0.0733333333333333,0.0949300105832784,0.15421826625387
"SPU_007674",-0.0582629685964643,3.85794034258112,0.00292028763218966,0.9569035457911,0.133589529491656,2.64296570715213,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007680",-0.226844774964311,9.19388769951606,0.384770711335591,0.535061026433239,-0.582439734305916,1.04667018147766,"SP-HYPP_1743",287.333333333333,0,0,0,1745,1745,0,0.287333333333333,0,0
"SPU_007682",0.104807703424014,5.68393023125022,0.0151418007114916,0.902065901438913,0.280695652139995,4.98159295424705,"SP-CBPDEL",141,1528,1528,0,50042,2200,47842,0.141,0.0319384641110321,0
"SPU_007683",0.261703099843428,5.79903891133135,0.144664831246825,0.703686884586635,-0.141725030169572,4.37270025971616,"SP-ACSL5",43.6666666666667,330.666666666667,0,177.666666666667,14044,2443,11601,0.0436666666666667,0.028503289946269,0.0727247919224997
"SPU_007691",-1.2698655339529,7.33895841296714,6.75884758722207,0.00932839849564531,-0.0632581146733129,3.98418766683723,"SP-HYPP_2988",127.666666666667,0,0,0,2025,940,1085,0.127666666666667,0,0
"SPU_007721",-0.0922246065002254,5.11805039642076,0.0131925947727023,0.908556866330955,-0.16104228543253,4.39325580631967,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007723",-0.227648756641241,7.97345525071419,0.3357308497767,0.562303883520976,-0.0715960982112983,6.96758403769919,"SP-TCFAP4L",43.6666666666667,59.3333333333333,20.3333333333333,17.3333333333333,13821,3621,10200,0.0436666666666667,0.00581699346405229,0.00478689128233453
"SPU_007726",-0.232734370237998,5.51238254668375,0.0757090185404063,0.783198910474267,0.429071482618,1.49557281570148,"SP-CLCA3_1",38.3333333333333,277.333333333333,28,107,6590,1270,5320,0.0383333333333333,0.0521303258145363,0.084251968503937
"SPU_007745",0.35658354965898,6.78863851980915,0.341971168411723,0.558693630025909,0.122334634098009,6.15482511350381,"SP-CAHB",50.3333333333333,464,116.666666666667,62,13591,3510,10081,0.0503333333333333,0.0460271798432695,0.0176638176638177
"SPU_007747",-0.108497704838918,5.62679869007421,0.01990585405676,0.887800338572138,0.210848757475847,2.32015402034764,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007753",0.206719482506136,4.53301639410965,0.0475449541919826,0.827391669804438,-0.0102011061369637,5.12672842074446,"SP-HYPP_28",86.3333333333333,104,88,230.333333333333,19351,6388,12963,0.0863333333333333,0.00802283422047366,0.0360571905656439
"SPU_007764",-0.222183947960963,5.78153045213933,0.113397813652064,0.736308444933267,-0.176314289056247,4.28363463269511,"SP-ABCC9D",157,428,0,131.333333333333,39936,4418,35518,0.157,0.0120502280533814,0.0297268749056889
"SPU_007770",-0.589884870534895,6.05302281675667,0.696947557044984,0.40381126405838,0.279598426796425,3.71531861104454,"SP-CCLTA1.2",87.3333333333333,2470.66666666667,10.3333333333333,660.333333333333,75214,6261,68953,0.0873333333333333,0.035831170024026,0.105467710163446
"SPU_007773",0.74958325280841,4.5669111685155,0.649877191114102,0.420156590347811,-0.0996428074530608,5.1082186293023,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007811",-0.461634863084091,6.2326236495749,0.40562303377785,0.524199482680686,0.23875256587597,1.16661907329214,"SP-SLC5",16.6666666666667,564.666666666667,0,152,7707,1146,6561,0.0166666666666667,0.0860641162424427,0.132635253054101
"SPU_007823",0.283640793240482,6.12435168297447,0.180920066380645,0.670583739490889,0.0567205507245527,2.13667741259181,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007843",-0.283153869236835,6.46919621005584,0.255386604310227,0.613307484646888,0.257749972844731,3.11295977182059,"SP-POLPPL_63",4.66666666666667,175.666666666667,175.666666666667,1520.33333333333,10892,4426,6466,0.00466666666666667,0.0271677492525003,0.343500527187829
"SPU_007870",0.157228623057513,6.93957123022466,0.0818620615838359,0.774789684064872,-0.189003633989283,4.46224416038538,"SP-RANBP2L",117.333333333333,600.666666666667,0,357.333333333333,19487,5078,14409,0.117333333333333,0.0416869086450598,0.0703689116450046
"SPU_007887",0.0399864087600076,6.27318516167959,0.00507788043709745,0.943191428061093,-0.088691914122269,5.08563644015377,"SP-FORM1PH",29.6666666666667,265.333333333333,0,148.666666666667,19646,2673,16973,0.0296666666666667,0.0156326714978692,0.0556179074697593
"SPU_007911",-0.820230041521965,6.43485330356347,1.75117282344771,0.185729360039447,-0.196408032149258,1.41497386739345,"SP-ADAM15L1",7.33333333333333,106,106,0,77226,2764,74462,0.00733333333333333,0.00142354489538288,0
"SPU_007912.b",0.516044502426873,4.71039313540573,0.265253046367151,0.606533992928448,-0.141762098809139,1.2339695846462,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007914",-0.558385593843593,7.10492654344734,1.14116347472258,0.285406613651841,-0.065808921581349,4.31972233427122,"SP-GLT8L",90.3333333333333,303.333333333333,6,126.333333333333,15502,1685,13817,0.0903333333333333,0.021953631999228,0.074975272007913
"SPU_007919",-0.261744490977277,6.0798322055137,0.114494904906643,0.735083657240341,-0.430597391000577,1.10103744446189,"SP-IDS",2,71.3333333333333,0,54.6666666666667,6159,1700,4459,0.002,0.0159976078343425,0.032156862745098
"SPU_007920",0.190025455050254,6.21647302620698,0.0726911962980425,0.787457960198218,0.22650167518071,1.36694683198684,"SP-IDS_1",40,21,0,54,4541,1565,2976,0.04,0.00705645161290323,0.0345047923322684
"SPU_007923",0.365373206169188,7.33826491739719,0.424150804625484,0.514873106549808,-0.16208088985816,4.03960542643106,"SP-HYPP_532",75.3333333333333,42.6666666666667,33.6666666666667,200.666666666667,6201,3008,3193,0.0753333333333333,0.0133625639419564,0.0667109929078014
"SPU_007927",0.713235762692005,6.22620814490839,0.905831923124001,0.341222756281221,-0.2547181599323,1.95256674157225,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007940",1.00580104244299,6.5974728006349,2.9330566489257,0.0867830419546193,-0.0656679532477465,3.0114960967739,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007947",-0.173133726679797,5.95625846132537,0.0521617345342111,0.819343501206443,0.490974254291288,5.85258132916539,"SP-KIRREL2L_1",110,301,91,13.3333333333333,14149,4265,9884,0.11,0.0304532577903683,0.0031262211801485
"SPU_007961",0.573402627349547,4.14013011412394,0.385685578178716,0.534576008473372,0.815633271551401,0.476027213904721,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007970",-1.35270512740325,5.53422781711323,2.91789394794874,0.0876021319938959,-0.0639326856322481,4.35184741430625,"SP-INTS3_1",31,34.6666666666667,0,0,21964,1544,20420,0.031,0.00169768201110023,0
"SPU_007973",-0.315536444467939,5.09075453085733,0.135697006574724,0.712596807446788,0.0937903894792848,7.37919810116453,"SP-CK1G",99.6666666666667,1217.33333333333,0,16.6666666666667,55916,4337,51579,0.0996666666666667,0.0236013364612213,0.00384290215971101
"SPU_007979",3.57629187197552,4.36782621504671,11.1693403512855,0.000831601896449477,0.0590283123833911,7.68490607414325,"SP-GATA2A",67.6666666666667,520,0,247.666666666667,11077,5557,5520,0.0676666666666667,0.0942028985507246,0.0445684122128247
"SPU_007980",-1.08495273299755,7.06626405263847,3.20834706400775,0.0732634620293846,-0.846900543972039,4.63404659050789,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007984",-0.0211318746657384,6.47736663372139,0.0008061998144826,0.977348182348447,-0.634699960334077,2.02484143270111,"SP-ATUB8",74.6666666666667,0,0,0,2735,1463,1272,0.0746666666666667,0,0
"SPU_007985",0.0599177106208091,9.43368672871798,0.0285409988378742,0.865843195171025,0.234949282781693,0.521001535325937,"SP-SLC7",9.66666666666667,633.666666666667,0,182.666666666667,27447,2541,24906,0.00966666666666667,0.0254423298268155,0.0718877082513446
"SPU_007992",0.24564299278789,6.88329486117233,0.160908841469864,0.688321143444028,0.04440176004895,6.89058797385429,NA,0,0,0,0,0,0,0,0,0,0
"SPU_007998",-0.917145954571999,6.83536851524797,3.21053874451947,0.0731653887145101,-0.936272652211979,1.7755190150131,"SP-HYPP_1758",6.33333333333333,0,0,0,2646,1557,1089,0.00633333333333333,0,0
"SPU_008004",0.669961816849792,5.56011165268941,0.558087099442025,0.455032007620689,-0.387942939363238,2.01322128729636,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008013",-0.42839358589001,6.05307292956156,0.443633377769309,0.505373971872856,-0.36781251148994,2.78454082376855,"SP-NSUN4",84.3333333333333,352.333333333333,0,68.6666666666667,3858,1477,2381,0.0843333333333333,0.147977040459191,0.0464906341683593
"SPU_008017",-0.353994142073208,7.29834387289925,0.534778096052049,0.4646049466814,-0.0839099014241002,3.92228672303608,"SP-RRN3",69,349.333333333333,0,96,13180,1492,11688,0.069,0.0298882044261921,0.064343163538874
"SPU_008020",-0.199773219154041,8.62168994764582,0.310553166715461,0.577340938388135,-0.0103208774352601,4.34585390504128,"SP-ENDRVT16",73.6666666666667,0,0,0,2600,2600,0,0.0736666666666667,0,0
"SPU_008026",-0.734143730990401,5.26450367807033,0.785196010105807,0.375556711017327,-0.473734520170289,3.58692136257872,"SP-ABLIM1",1,582.666666666667,159.666666666667,210.666666666667,23174,1730,21444,0.001,0.0271715475968414,0.121772639691715
"SPU_008043",1.23222909047213,3.06301513995747,0.699070048620282,0.403096347905548,-0.0432174871770113,4.31725980964754,"SP-WDR54",88.6666666666667,693,67.3333333333333,275,7547,1424,6123,0.0886666666666667,0.113179813816756,0.19311797752809
"SPU_008058",-1.32330432345431,6.11022235466561,2.61153968683969,0.106088715067225,-0.236853792083136,4.38013103274654,"SP-VARSIA",55.6666666666667,98.6666666666667,0,93.6666666666667,23014,3330,19684,0.0556666666666667,0.0050125313283208,0.0281281281281281
"SPU_008079",-0.186504699122805,5.17397405676052,0.0129836052651697,0.909280898215585,0.515324996046042,-0.24582382503741,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008080",0.586673430675588,7.3899182756452,0.836470081912047,0.360408284575152,0.0865347691802238,6.15372656727288,"SP-B4GALT6",8.66666666666667,0,0,0,10433,2304,8129,0.00866666666666667,0,0
"SPU_008083",4.10381472638219,5.60394556070409,24.9871996653106,5.77121940505959e-07,-0.404194952776075,2.6812905138173,"SP-DPAGT1",38,107,8.66666666666667,92,11046,1242,9804,0.038,0.0109139126886985,0.0740740740740741
"SPU_008095",-0.243725928351538,7.41735647867236,0.263799355289887,0.607521879769026,0.0868651759109545,2.91748015955123,"SP-ADAR",88,143.666666666667,0,161,9404,3183,6221,0.088,0.0230938220007501,0.0505812126924285
"SPU_008107",-0.14004169327847,7.25928249616668,0.0922699516166263,0.761310976214282,-0.213796019842476,3.51535000912112,"SP-HYPP_31",424.333333333333,234.666666666667,27.6666666666667,749.666666666667,5481,5316,165,0.424333333333333,1.42222222222222,0.141020817657386
"SPU_008133",1.16372866019408,6.19698871442712,2.83978353816992,0.0919566008745671,-0.293233081996579,1.64821051169525,"SP-PORCUPINE",22.3333333333333,0,0,0,8895,1539,7356,0.0223333333333333,0,0
"SPU_008160",-0.116402793705281,8.82843403551573,0.0899678162386968,0.764218074591151,0.337092050207858,3.80178210748141,"SP-TRPM_3",95.6666666666667,897.333333333333,426.333333333333,557.333333333333,23736,6238,17498,0.0956666666666667,0.0512820512820513,0.0893448754942824
"SPU_008161",-0.0364072853967884,4.63500474276376,0.00502967952492739,0.94346123988755,0.00308961170707149,4.08493660089196,"SP-HYPP_537",41,502.666666666667,0,184.666666666667,23285,2398,20887,0.041,0.0240660059686248,0.077008618293022
"SPU_008177",-0.191357044090561,4.7978423630173,0.034301753481456,0.85306642344242,-0.316969029273122,5.04740758661904,"SP-NFKB",27.6666666666667,729,8.33333333333333,452,25576,3126,22450,0.0276666666666667,0.0324721603563474,0.144593730006398
"SPU_008192",0.0809176701811917,6.97625624561059,0.0201298835897141,0.887174933617398,0.276046433938048,2.48786088677763,"SP-SLC23A1_2",53.6666666666667,318.333333333333,16.6666666666667,142.666666666667,72825,3586,69239,0.0536666666666667,0.00459760154440898,0.0397843465328128
"SPU_008199",-0.189168321196425,9.13752496702251,0.278072831127318,0.597967142359719,-0.20812240237369,6.3029414784752,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008202",-0.0732208035697482,5.84709602962334,0.00767015320225362,0.93021096706143,0.450222527561724,-0.0195573925820192,"SP-HYPP_9771",25,100.666666666667,53.3333333333333,129,8394,1230,7164,0.025,0.0140517401823934,0.104878048780488
"SPU_008204",-0.380247045025819,5.31854972033239,0.0891716018823274,0.765232945519878,-0.169321423719328,0.610040306704755,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008205",-0.395713674521737,7.84803349118887,0.778719735916432,0.377532976231047,-0.221209081346172,4.0095132975908,"SP-QRFPRL",75.6666666666667,112.666666666667,0,41.3333333333333,1427,1420,7,0.0756666666666667,16.0952380952381,0.0291079812206573
"SPU_008214",-0.128579510560721,5.86118201534153,0.0245790386467419,0.875420572572303,-0.0276009580658215,6.38674501538354,"SP-SMC5",31.6666666666667,882.333333333333,0,416,24877,5143,19734,0.0316666666666667,0.044711327320023,0.0808866420377212
"SPU_008215",-0.37650075229959,4.91624286435218,0.193978608383199,0.659625681486953,-0.0552421718111114,7.6830325953502,"SP-UPF1",114.666666666667,118,0,11.3333333333333,36485,6497,29988,0.114666666666667,0.00393490729625183,0.00174439484890462
"SPU_008217",0.0824950045095043,6.62030784911499,0.0172110252252926,0.895624375943569,-0.141870104396614,3.87478979023118,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008237",1.42326072470838,5.13700076174933,1.59561188061174,0.206526181447828,0.210894385340206,1.83437262764043,"SP-HYPP_31",424.333333333333,234.666666666667,27.6666666666667,749.666666666667,8440,3969,4471,0.424333333333333,0.0524863937970625,0.188880490467792
"SPU_008238",0.120268917624372,6.16491241401554,0.0415769989873902,0.838428216869823,-0.0617251395125867,4.85595415569465,"SP-DNAJC28",100.333333333333,0,0,36.3333333333333,4145,2321,1824,0.100333333333333,0,0.0156541720522763
"SPU_008239",0.644264804238565,5.21973769562816,0.539560824602736,0.462614791965554,0.414316699875668,2.21587313883741,"SP-HYPP_1773",53,201.666666666667,0,106,15061,1131,13930,0.053,0.0144771476429768,0.0937223695844386
"SPU_008244",-2.2957687488577,5.70790006905088,7.51983380128189,0.00610233100827219,-0.225163883455787,2.52900580600167,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008247",0.459673588176459,6.88688463992888,0.568989075615203,0.450660910642734,0.620975416103397,5.31599826543162,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008259",1.36831884345501,5.64542435879672,2.38994489199984,0.122117933473153,-0.281239285722929,1.46031547672972,"SP-LRR/GPCR_6",102.333333333333,458.666666666667,2,96.3333333333333,25761,2026,23735,0.102333333333333,0.0193244856400534,0.0475485357025337
"SPU_008296",0.420272464210612,3.50525389769026,0.0892036563294543,0.765191993134718,0.166833704919761,10.0895819700555,"SP-RPL41",52.6666666666667,16,12.3333333333333,9.66666666666667,582,582,0,0.0526666666666667,0,0.0166093928980527
"SPU_008300",-0.920777699907471,5.20498699340634,1.08007170942055,0.298681514664477,0.145715934766568,6.98647594816291,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008314",0.829705676597485,5.40787149156657,1.1256818769234,0.288698280099985,0.20039138375836,2.34321178061188,"SP-RWDD2B",77,0,0,0,813,742,71,0.077,0,0
"SPU_008326",-0.297489050026974,8.25980183044425,0.640806943923575,0.42341874208379,-0.400266607286479,6.28213772206653,"SP-POLPPL_69",39,0,0,14.6666666666667,8473,8059,414,0.039,0,0.00181991148612317
"SPU_008327",-0.250709745398504,8.58356136154432,0.46757277946422,0.494105927796522,-0.309273906991058,5.87586840833224,"SP-POLPPL_70",21,0,0,44.3333333333333,8478,8202,276,0.021,0,0.00540518572705844
"SPU_008328",-0.266072342217902,8.15374439636138,0.479333929723804,0.488724174068601,-0.483537935825185,5.93190979194967,"SP-POLPPL_71",18,3.66666666666667,0,76,6291,5794,497,0.018,0.0073775989268947,0.0131170176044184
"SPU_008331",-0.284481406256237,4.77518821825514,0.0930021558835783,0.760394676528963,0.0288928900893792,5.08270285044722,"SP-PAXILLIN",47.3333333333333,615,305.666666666667,189.666666666667,15155,1507,13648,0.0473333333333333,0.0450615474794842,0.125857111258571
"SPU_008340",-0.0712001471988097,6.93390026271759,0.0199423885884671,0.887698104043186,-0.0681676329326896,4.54274166102311,"SP-HYPP_544",60,301.333333333333,0,370,12027,3084,8943,0.06,0.0336948824033695,0.119974059662776
"SPU_008343",0.809533806198679,6.00999024765219,1.46761455847746,0.225722440075327,-0.155145401867383,4.57420046099445,"SP-SVOP",49.3333333333333,535,69.3333333333333,236.333333333333,18282,1424,16858,0.0493333333333333,0.031735674457231,0.165964419475655
"SPU_008350",-1.96554084816998,2.94309582594246,2.77299372795029,0.0958667117299936,0.282901013562824,4.78810591167257,"SP-HYPP_545",76,120.333333333333,0,230,9628,2456,7172,0.076,0.0167782115634876,0.0936482084690554
"SPU_008352",0.311118650358306,5.72992871558478,0.136461900755384,0.71182400882913,-0.0422954465714803,1.80044705624692,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008377",0.409339818026595,5.12845138606343,0.193999078264049,0.659608854248002,0.0362089274706459,4.61359626286493,"SP-Z105",46.6666666666667,747.333333333333,0,236.333333333333,27765,4504,23261,0.0466666666666667,0.0321281687517017,0.0524718768502072
"SPU_008384",1.06956496491017,6.69010165719477,2.90431622770511,0.0883427107409998,2.25700588432317,0.967112594208907,"SP-GPR112",65.6666666666667,151.666666666667,0,98.3333333333333,8225,1653,6572,0.0656666666666667,0.0230777033881112,0.0594877999596693
"SPU_008388",-1.3256010786865,4.46930159631661,1.36948039515106,0.241901179057916,-0.229063911632423,3.23942967688041,"SP-INTS1",29,573.333333333333,0,326.666666666667,13550,2097,11453,0.029,0.050059664134579,0.155778095692259
"SPU_008413",-1.54196440702598,3.60510236365362,2.11966687109271,0.145418170956477,-0.015128875832684,5.35008932577436,"SP-MYBBP1",102.333333333333,217.666666666667,0,70.6666666666667,38953,3596,35357,0.102333333333333,0.0061562538299818,0.0196514645902855
"SPU_008414",0.821305446876446,6.64646320119393,2.26844760350039,0.132032098318483,0.16148243173793,2.52120512294324,"SP-UNC93A_1",114,238,0,110.333333333333,4344,1539,2805,0.114,0.0848484848484849,0.0716915746155512
"SPU_008424",-0.258633299818127,8.29709197102769,0.487920667631561,0.48485631601672,0.357489638071226,1.08998454467053,"SP-POLYPL_938",8.66666666666667,0,0,2.66666666666667,3153,2793,360,0.00866666666666667,0,0.000954767872061105
"SPU_008426",0.248468013437,6.20748434115185,0.144922582161641,0.703435525880803,0.681780411890647,3.83939976697856,"SP-RVT/EXN/END/PP",17.3333333333333,327,49.3333333333333,46,2804,2804,0,0.0173333333333333,0,0.0164051355206847
"SPU_008434",3.67943460328152,4.30021829420212,7.85666608572241,0.00506336715132348,0.115604328109653,4.84323273359274,"SP-5/LO",104.333333333333,185.333333333333,42.6666666666667,190,15951,2796,13155,0.104333333333333,0.0140884327885468,0.0679542203147353
"SPU_008441",1.09099070927534,4.94478862648873,1.21557382348247,0.270231043213537,-0.0717265097382172,3.52146326194355,"SP-HPS3L",130.666666666667,561.666666666667,0,157.666666666667,29560,2904,26656,0.130666666666667,0.0210709283713485,0.0542929292929293
"SPU_008453",2.2219286487923,5.0853348122767,4.11475624909363,0.0425106507064681,-0.393001613937041,1.05828398646677,"SP-SMARCAL1",17.3333333333333,182,9.33333333333333,164.666666666667,6188,1408,4780,0.0173333333333333,0.0380753138075314,0.116950757575758
"SPU_008461",-0.910132725680645,4.37383498011442,0.874070454028301,0.349830894225392,0.0581459791291178,4.96765010981363,"SP-TFB2M",57.6666666666667,711.666666666667,0,506,7967,3331,4636,0.0576666666666667,0.153508771929825,0.151906334434104
"SPU_008462",0.668237630954193,3.65918635788766,0.220868430600934,0.638379013056191,0.352649158031563,0.111561209369186,"SP-HYPP_548",51,874.666666666667,0,41.6666666666667,25515,2708,22807,0.051,0.0383507987313836,0.0153865091088134
"SPU_008464",0.296163091370156,4.70580534667443,0.0899729282430322,0.764211574571006,0.132077789730698,4.22278859292524,"SP-ACAA2",79,102,0,38.6666666666667,7171,944,6227,0.079,0.0163802794282961,0.0409604519774011
"SPU_008490",-0.0132703022357882,6.31172349467031,0.000654127892895318,0.979595589582765,0.0696962753886579,4.68271848721923,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008493",-0.325963231470824,6.55866135406668,0.367104073042161,0.544587043516852,0.0685834519368925,4.18677827480525,"SP-POLPPL_74",4,0,0,66.3333333333333,5530,5236,294,0.004,0,0.0126687038451744
"SPU_008502",-0.260493634514162,7.4684252932301,0.300307714731712,0.583689575574032,-0.00950114815579981,2.24486860867879,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008504",0.338649961183262,5.16765119118652,0.152845222823959,0.695831055653334,-0.042977302692203,3.55656908511253,"SP-SRCR68",74,168,0,202.666666666667,23472,5240,18232,0.074,0.00921456779289162,0.038676844783715
"SPU_008517",0.0921087633641811,7.84745442754105,0.0419920773496623,0.837634875069655,0.157290406313775,4.42512657451125,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008518",-0.126359974341493,4.36444981620963,0.0231251678008968,0.879132029183048,0.0315411083005079,4.28153872609546,"SP-GCC1",53.6666666666667,455.333333333333,243.666666666667,152.333333333333,17680,1760,15920,0.0536666666666667,0.0286013400335008,0.0865530303030303
"SPU_008522",0.102591263766713,5.44335334897707,0.00866826818220723,0.925821309314705,-0.337656891812997,0.767302801224428,"SP-SACSL_2",2.66666666666667,22.3333333333333,3.33333333333333,64.6666666666667,19453,12937,6516,0.00266666666666667,0.00342746060978105,0.00499858287598877
"SPU_008526",0.117965093164622,5.4422586359738,0.013249953846227,0.908359167168132,-0.13627925618193,6.67913019613817,"SP-GBA2",99.6666666666667,129.333333333333,0,37.6666666666667,1927,423,1504,0.0996666666666667,0.0859929078014185,0.0890464933018124
"SPU_008527",-0.37973380858677,4.43872385781122,0.11021141077487,0.739903575937106,-0.24457233733217,0.873073449625373,"SP-SYCP3L",11,613.333333333333,65.6666666666667,135.333333333333,12803,769,12034,0.011,0.0509667054456817,0.175986129172085
"SPU_008537",-1.13123620159532,6.06445988890219,3.33486589417808,0.0678259358077311,-0.0254207877487513,6.10961020548207,"SP-DPP9",101.333333333333,933.666666666667,0,385,17108,5512,11596,0.101333333333333,0.0805162699781534,0.0698476052249637
"SPU_008552",-1.09434944513368,6.56639560263535,2.04517957475316,0.152688965874734,-0.195901501410104,3.31168666569186,"SP-ISM",62.6666666666667,194.333333333333,26.3333333333333,222.666666666667,11098,1810,9288,0.0626666666666667,0.0209230548377835,0.123020257826888
"SPU_008559",-0.0726148338096626,9.17397407050676,0.0419896595255631,0.837639484413837,-0.291775110252536,6.52593147986027,"SP-HYPP_3068",97,175.333333333333,0,379.333333333333,13073,8135,4938,0.097,0.0355069528824085,0.0466297889776685
"SPU_008560",-2.13623090986384,7.58904175736513,19.3724880046968,1.07545284362536e-05,0.462058530392532,10.1715444497027,"SP-HSP702A",86.3333333333333,82.6666666666667,0,228.333333333333,8108,3083,5025,0.0863333333333333,0.0164510779436153,0.0740620607633258
"SPU_008563",0.51477560346992,5.65097737789255,0.456100756806054,0.499451950239311,0.1797772877837,5.77331214950623,"SP-Z42",18.6666666666667,249.333333333333,0,300.333333333333,13041,6231,6810,0.0186666666666667,0.0366128242780225,0.0481998609105013
"SPU_008571",0.28764237029207,7.57863463388358,0.400420638348223,0.526872101661689,-0.462870055880401,0.413679099906007,"SP-POLYPL_939",382,0,0,0,6196,2065,4131,0.382,0,0
"SPU_008590",-1.14118870995656,4.52025384017705,1.52809025593007,0.216399289693552,0.26712494252394,1.42866798503923,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008595",0.932406422763843,4.46785298775421,0.714495516238859,0.397955436971393,0.0565168692162635,5.97942335519516,"SP-EGFR",63.6666666666667,1090.33333333333,0,599,33673,3718,29955,0.0636666666666667,0.0363990430089579,0.161108122646584
"SPU_008606",0.776692047055291,6.92722933568145,2.056834164681,0.151524693280994,0.424089508075981,4.63717381138643,"SP-XPNPEP1_1",33.6666666666667,234.333333333333,0,115.333333333333,12961,2568,10393,0.0336666666666667,0.0225472273004266,0.0449117341640706
"SPU_008609",-0.0779637695498693,6.35683174366438,0.0162529975149228,0.898554768204245,-0.40534707087068,4.97289305623487,"SP-NUP214L",8.66666666666667,971,87,911.666666666667,34396,6275,28121,0.00866666666666667,0.0345293552860851,0.145285524568393
