"geneid","gb_DM_logFC","gb_DM_logCPM","LR","PValue","logFC","logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_005686",-0.105150686146848,6.69471576855777,0.13651061266135,0.711774876979401,-0.181112844979188,3.74278193281959,"SP-PCBP3",82.3333333333333,2525,146.333333333333,128.666666666667,35216,718,34498,0.0823333333333333,0.0731926488492086,0.179201485608171
"SPU_005701",0.0495330597272416,1.45721564905649,-7.30723942667132e-10,1,0.0953861163816719,5.79356373801966,"SP-DNAJHC21",17.6666666666667,152.666666666667,0,95.3333333333333,16478,2550,13928,0.0176666666666667,0.0109611334482098,0.0373856209150327
"SPU_005702",-0.628191504105114,5.78815746771189,3.06483554208933,0.0800032575412171,-0.394039498411893,8.69727540134446,"SP-TRANSGLUTL",3.66666666666667,0,0,0,20096,2097,17999,0.00366666666666667,0,0
"SPU_005706",-0.899714719673731,2.41828235541013,0.707222830859102,0.400367309243117,-0.01348210903913,0.18310012378072,"SP-CLECT/EGF/HYALIN_1",14,38.3333333333333,0,19.3333333333333,4498,1130,3368,0.014,0.011381631037213,0.0171091445427729
"SPU_005707",-0.0651479158958796,3.9973381487871,0.0115887518187581,0.914272488223707,-0.00941992111227706,2.46234843157815,"SP-MGAT4C",4,175.666666666667,0,105.666666666667,10800,1728,9072,0.004,0.0193636096413874,0.0611496913580247
"SPU_005708",-0.0895145477165536,5.51997633795557,0.0519411588130438,0.81971929430134,-0.154908914168323,5.2675082540508,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005710",0.104599923828737,7.29662016401378,0.179598104216974,0.671718851117635,-0.29564248477192,5.23947571502865,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005712",0.43456690578128,2.85118247325871,0.246119560256194,0.619820766012643,0.0922531428193981,4.15159112399859,"SP-FTSJD1",49.3333333333333,150,0,192.333333333333,16182,4004,12178,0.0493333333333333,0.012317293480046,0.048035298035298
"SPU_005717",0.266862572409126,5.93749814882174,0.58172208220609,0.445638110253012,0.46744605864508,1.7751415635681,"SP-TRPM3_3",31.6666666666667,147.666666666667,0,116.666666666667,4861,715,4146,0.0316666666666667,0.0356166586267889,0.163170163170163
"SPU_005727",0.369963515371036,6.52812250487096,1.59059511162131,0.207241129580913,0.0673869887185123,3.0964252548977,"SP-HYPP_1617",85.3333333333333,5470.33333333333,0,47.3333333333333,90082,1866,88216,0.0853333333333333,0.0620106707777879,0.0253662022150768
"SPU_005729",0.201686369253882,4.75023660231095,0.143228874484613,0.705091942319277,0.152264769227243,8.49533395649542,"SP-CKS1B",77.3333333333333,670.333333333333,82,202,14742,3126,11616,0.0773333333333333,0.0577077594123049,0.0646193218170186
"SPU_005730",0.263435576404716,5.6421261523386,0.380864276942383,0.537141052574018,-0.0211950913957108,6.24243632742965,"SP-COPS2",165,157.666666666667,76.3333333333333,17.6666666666667,31161,2803,28358,0.165,0.00555986552883372,0.00630277084076585
"SPU_005740",1.26084873302714,5.22641648243927,8.00361264603453,0.00466841164430025,-0.251221217419272,4.07438507543255,"SP-SORL1",65.3333333333333,700.333333333333,0,234,36974,2911,34063,0.0653333333333333,0.0205599428509918,0.0803847475094469
"SPU_005743",0.187288458641834,8.63889821229628,0.806197946566911,0.369246721833331,-0.0377290012086863,3.9938938078323,"SP-AMD1",34.6666666666667,76.3333333333333,4.33333333333333,42,8132,556,7576,0.0346666666666667,0.0100756775783175,0.0755395683453237
"SPU_005747",-1.47740123248797,3.78991205817029,3.77725660173536,0.0519537770404091,-0.148327971384158,3.12042939422706,"SP-LRRC56",50.6666666666667,212.333333333333,129.333333333333,79,8266,1131,7135,0.0506666666666667,0.0297594020088764,0.0698496905393457
"SPU_005749",-1.39928279921077,2.88263703732449,2.26155874424347,0.132620514097353,-0.545917892637361,1.44221972754595,"SP-HYPP_1599",93,37.3333333333333,6,8.66666666666667,4001,1546,2455,0.093,0.0152070604209097,0.00560586459680897
"SPU_005756",-3.40361386697029,2.25456085813973,7.81602254962864,0.00517850390868419,-0.366956085145517,4.0749436365884,"SP-C7ORF63",8.66666666666667,148.333333333333,10.6666666666667,111,16459,1673,14786,0.00866666666666667,0.0100320122638532,0.0663478780633592
"SPU_005757",1.07896310258246,3.58572133957571,1.58620728308814,0.207868845255792,-0.396744663749392,-0.0520892084998644,"SP-SLC16A14",17.3333333333333,331.333333333333,0,37.6666666666667,4193,1307,2886,0.0173333333333333,0.114807114807115,0.0288191787809232
"SPU_005764",-0.703708586128713,5.91724984093916,2.96555871044115,0.0850550704534675,0.083433769933388,6.63810240744978,"SP-RNF41L",8.66666666666667,2222,1377,42,163093,1157,161936,0.00866666666666667,0.0137214702104535,0.0363007778738116
"SPU_005771",-0.541118782161805,5.47422680671358,1.86712005308182,0.17180528818308,0.0727256846764997,3.09189062400994,"SP-WBP4",96.6666666666667,255.333333333333,103.666666666667,208.666666666667,15488,1532,13956,0.0966666666666667,0.0182955956816662,0.136205395996519
"SPU_005778",-1.31032908370556,3.92813789505884,3.77070106896679,0.0521577673678891,-0.613443783843641,3.10704840737156,"SP-QARS",67,82,0,32,10334,1405,8929,0.067,0.00918355918915892,0.0227758007117438
"SPU_005779",-0.226702496592587,4.24420294406244,0.164188988319836,0.685328737962411,0.0771029813668575,9.97302524983233,"SP-RAP1",59,1845.66666666667,109,73.6666666666667,47285,3530,43755,0.059,0.0421818458842799,0.0208687440982059
"SPU_005782",-0.258914441894046,4.07165535987934,0.19300579867226,0.660426603667848,-0.787197331718208,5.38610070053835,"SP-LOC201475",38,450,0,299,18563,2772,15791,0.038,0.0284972452662909,0.107864357864358
"SPU_005783",0.11306046387326,6.95310099981684,0.149915939555129,0.6986157024087,0.768279993091403,1.18832243177939,"SP-CHST3L",55.3333333333333,324.333333333333,103.333333333333,189.666666666667,6414,2953,3461,0.0553333333333333,0.0937108735432919,0.0642284682244046
"SPU_005792",-0.111640775152857,5.29491970525534,0.0671247358909568,0.795570106709145,0.17673580432378,3.01077456207319,"SP-HYPP_88",112.666666666667,544.333333333333,1,400,15124,1958,13166,0.112666666666667,0.0413438655121778,0.204290091930541
"SPU_005795",-0.782901017874885,4.30895532792853,1.44974524324763,0.228568834778835,-0.0643854499594132,0.549197561038451,"SP-QTRT1",39.6666666666667,83,0,87.6666666666667,6211,873,5338,0.0396666666666667,0.0155488947171225,0.100420007636502
"SPU_005806",0.882111163753609,4.91720837358929,2.78223074115534,0.095315325643661,-0.147447146235275,4.77348922959381,"SP-SLCO3A1",105.666666666667,324,58,179.666666666667,16445,2161,14284,0.105666666666667,0.0226827219266312,0.0831405213635662
"SPU_005814",-0.162136784327673,4.75297450348931,0.0820034391013333,0.774600549797076,0.247170062554551,0.37938144588972,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005833",-1.6459924216428,3.90595840266208,6.73824775416475,0.00943672699190903,0.530254810266809,2.13632781722335,"SP-SLCO3A1_1",94,400.333333333333,26.3333333333333,213.333333333333,12522,2070,10452,0.094,0.0383020793468555,0.103059581320451
"SPU_005836",-0.186387164640917,4.87182218142072,0.1409761621515,0.70731249715492,0.372034823735921,3.24748616042289,"SP-LIPK",10.3333333333333,299.333333333333,0,163.333333333333,24583,1123,23460,0.0103333333333333,0.0127593066211992,0.14544375185515
"SPU_005839",-0.456778819815219,4.31436648368449,0.69058617476614,0.40596507249864,-0.100924073904572,7.60315483495318,"SP-ACO2",31,269,0,113.666666666667,15500,2329,13171,0.031,0.0204236580365956,0.0488049234292257
"SPU_005840",-0.022698768202613,5.09513564482192,0.00243798887039937,0.960619658133195,-0.0551224332574643,2.10415337120669,"SP-TEP1L_5",51,49.6666666666667,0,56,13363,2275,11088,0.051,0.00447931697931698,0.0246153846153846
"SPU_005843",1.48787474552774,3.613802473732,3.30801924015784,0.0689425441786733,0.330213836911241,1.60918636340757,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005844",1.15042102551138,3.88586191686581,3.36096041674112,0.0667591236176666,-0.276834680069561,7.71391825217124,"SP-HYPP_3074",102.333333333333,8,0,948,23324,22011,1313,0.102333333333333,0.00609291698400609,0.0430693744037072
"SPU_005851",1.2586217841142,1.47977436150037,1.82780451887473,0.176387085012289,-0.474677043078022,0.516686682283911,"SP-HAAO",73,59.3333333333333,0,20.3333333333333,7938,711,7227,0.073,0.00820995341543287,0.0285982184716362
"SPU_005857",-0.527968605119759,2.20614390362975,0.366455239685536,0.544942834943975,-0.214199656686171,4.13639713139014,"SP-ERGIC2",52.6666666666667,750.333333333333,8.66666666666667,131.333333333333,17992,1157,16835,0.0526666666666667,0.0445698445698446,0.113511956208585
"SPU_005868",2.94869395528787,2.16713064569857,5.0155725553738,0.0251203208243674,0.0547447766304983,6.46302778724455,"SP-HP_LOC200403L",36,42.3333333333333,0,84,11172,4521,6651,0.036,0.00636495765047863,0.0185799601857996
"SPU_005869",-0.741517499471801,4.09084704308432,1.57279529378288,0.209801533245753,0.16377143256933,6.43839722907693,"SP-HYPP_465",10.3333333333333,1218.33333333333,0,230.333333333333,36097,3789,32308,0.0103333333333333,0.0377099583178573,0.0607900061581772
"SPU_005871",0.14858638969888,5.21433758692874,0.101032592731562,0.750593983722659,0.294911427920045,5.14321613535108,"SP-IL1R1",80.3333333333333,361.666666666667,179.666666666667,254.333333333333,12870,1698,11172,0.0803333333333333,0.0323725981620719,0.149784059678053
"SPU_005872",-0.123483817860912,4.67918080665518,0.0580184462863595,0.809655730373562,0.00705493720389934,4.18159547957291,"SP-HYPP_466",1,519.666666666667,0,22.6666666666667,116693,2117,114576,0.001,0.00453556300330494,0.0107069752794835
"SPU_005878",0.310708964448789,4.28708044799921,0.300180965510455,0.583768993899144,-0.166171054909072,6.00606132245704,"SP-CAMKK",69.3333333333333,439.666666666667,94.6666666666667,144.666666666667,49348,3579,45769,0.0693333333333333,0.0096062108996628,0.0404209742013598
"SPU_005879",0.424494438058575,4.16563647525394,0.303085439252033,0.58195456196966,0.102968950324962,2.27497728583043,"SP-HYPP_1612",57,851.666666666667,0,244,5643,1264,4379,0.057,0.194488848291086,0.193037974683544
"SPU_005881",-1.10003910248826,3.64206125068237,2.30680562584673,0.128808520289974,0.0157889839993967,3.27628654427931,"SP-SPHK1",91,544.666666666667,205,319,18102,1899,16203,0.091,0.0336151741447057,0.167983149025803
"SPU_005882",-0.0992748739837543,5.9837134127932,0.0514622736620423,0.820538066857354,0.838858728028673,0.505793535941085,"SP-TSSK1",29,111.666666666667,0,186.333333333333,11743,2250,9493,0.029,0.0117630534780013,0.0828148148148148
"SPU_005884",1.10271996779507,4.12343691142225,2.66254125219842,0.102736476788692,-0.103041025538808,8.97239269707092,"SP-RACK",107.666666666667,15.6666666666667,15.6666666666667,0,5463,536,4927,0.107666666666667,0.00317975779717205,0
"SPU_005889",0.381518818201872,7.32824948402474,2.35824250405808,0.124622519856546,0.342942588501411,3.38249935559723,"SP-HYPP_1613",110.333333333333,1767.66666666667,0,373.333333333333,12652,1052,11600,0.110333333333333,0.152385057471264,0.354879594423321
"SPU_005896",0.44454962961382,5.99668562572985,1.25518616345132,0.262564254917621,0.002717181018033,0.366606387451743,"SP-FHDC1",14,1429.33333333333,0,766.666666666667,4469,980,3489,0.014,0.409668481895481,0.782312925170068
"SPU_005904",0.443496567142124,4.94878310032811,0.564358758193823,0.45250934437854,-0.670335585672409,-0.226001294653792,"SP-SR/SO/GPCR",90.6666666666667,136.666666666667,56,175,4572,3175,1397,0.0906666666666667,0.0978286805058459,0.0551181102362205
"SPU_005907",-0.32941582769492,2.56533399060682,0.120537286657742,0.728452487902547,-0.0239919290572832,1.46509944147335,"SP-MYCBP2_3",2.33333333333333,4.33333333333333,0,28.6666666666667,7058,1002,6056,0.00233333333333333,0.000715543813298107,0.0286094477711244
"SPU_005912",-1.01295472770256,2.8119380059291,1.02345557853204,0.311700736234775,0.10033073990031,0.868314805191464,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005917",1.55912707446386,5.87565821342197,16.1916177664939,5.72468676775638e-05,-0.00320272433184333,0.0425821826434003,"SP-C10ORF112L",67,162,11,173.666666666667,9767,2449,7318,0.067,0.022137195955179,0.0709132979447393
"SPU_005926",-0.466956493616273,5.42198578484713,0.934403680145845,0.333721239865665,-0.180571678549322,4.91928665163863,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005931",-0.663337260096864,3.74593224002661,0.902989873243362,0.341981279341252,-0.622831137375027,1.28930602624304,"SP-CYP4L1",85.3333333333333,294.666666666667,161.333333333333,140.666666666667,10131,2767,7364,0.0853333333333333,0.040014484881405,0.0508372485242742
"SPU_005938",0.103086148799872,5.25604572055395,0.0436974429232393,0.834417533203174,-0.398410699692895,2.38298993434827,"SP-ADAMTSL",78.3333333333333,621,0,28.6666666666667,26988,3048,23940,0.0783333333333333,0.0259398496240602,0.00940507436570429
"SPU_005941",0.487495217970893,6.60009634474819,2.52486269590626,0.112064534750495,0.168536464141304,1.37504616049814,"SP-CSMD3L",28,842.666666666667,0,219.333333333333,21035,2272,18763,0.028,0.0449110838707385,0.096537558685446
"SPU_005944",-0.124650737618513,3.29744917490921,0.0317083538427099,0.858669261258191,-0.198323438103416,4.65177270401797,"SP-NOLA1",9.66666666666667,41.3333333333333,0,13.6666666666667,9995,630,9365,0.00966666666666667,0.00441359672539598,0.0216931216931217
"SPU_005953",0.160699786991163,4.35518466930274,0.064826047347756,0.799024645391752,-0.177767471694463,0.462844123818051,"SP-HYPP_1623",138.333333333333,348,348,0,11093,1479,9614,0.138333333333333,0.0361972123985854,0
"SPU_005955",0.264022712001007,5.99958650584834,0.482962019941057,0.487083697860826,0.278487209237898,5.40107344348509,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005962",0.228841779041734,6.99390773855612,0.661469128034227,0.416041764504415,-0.649752653353725,1.32852038430091,"SP-MBD4",15.3333333333333,22.6666666666667,0,6.33333333333333,3932,679,3253,0.0153333333333333,0.00696792704170509,0.00932744231713304
"SPU_005964",0.282495249188153,6.91927305068844,1.19238315628969,0.274849372003185,-0.199689152323451,4.77099978082288,"SP-RNF10",0.666666666666667,18.3333333333333,0,9,18407,1959,16448,0.000666666666666667,0.00111462386511025,0.00459418070444104
"SPU_005988",-0.69017313865716,5.17241602605881,1.99650119756975,0.157662778739165,0.0384463414729428,4.17213018608179,"SP-FRS3L",91.6666666666667,158.333333333333,0,252.666666666667,5560,3770,1790,0.0916666666666667,0.0884543761638734,0.0670203359858532
"SPU_005990",0.20485831230025,5.58957981849648,0.209192862780266,0.647400766647919,0.0806911047630564,5.96703006438303,"SP-SM29",135.666666666667,124,124,0,11054,1240,9814,0.135666666666667,0.0126350112084777,0
"SPU_005991",0.351748963924791,3.2448494864506,0.113310994189851,0.736405651000091,0.25602138963611,6.43892275170254,"SP-CLECT_14",65.3333333333333,237.333333333333,190.333333333333,67.6666666666667,12051,1903,10148,0.0653333333333333,0.0233872027328866,0.0355578910492205
"SPU_005992",0.312870779730028,5.70807739619141,0.629642036630885,0.427486647600434,-0.879270853904351,1.0345366945923,"SP-ADNDATRNAS",74,119.333333333333,112.666666666667,97.3333333333333,11977,2484,9493,0.074,0.0125706661048492,0.0391841116478798
"SPU_006002",0.0704735774304792,4.70378002632825,0.0178157943466175,0.893817086520651,0.24574801396582,7.2982127565251,"SP-SLC16A14_1",113.333333333333,291,0,329.666666666667,8568,1967,6601,0.113333333333333,0.0440842296621724,0.167598712082698
"SPU_006004",0.507009546371548,4.79005155402118,0.679321399687971,0.409820495649861,0.111697519069939,2.32381779544287,"SP-TSP1K",30,256.333333333333,0,106,33081,3734,29347,0.03,0.00873456684953601,0.0283877878950187
"SPU_006016",0.0204033062668536,2.88962411712846,0.00281010490244071,0.95772360337086,0.200524662108991,0.889762913621189,"SP-NLR203",54.3333333333333,274.666666666667,0,98.3333333333333,17245,3380,13865,0.0543333333333333,0.0198100733261209,0.0290927021696252
"SPU_006029",-0.815055248100768,3.67786627090292,1.41111717795561,0.234871023868949,-0.289789539448126,4.97251185648411,"SP-KNKL",25.3333333333333,368.333333333333,0,152.666666666667,14360,2969,11391,0.0253333333333333,0.0323354695227226,0.0514202312787695
"SPU_006031",1.33841444400206,1.82506407890196,1.13300209581629,0.28713589121092,-0.143804302271027,2.68928663061197,"SP-ERNST1",84,44.3333333333333,0,70.6666666666667,5776,944,4832,0.084,0.00917494481236203,0.0748587570621469
"SPU_006037",-0.568537581768212,6.37913825149937,2.63075860933013,0.104811624773315,0.657430265763596,2.40828056248963,"SP-GNMT_3",74.6666666666667,1347,887,108.333333333333,23439,862,22577,0.0746666666666667,0.0596624883731231,0.125676720804331
"SPU_006044",1.83917373477798,2.73731861357729,5.3878395810467,0.0202775612418383,0.029518551178467,8.66896377000931,"SP-SURF4",59.3333333333333,149,19.3333333333333,134,11098,3503,7595,0.0593333333333333,0.0196181698485846,0.0382529260633742
"SPU_006047",0.317054585748643,2.49383777862695,0.09288426290518,0.760541944001995,-0.211732926994542,5.86602212585415,"SP-CCT8",66.6666666666667,0,0,0,7923,1297,6626,0.0666666666666667,0,0
"SPU_006057",0.13744922073939,3.2777618673632,0.0335114049481984,0.854749994894566,0.110221022075055,5.85395233646254,"SP-ZC3H12D",7.33333333333333,252.666666666667,0,135.333333333333,20330,4448,15882,0.00733333333333333,0.0159089955085422,0.0304256594724221
"SPU_006092",-1.46876706688186,1.43163203492494,2.05335912139302,0.151870788611979,-0.13515984652131,3.35136081469813,"SP-ASPH",32.6666666666667,0,0,0,7236,1009,6227,0.0326666666666667,0,0
"SPU_006096",-1.68375699994378,1.2804303192401,1.80761346853762,0.178794782139771,0.241126821343374,7.58965853330646,"SP-MCM2_1",7.33333333333333,602.333333333333,421.666666666667,298,12982,4237,8745,0.00733333333333333,0.0688774537831142,0.0703327826292188
"SPU_006104",0.959187452354694,4.33114109741248,2.4381747896907,0.118413936563397,0.0559567193116045,8.34399475900839,"SP-HYPP_1630",33,1517,882.666666666667,68,46117,3558,42559,0.033,0.0356446345073897,0.0191118605958404
"SPU_006105",-0.468362277881242,5.54365669826498,1.06715417346735,0.301589136446294,-0.035725392974021,1.50062851171578,"SP-HYPP_13",50,829,0,177,26303,3761,22542,0.05,0.0367757962913672,0.0470619516086147
"SPU_006107",-0.470873718280094,7.09577021416627,2.94282269807379,0.0862598718546298,-0.893940354721765,1.55761175533963,NA,0,0,0,0,0,0,0,0,0,0
"SPU_006108",0.388006536595357,3.95839584511957,0.275664308559536,0.599557167363923,-0.184080968803612,4.16643507044284,"SP-HYPP_1631",116,912.666666666667,0,322,6476,1453,5023,0.116,0.181697524719623,0.221610461114935
"SPU_006115",-0.946676049055616,3.66213909445423,2.18356095021531,0.13949138708219,-0.103936455209932,3.4992039124793,"SP-WDR49_3",18.3333333333333,469,273.333333333333,57.6666666666667,21930,1736,20194,0.0183333333333333,0.0232247202139249,0.0332181259600614
"SPU_006119",-0.304391259755336,5.6276023522069,0.602977972929174,0.43744404501332,0.181500294770135,5.97173611710193,"SP-PIGK",107.333333333333,194.666666666667,7.66666666666667,147,12501,3651,8850,0.107333333333333,0.0219962335216572,0.0402629416598192
"SPU_006128",-0.36323290829643,1.5180288865614,0.166016251545384,0.683676835200163,-0.224907695203962,3.83254147378665,NA,0,0,0,0,0,0,0,0,0,0
"SPU_006132",-0.243340248987808,2.42622268832705,0.090035161792839,0.764132459448948,0.185680044067842,3.30827114042965,"SP-PPM1L",111.333333333333,222.666666666667,3.66666666666667,77,13309,1128,12181,0.111333333333333,0.0182798347152669,0.0682624113475177
"SPU_006139",0.170203805291254,7.50071729565138,0.547972932607257,0.459147137635177,0.00261772891091868,4.36801447875598,"SP-HYPP_469",117,150,0,70.6666666666667,11109,1273,9836,0.117,0.0152501016673444,0.0555119141136423
"SPU_006143",0.439103621822515,4.86943003007719,0.581697099063398,0.445647880091624,0.108605932613864,6.16987458724267,"SP-SLC25A20",48,135,0,103.333333333333,7471,1120,6351,0.048,0.0212564950401512,0.0922619047619048
"SPU_006144",1.77387249618947,2.69269978588629,3.18574236382905,0.0742832490003694,-0.496063189908075,2.77486993528441,NA,0,0,0,0,0,0,0,0,0,0
"SPU_006145",0.0733938588897742,7.69725951107663,0.109554343051527,0.740652081355496,0.214965735331711,6.65933285114551,"SP-KIAA1324L",0.333333333333333,653,2,353,43388,5951,37437,0.000333333333333333,0.0174426369634319,0.0593177617207192
"SPU_006147",-0.183106449128156,7.13646805319903,0.552032183997651,0.457488531735066,0.29377701977876,3.43085619308661,"SP-COG5_1",9,0,0,0,118643,1381,117262,0.009,0,0
"SPU_006149",0.475255501665043,2.27944366496302,0.35277743510102,0.55254508670122,-0.184266569022094,3.10595809595677,"SP-RNF165",27,66.3333333333333,0,100,4330,1698,2632,0.027,0.0252026342451874,0.0588928150765607
"SPU_006162",-0.449796788521185,4.78282982769551,0.754970330341096,0.38490714287591,-0.0265884254587478,3.84483750121606,"SP-RSAFD1",96.3333333333333,28.3333333333333,0,8.66666666666667,20288,2140,18148,0.0963333333333333,0.00156123723458967,0.00404984423676012
"SPU_006163",-0.548707654502427,6.7722820238694,3.67551039062154,0.0552173455141051,-0.0988305136376147,4.39818348937838,"SP-DCTN4",62.6666666666667,366.666666666667,0,158,10368,1369,8999,0.0626666666666667,0.0407452679927399,0.115412710007305
"SPU_006169",0.252438757965147,6.0942083706918,0.558902310737313,0.454702856617818,0.0724801118481129,3.33414887334708,"SP-BRMS1L",13.3333333333333,843.333333333333,111.666666666667,79.6666666666667,124045,1678,122367,0.0133333333333333,0.00689183630662951,0.0474771553436631
"SPU_006171",-0.667787468792628,2.56827876955541,0.42187950507504,0.516000694610237,0.126929474887155,4.29137140625263,"SP-WDR81_1",66,769.666666666667,0,509,19575,1524,18051,0.066,0.0426384503166953,0.333989501312336
"SPU_006186",-1.1515050768515,2.8455083888006,1.35043216052807,0.24520258013727,0.20594697506834,3.87195910739818,"SP-PMS1",8.33333333333333,368.666666666667,0,309.666666666667,12417,2737,9680,0.00833333333333333,0.0380853994490358,0.113140908537328
"SPU_006187",-0.113785145411228,3.43621879448905,0.021212949373357,0.884200331881669,0.26466878932522,10.0771408116355,"SP-SULT1C_2",48,303.333333333333,127.666666666667,141.666666666667,12831,2474,10357,0.048,0.0292877602909465,0.0572621934788467
"SPU_006199",-1.56739130442946,4.3328385830209,5.32683298942773,0.0209995101483999,0.168585243095921,11.7107880756332,NA,0,0,0,0,0,0,0,0,0,0
"SPU_006216",0.827337936150097,4.04169658831428,1.89171089780683,0.169009075512616,-0.160650321694062,3.34943423149063,"SP-FLJ20433L",71,410,0,277.333333333333,14629,3140,11489,0.071,0.0356863086430499,0.0883227176220807
"SPU_006221",-0.141742213347678,4.15252526409633,0.0597352747973634,0.80691483965763,0.173872175797255,2.96080847303461,"SP-COPINEE",40.3333333333333,1516.66666666667,26,92,35526,1113,34413,0.0403333333333333,0.0440724919846182,0.082659478885894
"SPU_006234",-0.78529174700902,2.09629874591303,0.881249392508769,0.34785970913591,0.27073635138088,0.884291199293937,NA,0,0,0,0,0,0,0,0,0,0
"SPU_006238",0.189065895230484,5.36777326473169,0.163400318805087,0.686045026585998,-0.18161570453741,4.59042274565558,"SP-KIAA1109L",107,418,49,735.666666666667,45273,6494,38779,0.107,0.0107790298873101,0.113284057078329
"SPU_006239",0.556575664523972,4.31436500558625,0.842081071959422,0.358802260748615,-0.0824653400120139,7.13209249714198,"SP-PCF11",86.3333333333333,422.666666666667,0,1134.33333333333,15830,7320,8510,0.0863333333333333,0.0496670583627105,0.154963570127505
"SPU_006241",-0.0341334125646336,7.90386485715835,0.0250261816033142,0.874301839612858,-0.21365588320799,4.30045073347976,"SP-RHOGAP6",112.333333333333,2414.66666666667,2414.66666666667,0,112996,3910,109086,0.112333333333333,0.0221354405392687,0
"SPU_006242",-0.0578408401850252,6.32484226176237,0.0260171881128599,0.871858348536974,0.213019467149914,7.26527366226933,NA,0,0,0,0,0,0,0,0,0,0
"SPU_006255",0.421095018609818,4.72191787622001,0.471393027372553,0.492347007945549,0.418277140840156,2.99497653625073,"SP-PPP1R3AL",145.666666666667,0,0,0,1314,1314,0,0.145666666666667,0,0
"SPU_006257",0.348957472320715,5.60705551401958,0.622094801692674,0.430269908192458,-0.122629838232796,3.72088277289918,"SP-MAN1A2_2",186.666666666667,0,0,0,3098,999,2099,0.186666666666667,0,0
"SPU_006272",-0.0391677799940256,7.05010634812951,0.0213019630166897,0.883959343980154,-0.470856173923014,0.871937996806762,"SP-ACTBP_LIMPH",89.3333333333333,233.333333333333,6.66666666666667,58.3333333333333,19930,609,19321,0.0893333333333333,0.0120766695995721,0.0957854406130268
"SPU_006281",-0.996685754490041,3.3736283679036,1.79241099376256,0.180632683143245,0.228736048766695,5.20728426087143,"SP-HYPP_1650",17.3333333333333,595.333333333333,215,65.3333333333333,12406,3586,8820,0.0173333333333333,0.0674981103552532,0.0182189998140918
"SPU_006282",0.0998141441530636,6.94650334443714,0.110790188635524,0.739246304555527,-0.334710235820262,1.47111835537814,"SP-LIM2L",156.333333333333,2471.66666666667,2471.66666666667,0,67142,3981,63161,0.156333333333333,0.0391327981929777,0
"SPU_006283",0.312985800209693,6.88299555073843,1.08282923415801,0.298065498134795,-0.0119615902573359,4.50678239338052,"SP-HYPP_14",48,617.333333333333,0,176,84019,6915,77104,0.048,0.008006502040534,0.0254519161243673
"SPU_006284",-0.85722196646894,6.19570036223417,6.14528922955624,0.0131762613840142,-0.152802852826293,5.70261782405875,"SP-HYPP_15",38.6666666666667,19.3333333333333,0,234,6106,3296,2810,0.0386666666666667,0.00688018979833926,0.070995145631068
"SPU_006285",1.00392312621701,6.41774248398982,9.71977952975706,0.00182295383283025,-0.150438633420299,5.09671568392689,"SP-HYPP_16",64,54.6666666666667,0,241.333333333333,6891,3644,3247,0.064,0.016836053793245,0.066227588730333
"SPU_006292",-0.150155313210351,1.72836678049608,0.0120652145964648,0.912534863202087,-0.342302365411636,1.15638967916127,"SP-CCDC150L",2.66666666666667,14,0,13.3333333333333,9762,1179,8583,0.00266666666666667,0.00163113130607014,0.0113090189426067
"SPU_006301",0.762572193477651,3.84507543965869,1.14532477357713,0.284529981143486,0.239103822739791,3.22049578818182,"SP-SLC18A2",75,862.333333333333,735.333333333333,94.3333333333333,31902,2527,29375,0.075,0.0293560283687943,0.0373301675240733
"SPU_006302",0.446388447828445,5.57440191927758,1.32692592985001,0.249352835167796,-0.025025711762032,4.53819273550551,"SP-LRRC6",92.3333333333333,216.666666666667,1.33333333333333,47.3333333333333,18032,1919,16113,0.0923333333333333,0.0134466993524897,0.0246656244571826
"SPU_006303",0.155880234709745,1.41957929162908,0.0313975950540062,0.859356271222619,-0.455222171935677,0.573546204817095,NA,0,0,0,0,0,0,0,0,0,0
"SPU_006305",-0.694453564157726,4.2577302306911,1.42575389442301,0.232458657073973,0.0719013141034645,5.9554099374159,"SP-ZFYVE26",89.3333333333333,929.333333333333,0,853,40721,9452,31269,0.0893333333333333,0.0297205965439679,0.0902454506982649
"SPU_006306",-0.0439001465843833,2.65380684955139,0.00555698250983383,0.940576599916943,0.00829846153498628,4.84394716021234,"SP-GAL/LEC3",66,557,0,399,16708,780,15928,0.066,0.0349698643897539,0.511538461538461
"SPU_006312",-1.11972761329389,2.43890261916908,1.35863330738785,0.243774481819715,0.0159096456735473,7.22905440343861,"SP-DP1",153.333333333333,803.333333333333,372.333333333333,153,21572,4513,17059,0.153333333333333,0.047091466869883,0.0339020607134944
"SPU_006317",-1.20445675935906,7.08175388073278,22.8513371850198,1.75027515994182e-06,0.144531531656194,4.37541077446672,"SP-DDRGK1_1",31,242.333333333333,0,29,18576,1323,17253,0.031,0.0140458664193667,0.0219198790627362
