"geneid","ex_meth_logFC","ex_meth_logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_008217",0.0824950045095043,6.62030784911499,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008227",-0.80242390336054,6.10951968071444,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008228",0.822538757258969,5.71330961285987,"SP-TLR043",43.6666666666667,55.3333333333333,55.3333333333333,173.666666666667,6020,2692,3328,0.0436666666666667,0.0166266025641026,0.0645121347201585
"SPU_008237",1.42326072470838,5.13700076174933,"SP-HYPP_31",424.333333333333,234.666666666667,27.6666666666667,749.666666666667,8440,3969,4471,0.424333333333333,0.0524863937970625,0.188880490467792
"SPU_008238",0.120268917624372,6.16491241401554,"SP-DNAJC28",100.333333333333,0,0,36.3333333333333,4145,2321,1824,0.100333333333333,0,0.0156541720522763
"SPU_008239",0.644264804238565,5.21973769562816,"SP-HYPP_1773",53,201.666666666667,0,106,15061,1131,13930,0.053,0.0144771476429768,0.0937223695844386
"SPU_008244",-2.2957687488577,5.70790006905088,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008247",0.459673588176459,6.88688463992888,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008259",1.36831884345501,5.64542435879672,"SP-LRR/GPCR_6",102.333333333333,458.666666666667,2,96.3333333333333,25761,2026,23735,0.102333333333333,0.0193244856400534,0.0475485357025337
"SPU_008278",1.19594089572011,4.35089113983268,"SP-TLR045",1.33333333333333,0,0,0,2651,2651,0,0.00133333333333333,0,0
"SPU_008296",0.420272464210612,3.50525389769026,"SP-RPL41",52.6666666666667,16,12.3333333333333,9.66666666666667,582,582,0,0.0526666666666667,0,0.0166093928980527
"SPU_008300",-0.920777699907471,5.20498699340634,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008314",0.829705676597485,5.40787149156657,"SP-RWDD2B",77,0,0,0,813,742,71,0.077,0,0
"SPU_008326",-0.297489050026974,8.25980183044425,"SP-POLPPL_69",39,0,0,14.6666666666667,8473,8059,414,0.039,0,0.00181991148612317
"SPU_008327",-0.250709745398504,8.58356136154432,"SP-POLPPL_70",21,0,0,44.3333333333333,8478,8202,276,0.021,0,0.00540518572705844
"SPU_008328",-0.266072342217902,8.15374439636138,"SP-POLPPL_71",18,3.66666666666667,0,76,6291,5794,497,0.018,0.0073775989268947,0.0131170176044184
"SPU_008331",-0.284481406256237,4.77518821825514,"SP-PAXILLIN",47.3333333333333,615,305.666666666667,189.666666666667,15155,1507,13648,0.0473333333333333,0.0450615474794842,0.125857111258571
"SPU_008336",0.1870232281476,6.26399020521587,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008337",-0.0255083205165763,3.30329606708765,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008340",-0.0712001471988097,6.93390026271759,"SP-HYPP_544",60,301.333333333333,0,370,12027,3084,8943,0.06,0.0336948824033695,0.119974059662776
"SPU_008343",0.809533806198679,6.00999024765219,"SP-SVOP",49.3333333333333,535,69.3333333333333,236.333333333333,18282,1424,16858,0.0493333333333333,0.031735674457231,0.165964419475655
"SPU_008350",-1.96554084816998,2.94309582594246,"SP-HYPP_545",76,120.333333333333,0,230,9628,2456,7172,0.076,0.0167782115634876,0.0936482084690554
"SPU_008351",0.260929871378518,4.42210792934228,"SP-TEL_1",70.3333333333333,394.333333333333,394.333333333333,41.3333333333333,92335,213,92122,0.0703333333333333,0.00428055549524905,0.194053208137715
"SPU_008352",0.311118650358306,5.72992871558478,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008354",0.0920197796500706,5.17285045968635,"SP-KIRREL2L_2",109,0,0,0,2153,2153,0,0.109,0,0
"SPU_008377",0.409339818026595,5.12845138606343,"SP-Z105",46.6666666666667,747.333333333333,0,236.333333333333,27765,4504,23261,0.0466666666666667,0.0321281687517017,0.0524718768502072
"SPU_008379",-2.00478186547811,5.10269469836756,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008384",1.06956496491017,6.69010165719477,"SP-GPR112",65.6666666666667,151.666666666667,0,98.3333333333333,8225,1653,6572,0.0656666666666667,0.0230777033881112,0.0594877999596693
"SPU_008388",-1.3256010786865,4.46930159631661,"SP-INTS1",29,573.333333333333,0,326.666666666667,13550,2097,11453,0.029,0.050059664134579,0.155778095692259
"SPU_008396",-1.64729924341024,5.53672718929844,"SP-TLR046",4,40.6666666666667,0,34.3333333333333,2621,2621,0,0.004,0,0.0130993259570139
"SPU_008402",-0.376109860878632,5.53214172603028,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008408",-2.50558614910699,2.91086813444562,"SP-CECR5L",51.6666666666667,191,74.3333333333333,183,4058,842,3216,0.0516666666666667,0.0593905472636816,0.217339667458432
"SPU_008413",-1.54196440702598,3.60510236365362,"SP-MYBBP1",102.333333333333,217.666666666667,0,70.6666666666667,38953,3596,35357,0.102333333333333,0.0061562538299818,0.0196514645902855
"SPU_008414",0.821305446876446,6.64646320119393,"SP-UNC93A_1",114,238,0,110.333333333333,4344,1539,2805,0.114,0.0848484848484849,0.0716915746155512
"SPU_008422",-2.081141866293,4.40393845106371,"SP-HERC3L",48.6666666666667,134,0,38.6666666666667,18830,2602,16228,0.0486666666666667,0.00825733300468326,0.0148603638227005
"SPU_008424",-0.258633299818127,8.29709197102769,"SP-POLYPL_938",8.66666666666667,0,0,2.66666666666667,3153,2793,360,0.00866666666666667,0,0.000954767872061105
"SPU_008426",0.248468013437,6.20748434115185,"SP-RVT/EXN/END/PP",17.3333333333333,327,49.3333333333333,46,2804,2804,0,0.0173333333333333,0,0.0164051355206847
"SPU_008434",3.67943460328152,4.30021829420212,"SP-5/LO",104.333333333333,185.333333333333,42.6666666666667,190,15951,2796,13155,0.104333333333333,0.0140884327885468,0.0679542203147353
"SPU_008435",-0.905385822623458,6.48622306997753,"SP-IG/FN3F",19.6666666666667,461.666666666667,0,141.666666666667,20206,1734,18472,0.0196666666666667,0.0249927818680525,0.0816993464052288
"SPU_008441",1.09099070927534,4.94478862648873,"SP-HPS3L",130.666666666667,561.666666666667,0,157.666666666667,29560,2904,26656,0.130666666666667,0.0210709283713485,0.0542929292929293
"SPU_008452",-0.621778927423255,7.12193781489194,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008453",2.2219286487923,5.0853348122767,"SP-SMARCAL1",17.3333333333333,182,9.33333333333333,164.666666666667,6188,1408,4780,0.0173333333333333,0.0380753138075314,0.116950757575758
"SPU_008461",-0.910132725680645,4.37383498011442,"SP-TFB2M",57.6666666666667,711.666666666667,0,506,7967,3331,4636,0.0576666666666667,0.153508771929825,0.151906334434104
"SPU_008462",0.668237630954193,3.65918635788766,"SP-HYPP_548",51,874.666666666667,0,41.6666666666667,25515,2708,22807,0.051,0.0383507987313836,0.0153865091088134
"SPU_008463",-0.629172027852174,5.23674751784758,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008464",0.296163091370156,4.70580534667443,"SP-ACAA2",79,102,0,38.6666666666667,7171,944,6227,0.079,0.0163802794282961,0.0409604519774011
"SPU_008477",0.689335250875555,3.82684545419532,"SP-TLRL_15",117.333333333333,0,0,0,2762,2762,0,0.117333333333333,0,0
"SPU_008482",-0.5834363874934,7.37896716515979,"SP-HYPP_1786",60.3333333333333,0,0,0,977,977,0,0.0603333333333333,0,0
"SPU_008490",-0.0132703022357882,6.31172349467031,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008493",-0.325963231470824,6.55866135406668,"SP-POLPPL_74",4,0,0,66.3333333333333,5530,5236,294,0.004,0,0.0126687038451744
"SPU_008498",0.730584502379299,7.23394419194165,"SP-NLR134",2.33333333333333,69.3333333333333,24.3333333333333,89,8017,2461,5556,0.00233333333333333,0.0124790016798656,0.0361641609101991
"SPU_008502",-0.260493634514162,7.4684252932301,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008504",0.338649961183262,5.16765119118652,"SP-SRCR68",74,168,0,202.666666666667,23472,5240,18232,0.074,0.00921456779289162,0.038676844783715
"SPU_008512",0.355052729837889,6.17014553561205,"SP-NAALAD2L_7",29.3333333333333,68.6666666666667,0,69.3333333333333,6515,1047,5468,0.0293333333333333,0.0125579127042185,0.0662209487424387
"SPU_008513",0.632687870878247,7.76099508297358,"SP-GPR133L",76.6666666666667,265.333333333333,111.666666666667,234.333333333333,5533,2857,2676,0.0766666666666667,0.0991529646238166,0.0820207677050519
"SPU_008517",0.0921087633641811,7.84745442754105,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008518",-0.126359974341493,4.36444981620963,"SP-GCC1",53.6666666666667,455.333333333333,243.666666666667,152.333333333333,17680,1760,15920,0.0536666666666667,0.0286013400335008,0.0865530303030303
"SPU_008522",0.102591263766713,5.44335334897707,"SP-SACSL_2",2.66666666666667,22.3333333333333,3.33333333333333,64.6666666666667,19453,12937,6516,0.00266666666666667,0.00342746060978105,0.00499858287598877
"SPU_008526",0.117965093164622,5.4422586359738,"SP-GBA2",99.6666666666667,129.333333333333,0,37.6666666666667,1927,423,1504,0.0996666666666667,0.0859929078014185,0.0890464933018124
"SPU_008527",-0.37973380858677,4.43872385781122,"SP-SYCP3L",11,613.333333333333,65.6666666666667,135.333333333333,12803,769,12034,0.011,0.0509667054456817,0.175986129172085
"SPU_008537",-1.13123620159532,6.06445988890219,"SP-DPP9",101.333333333333,933.666666666667,0,385,17108,5512,11596,0.101333333333333,0.0805162699781534,0.0698476052249637
"SPU_008552",-1.09434944513368,6.56639560263535,"SP-ISM",62.6666666666667,194.333333333333,26.3333333333333,222.666666666667,11098,1810,9288,0.0626666666666667,0.0209230548377835,0.123020257826888
"SPU_008559",-0.0726148338096626,9.17397407050676,"SP-HYPP_3068",97,175.333333333333,0,379.333333333333,13073,8135,4938,0.097,0.0355069528824085,0.0466297889776685
"SPU_008560",-2.13623090986384,7.58904175736513,"SP-HSP702A",86.3333333333333,82.6666666666667,0,228.333333333333,8108,3083,5025,0.0863333333333333,0.0164510779436153,0.0740620607633258
"SPU_008563",0.51477560346992,5.65097737789255,"SP-Z42",18.6666666666667,249.333333333333,0,300.333333333333,13041,6231,6810,0.0186666666666667,0.0366128242780225,0.0481998609105013
"SPU_008571",0.28764237029207,7.57863463388358,"SP-POLYPL_939",382,0,0,0,6196,2065,4131,0.382,0,0
"SPU_008582",-0.427875840954485,6.41738262177589,"SP-POLPPL_79",0.666666666666667,0,0,2,5925,5061,864,0.000666666666666667,0,0.000395178818415333
"SPU_008590",-1.14118870995656,4.52025384017705,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008595",0.932406422763843,4.46785298775421,"SP-EGFR",63.6666666666667,1090.33333333333,0,599,33673,3718,29955,0.0636666666666667,0.0363990430089579,0.161108122646584
"SPU_008606",0.776692047055291,6.92722933568145,"SP-XPNPEP1_1",33.6666666666667,234.333333333333,0,115.333333333333,12961,2568,10393,0.0336666666666667,0.0225472273004266,0.0449117341640706
"SPU_008609",-0.0779637695498693,6.35683174366438,"SP-NUP214L",8.66666666666667,971,87,911.666666666667,34396,6275,28121,0.00866666666666667,0.0345293552860851,0.145285524568393
"SPU_008617",0.092651407173285,8.2287821276558,"SP-GLYT_5",36,223.333333333333,0,174,24249,5173,19076,0.036,0.0117075557419445,0.0336361878987048
"SPU_008621",0.176531350514548,6.71435300375308,"SP-ULK4",15.3333333333333,245,245,256.666666666667,23238,4029,19209,0.0153333333333333,0.012754438023843,0.0637048068172417
"SPU_008622",-2.71193398961191,4.88667338277166,"SP-IGF_2",2,801.666666666667,0,72.6666666666667,37622,2222,35400,0.002,0.0226459510357815,0.0327032703270327
"SPU_008635",-1.04509225955033,5.82505036604987,"SP-RT31",2,0,0,0,3444,3042,402,0.002,0,0
"SPU_008638",-1.07324657293937,6.08551836900069,"SP-NARG1",85.3333333333333,398.333333333333,0.666666666666667,270.666666666667,21538,4807,16731,0.0853333333333333,0.0238081007311777,0.056306774842244
"SPU_008640",0.754639688105774,4.45870718022232,"SP-ASAH1_1",40,301.333333333333,0,98.6666666666667,11851,1087,10764,0.04,0.0279945497336802,0.0907697025452315
"SPU_008642",-0.954132862765736,2.92212758069931,"SP-SRCR71",43,0,0,0,21431,2350,19081,0.043,0,0
"SPU_008647",0.0127348370704026,10.7882975368683,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008669",-1.83701772846385,5.14841341191571,"SP-TFIID11",11.6666666666667,96,0,18,12026,1460,10566,0.0116666666666667,0.00908574673480977,0.0123287671232877
"SPU_008671",1.30632635275331,5.28844484850231,"SP-HYPP_1801",53.3333333333333,0,0,0,1685,1243,442,0.0533333333333333,0,0
"SPU_008673",1.28978718005816,4.62886920844707,"SP-SEMA6",43.3333333333333,331,0,157.666666666667,15414,1597,13817,0.0433333333333333,0.0239559962365202,0.0987267793780004
"SPU_008675",-1.29748497092013,4.03572108593824,"SP-HYPP_556",30,400.666666666667,0.666666666666667,526,6402,2114,4288,0.03,0.0934390547263682,0.248817407757805
"SPU_008682",0.0615865380045045,6.88215856744991,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008684",-1.51559250168775,5.85711223940746,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008687",-0.107732551516066,6.84368202605611,"SP-HYPP_35",99.3333333333333,10702.3333333333,0,773.333333333333,11269,2985,8284,0.0993333333333333,1.291928215033,0.259073143495254
"SPU_008695",0.138871452879411,6.3476895776111,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008705",0.434268774167585,6.94145852925496,"SP-B3GALT1_6",83.6666666666667,0,0,0,743,743,0,0.0836666666666667,0,0
"SPU_008727",-1.65597741133596,6.08506610996002,"SP-TGM1",24.3333333333333,136.666666666667,0,171,8412,1274,7138,0.0243333333333333,0.0191463528532736,0.134222919937206
"SPU_008728",-0.868560661056096,5.19615755312206,"SP-GGT1_8",71.6666666666667,453,321.333333333333,79.6666666666667,27574,4963,22611,0.0716666666666667,0.0200344964840122,0.0160521190140372
"SPU_008737",0.0884260792205327,4.1348410412499,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008746",0.647183016549521,6.54073512966461,"SP-CSPE6L",66.6666666666667,117.333333333333,0,84.3333333333333,6409,985,5424,0.0666666666666667,0.0216322517207473,0.0856175972927242
"SPU_008753",0.416382224941281,3.94220846131376,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008762",-0.550204573063424,5.27524047974514,"SP-HYPP_36",26.6666666666667,90,52,46.3333333333333,18746,2997,15749,0.0266666666666667,0.00571464854911423,0.0154599043487932
"SPU_008780",0.397851275519909,7.42308726701435,"SP-TTC14L",6,136.333333333333,0,227.666666666667,12862,5904,6958,0.006,0.0195937529941554,0.0385614272809395
"SPU_008788",0.351414634912247,7.9914257356122,"SP-CHST3L_1",75.3333333333333,0,0,0,1448,1448,0,0.0753333333333333,0,0
"SPU_008789",0.10992553798921,6.87435866949108,"SP-ADSR",174.666666666667,0,0,0,1202,1202,0,0.174666666666667,0,0
"SPU_008795",-1.91788603878331,3.68414915476039,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008802",0.297169401862213,7.60989000280812,"SP-ANL11",89.3333333333333,368.666666666667,140.666666666667,172.666666666667,14846,2267,12579,0.0893333333333333,0.0293081061027639,0.0761652698132628
"SPU_008803",-0.454585850092169,3.20672639632327,"SP-SLC7A11_8",78.6666666666667,449,0,259.666666666667,12435,1534,10901,0.0786666666666667,0.0411888817539675,0.169274228596263
"SPU_008804",-0.182152283754798,6.22487762684343,"SP-SLC7A11_9",45,0,0,15,9700,1901,7799,0.045,0,0.00789058390320884
"SPU_008812",-1.08883315124449,5.70833357558522,"SP-SI2",101.333333333333,104.333333333333,59,37.3333333333333,16795,2065,14730,0.101333333333333,0.00708305046390586,0.0180790960451977
"SPU_008813",1.62275870130046,6.18537958297042,"SP-MGAM_6",39,347.333333333333,0,135.333333333333,7536,961,6575,0.039,0.0528263624841572,0.140825528962886
"SPU_008814",-0.660914775869631,5.89434504265201,"SP-HYPP_1808",118.666666666667,0,0,0,1364,1364,0,0.118666666666667,0,0
"SPU_008819",-0.0861423042636274,5.30488788724622,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008821",-0.252154395286114,8.51021121120598,"SP-GPR112L_4",89.6666666666667,206.333333333333,6.66666666666667,27.6666666666667,8911,2170,6741,0.0896666666666667,0.0306087128517035,0.0127496159754224
"SPU_008832",0.402842900687548,5.77436897642221,"SP-RT43",24.3333333333333,0,0,11.6666666666667,3768,1321,2447,0.0243333333333333,0,0.00883169316174615
"SPU_008834",0.12740811208248,4.67241982887751,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008841",-0.602079109915237,8.1314105661534,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008867",0.232623237442532,5.66012387205449,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008868",0.555547397772876,6.3287339717356,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008875",0.467618056868523,6.17970682071935,"SP-GCNT2_3",1.66666666666667,496.333333333333,204,25.3333333333333,40356,2771,37585,0.00166666666666667,0.0132056228105184,0.00914230722964032
"SPU_008877",0.605487936047961,6.7817818185314,"SP-ALKBH5",122,30,0,96.6666666666667,6619,1419,5200,0.122,0.00576923076923077,0.0681230913789053
"SPU_008883",-1.2188089649911,6.08685670514592,"SP-PPPL_251",4.33333333333333,28,25,8.66666666666667,1601,1601,0,0.00433333333333333,0,0.00541328336456381
"SPU_008886",0.191972696182979,6.06790506593162,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008888",1.0992831238748,7.13518966427626,"SP-HYPP_38",21.6666666666667,2521.66666666667,48.6666666666667,693.666666666667,36591,4383,32208,0.0216666666666667,0.0782931776784236,0.158262985778386
"SPU_008895",-2.1082599880728,3.55340774655481,"SP-PTP4A",169.666666666667,808.666666666667,808.666666666667,31,6653,3558,3095,0.169666666666667,0.261281637049004,0.00871275997751546
"SPU_008907",0.281915953483145,6.9252449583441,"SP-GIPC1",1,286.666666666667,0,116.666666666667,8608,2340,6268,0.001,0.045734950010636,0.0498575498575499
"SPU_008911",-2.53508908753569,4.66659143914228,"SP-HDPX1",92,743.666666666667,0,365.666666666667,10826,1856,8970,0.092,0.0829059829059829,0.19701867816092
"SPU_008918",0.187631697992302,5.55115080584579,"SP-MEGF10L",45.6666666666667,289.333333333333,0,200.333333333333,12903,5468,7435,0.0456666666666667,0.0389150414705223,0.036637405510851
"SPU_008921",0.313346557141255,5.43258599485224,"SP-DRD2AL",100.666666666667,0,0,0,1391,1391,0,0.100666666666667,0,0
"SPU_008922",1.15568622422369,5.71303136723447,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008926",-0.408069681097691,7.9117978404755,"SP-LDLA/IG/GPCR",52,1366.66666666667,0,484,25065,4324,20741,0.052,0.0658920334924385,0.111933395004625
"SPU_008929",-0.772882881142108,5.51677564401847,"SP-HYPP_1814",172.666666666667,922.333333333333,922.333333333333,0,33256,4613,28643,0.172666666666667,0.0322010031537665,0
"SPU_008933",-1.16457416780874,7.01074749806036,"SP-KYL",30.3333333333333,88.3333333333333,66,97,4854,3302,1552,0.0303333333333333,0.0569158075601375,0.0293761356753483
"SPU_008945",1.79645262337063,6.74925601519169,"SP-NOTCHH1_7",87,474.333333333333,0,111,144242,6429,137813,0.087,0.00344186204010749,0.0172655156322912
"SPU_008949",-0.112515255887805,4.788097213597,"SP-CDNA1",20,1393.33333333333,0,613,16158,5389,10769,0.02,0.129383724889343,0.11375023195398
"SPU_008953",-0.0475483708348747,5.45798046509875,"SP-TALPID3",19,224,0,433,14372,3948,10424,0.019,0.0214888718342287,0.1096757852077
"SPU_008955",-0.674703874390102,7.09911037738193,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008957",2.01120649389103,5.03286629912941,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008958",0.0598844479131592,6.61229815306915,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008971",-0.137727913798672,9.01137673260744,"SP-GRIA1",81.6666666666667,224,0,458,10643,2830,7813,0.0816666666666667,0.028670165109433,0.161837455830389
"SPU_008973",-0.366503240809396,5.70849103609551,"SP-HRH3L_7",114.333333333333,361.333333333333,216.666666666667,61.6666666666667,1263,1263,0,0.114333333333333,0,0.0488255476378992
"SPU_008979",-0.0655270243693727,9.80786821994422,NA,0,0,0,0,0,0,0,0,0,0
"SPU_008988",-0.131641467897925,5.9989430747854,"SP-MGLUR3_2",74.3333333333333,253,19.6666666666667,343.666666666667,8902,2852,6050,0.0743333333333333,0.0418181818181818,0.120500233754091
"SPU_009001",0.673727331885429,4.41054156026804,"SP-PIPOX_1",73.6666666666667,289.333333333333,25,147.666666666667,20951,4309,16642,0.0736666666666667,0.0173857308817049,0.0342693587065831
"SPU_009003",1.22239077607351,4.59911575543891,"SP-MKRN1",78,544.666666666667,125,574,17269,4641,12628,0.078,0.0431316650828846,0.1236802413273
"SPU_009006",-0.435250158926093,7.66588745951739,"SP-HYPP_3069",91,16,16,103.333333333333,3236,3236,0,0.091,0,0.0319324268644417
"SPU_009007",-1.59106212756313,3.78356456573901,"SP-PCBPDB1L_1",92.3333333333333,327,134.333333333333,90,289,232,57,0.0923333333333333,5.73684210526316,0.387931034482759
"SPU_009016",1.53984773566325,4.3518235377971,"SP-SDF4",35.3333333333333,30,0,6.66666666666667,7006,3405,3601,0.0353333333333333,0.00833101916134407,0.00195790504160548
"SPU_009018",-0.101635336545832,6.9984543220955,"SP-LH2/FN3",13.3333333333333,547.333333333333,229.333333333333,37.3333333333333,91820,10077,81743,0.0133333333333333,0.00669578230959634,0.00370480632463365
"SPU_009033",0.521538921839834,6.96980645761266,"SP-ECHN28",39,336,0,90.6666666666667,10557,1399,9158,0.039,0.0366892334570867,0.0648081963307124
"SPU_009044",-0.361406777187964,7.45433061411306,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009052",-0.360628923731554,6.8757448788861,"SP-EPDMNH2",100.333333333333,318.333333333333,0,7.66666666666667,867,549,318,0.100333333333333,1.00104821802935,0.0139647844565877
"SPU_009053",0.962041714949099,5.91676616255661,"SP-Z316",112.666666666667,436.666666666667,75.3333333333333,46,2222,1473,749,0.112666666666667,0.582999554962172,0.0312287847929396
"SPU_009062",-2.63480307107711,4.17990452924952,"SP-HYPP_1822",90.3333333333333,116.666666666667,0,24.3333333333333,7643,1011,6632,0.0903333333333333,0.0175914756735022,0.0240685789647214
"SPU_009069",-0.277417769391758,7.61033575360094,"SP-MID2L",116.333333333333,0,0,0,1985,1985,0,0.116333333333333,0,0
"SPU_009071",2.50581639400942,5.75679806670923,"SP-SPEF2",43.6666666666667,795,466,209.666666666667,146915,1921,144994,0.0436666666666667,0.00548298550284839,0.109144542772861
"SPU_009073",0.25672527277166,4.77308948231384,"SP-FATL2",54,648.666666666667,190.666666666667,988.333333333333,25076,9954,15122,0.054,0.0428955605519552,0.099290067644498
"SPU_009076",-0.765111660769887,3.09474891888523,"SP-6AFCOL",153.333333333333,2650.66666666667,315.333333333333,1021,59138,5519,53619,0.153333333333333,0.0494352126422848,0.184997282116325
"SPU_009079",-0.0433824553425685,5.04149024329069,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009080",-0.11321646397037,6.5822354918652,"SP-HYPP_568",10,95,48.6666666666667,54,3056,3038,18,0.01,5.27777777777778,0.0177748518762344
"SPU_009085",0.182515553079159,6.94091349829012,"SP-DHPS_2",127.666666666667,0,0,0,4127,1000,3127,0.127666666666667,0,0
"SPU_009091",0.639598727834957,5.64383765865306,"SP-FB3",49.3333333333333,502,0,111.333333333333,25548,1791,23757,0.0493333333333333,0.0211306141347813,0.0621626651777406
"SPU_009094",0.511458120261953,8.40106150852415,"SP-HYPP_1823",83.3333333333333,15.3333333333333,0,26,3774,1232,2542,0.0833333333333333,0.00603199580382901,0.0211038961038961
"SPU_009099",0.770293294135076,5.95816723569782,"SP-ODC1_1",48.3333333333333,190.666666666667,0,116,15043,4242,10801,0.0483333333333333,0.0176526864796469,0.0273455917020273
"SPU_009109",-2.43942808387051,5.0996451277609,"SP-ZNRD1",59,625,0,157,1932,338,1594,0.059,0.392095357590966,0.464497041420118
"SPU_009110",-0.242731296475301,7.60023070462605,"SP-COLA2L",46,548.333333333333,96.6666666666667,126,16303,1712,14591,0.046,0.0375802435291161,0.0735981308411215
"SPU_009111",0.244032979967953,6.45460853841881,"SP-NLR24",15.6666666666667,139.333333333333,0,90,7784,2793,4991,0.0156666666666667,0.0279169171174781,0.0322234156820623
"SPU_009115",0.463847944088493,6.8024979038196,"SP-NUP107",63.6666666666667,539.666666666667,9.66666666666667,378.666666666667,21821,3568,18253,0.0636666666666667,0.0295659161051151,0.106128550074738
"SPU_009133",1.25670986542924,5.41627736172465,"SP-GALNT1-2",94,333,1.66666666666667,179.666666666667,10019,1933,8086,0.094,0.0411822903784319,0.0929470598379031
"SPU_009138",0.931619961917039,5.5510548940889,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009146",0.727728412757685,4.79241559925736,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009151",-0.731080422629552,6.00111761770545,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009154",-0.0666288095063283,9.39179053407497,"SP-HYPP_42",72.6666666666667,1107.66666666667,27,661.666666666667,25081,5106,19975,0.0726666666666667,0.0554526491447643,0.129586107846977
"SPU_009158",0.157584297220217,5.67748505460545,"SP-ASNS_2",42.6666666666667,0,0,4,6067,3230,2837,0.0426666666666667,0,0.00123839009287926
"SPU_009159",0.466382517556092,4.79635980555311,"SP-AGI",53,480,181,53.6666666666667,35795,2200,33595,0.053,0.0142878404524483,0.0243939393939394
"SPU_009165",-0.16357206882472,6.38661435135263,"SP-HSP701A",58.6666666666667,131.333333333333,0,165.666666666667,7058,3591,3467,0.0586666666666667,0.037880972983367,0.046133853151397
"SPU_009169",0.212382146536881,3.65673138738774,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009172",0.275939996964388,9.25607626683385,"SP-TLRP05",20.6666666666667,0,0,0,2119,2119,0,0.0206666666666667,0,0
"SPU_009188",0.15273643457929,4.78488247005707,"SP-AMT2",99,389.666666666667,312.666666666667,21.6666666666667,18137,1638,16499,0.099,0.0236175929854335,0.0132275132275132
"SPU_009218",-0.180081007217232,7.4742572924735,"SP-AGS",2.66666666666667,983.333333333333,8,52.3333333333333,51017,1885,49132,0.00266666666666667,0.0200141116448208,0.027763041556145
"SPU_009227",0.171001384146883,7.66279685588554,"SP-FAM119A",80.3333333333333,0,0,17.3333333333333,1899,978,921,0.0803333333333333,0,0.0177232447171097
"SPU_009229",0.914501561020523,5.07775304372538,"SP-HYPP_1835",14.3333333333333,17.3333333333333,0,12.3333333333333,5478,3573,1905,0.0143333333333333,0.00909886264216973,0.00345181453493796
"SPU_009232",-0.184990064362023,8.84761678073649,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009236",-0.777970244608486,3.98733854407795,NA,0,0,0,0,0,0,0,0,0,0
"SPU_009242",0.748695892986377,8.76002830105108,"SP-CUB/FA58C/LDLA/GPCR",49.6666666666667,811.333333333333,0,294.333333333333,38233,6192,32041,0.0496666666666667,0.0253217232088054,0.0475344530577089
"SPU_009243",-0.284769285548183,4.03588807244455,"SP-LMLM",10.6666666666667,78,0,38.6666666666667,24508,2383,22125,0.0106666666666667,0.00352542372881356,0.0162260456007833
"SPU_009250",-0.0730361990239661,6.72498643386883,"SP-FJX1",103,41.6666666666667,0,4,1772,1772,0,0.103,0,0.00225733634311512
"SPU_009256",2.48150687241553,4.74993339774274,"SP-HYPP_573",126.666666666667,801,31,212.666666666667,25858,2962,22896,0.126666666666667,0.0349842767295597,0.0717983344586991
