"geneid","mRNA_var","splice","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_004997",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004999",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005006",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005006",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005009",1,FALSE,"SP-FBXW7",109.666666666667,2722,0,229.333333333333,42279,2466,39813,0.109666666666667,0.0683696280109512,0.0929981075966477
"SPU_005013",1,FALSE,"SP-CLECT/TM_9",47.3333333333333,138.333333333333,0,157,10146,3157,6989,0.0473333333333333,0.0197930080602852,0.0497307570478302
"SPU_005014",1,FALSE,"SP-HYPP_1556",28,146.666666666667,0,102.333333333333,10043,1752,8291,0.028,0.0176898645117195,0.0584094368340944
"SPU_005024",1,FALSE,"SP-UNC44L_38",37.3333333333333,57.3333333333333,3.33333333333333,91.3333333333333,7210,5206,2004,0.0373333333333333,0.0286094477711244,0.0175438596491228
"SPU_005026",1,FALSE,"SP-NLR124",20,0,0,0,8020,762,7258,0.02,0,0
"SPU_005034",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005036",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005040",1,FALSE,"SP-GPR64L_8",91,475.333333333333,0,124,2591,1139,1452,0.091,0.327364554637282,0.108867427568042
"SPU_005045",1,FALSE,"SP-FBXL2",16.6666666666667,848,3.33333333333333,130.666666666667,43135,3343,39792,0.0166666666666667,0.0213108162444713,0.0390866487187157
"SPU_005050",1,FALSE,"SP-POLPPL_42",0.666666666666667,0,0,0,4580,4580,0,0.000666666666666667,0,0
"SPU_005053",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005056",1,FALSE,"SP-SLC24A5",34.6666666666667,57.3333333333333,0,8.33333333333333,2984,976,2008,0.0346666666666667,0.0285524568393094,0.00853825136612022
"SPU_005067",2,TRUE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005072",1,FALSE,"SP-HYPP_1563",5.66666666666667,6.66666666666667,0,3,7160,2223,4937,0.00566666666666667,0.00135034771453649,0.00134952766531714
"SPU_005076",1,FALSE,"SP-UNC44_276",29.3333333333333,32,0,6.66666666666667,6096,1038,5058,0.0293333333333333,0.00632661130881771,0.00642260757867694
"SPU_005085",2,TRUE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005094",1,FALSE,"SP-UNC44L_41",20.6666666666667,10,10,22,6189,4933,1256,0.0206666666666667,0.00796178343949045,0.00445976079464829
"SPU_005097",1,FALSE,"SP-5HT7",183,0,0,0,1499,1499,0,0.183,0,0
"SPU_005101",1,FALSE,"SP-FLVCRL_2",31.3333333333333,0,0,0,6542,1285,5257,0.0313333333333333,0,0
"SPU_005103",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005105",1,FALSE,"SP-CHIBBYP",9,0,0,0.333333333333333,1458,408,1050,0.009,0,0.000816993464052287
"SPU_005106",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005108",1,FALSE,"SP-HYPP_1565",55,0,0,0,2477,1210,1267,0.055,0,0
"SPU_005110",1,FALSE,"SP-TOMM22L_2",114.333333333333,0,0,0,2314,1355,959,0.114333333333333,0,0
"SPU_005115",1,FALSE,"SP-CLECT/FN3_5",24,164,0,6.33333333333333,38237,2145,36092,0.024,0.00454394325612324,0.00295260295260295
"SPU_005117",1,FALSE,"SP-IPO7",4.66666666666667,101.333333333333,75.6666666666667,43,9621,1283,8338,0.00466666666666667,0.0121531942112417,0.0335151987529228
"SPU_005118",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005119",1,FALSE,"SP-SLC23A1",108.333333333333,887.333333333333,93,365.333333333333,29344,1922,27422,0.108333333333333,0.0323584469890356,0.190079778009018
"SPU_005120",1,FALSE,"SP-HYPP_438",66.6666666666667,148.333333333333,0,134.666666666667,3863,2712,1151,0.0666666666666667,0.128873443382566,0.0496558505408063
"SPU_005121",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005122",1,FALSE,"SP-Z250",23.3333333333333,0,0,0,461,461,0,0.0233333333333333,0,0
"SPU_005125",1,FALSE,"SP-HYPP_3126",45.3333333333333,0,0,0,10070,1807,8263,0.0453333333333333,0,0
"SPU_005127",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005128",1,FALSE,"SP-GPR84L",18,20.6666666666667,7,18.6666666666667,1256,1256,0,0.018,0,0.0148619957537155
"SPU_005131",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005133",1,FALSE,"SP-PPPL_180",18.3333333333333,0,0,0,2264,2264,0,0.0183333333333333,0,0
"SPU_005149",1,FALSE,"SP-GPRK3",44,213.666666666667,6.33333333333333,74.3333333333333,18880,1039,17841,0.044,0.0119761597817761,0.0715431504651909
"SPU_005152",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005153",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005155",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005160",1,FALSE,"SP-CYP2L11",148.666666666667,358.666666666667,0,210,10980,2593,8387,0.148666666666667,0.0427645960017487,0.0809872734284612
"SPU_005164",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005166",1,FALSE,"SP-HYPP_3079",5,1371.33333333333,156,817.333333333333,56473,8636,47837,0.005,0.0286667920925922,0.0946425814420256
"SPU_005168",1,FALSE,"SP-ACHE-13",19,87.6666666666667,0,115.333333333333,9739,1790,7949,0.019,0.0110286409191932,0.0644320297951583
"SPU_005169",3,TRUE,"SP-HOX5",8.33333333333333,59.3333333333333,0,26.6666666666667,13667,2142,11525,0.00833333333333333,0.00514822848879248,0.0124494242141301
"SPU_005178",1,FALSE,"SP-HYPP_439",18.3333333333333,6.66666666666667,6.66666666666667,33,3529,2722,807,0.0183333333333333,0.00826104915324246,0.0121234386480529
"SPU_005192",1,FALSE,"SP-PIP5K1A",76.3333333333333,768,0,115.333333333333,30324,2146,28178,0.0763333333333333,0.0272553055575271,0.0537433985709848
"SPU_005194",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005196",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005197",1,FALSE,"SP-MCM3APL_3",14.6666666666667,374.666666666667,0.333333333333333,602.333333333333,7952,3992,3960,0.0146666666666667,0.0946127946127946,0.150885103540414
"SPU_005198",1,FALSE,"SP-YP30/FASCL_3",104,476,0,305.333333333333,6915,1497,5418,0.104,0.0878552971576227,0.203963482520597
"SPU_005199",1,FALSE,"SP-HYPP_1571",99.3333333333333,458.666666666667,327.333333333333,70,8121,1137,6984,0.0993333333333333,0.0656739213440244,0.0615655233069481
"SPU_005200",1,FALSE,"SP-HYPP_3",45.6666666666667,111.333333333333,0,433,13684,4877,8807,0.0456666666666667,0.0126414594451383,0.0887840885790445
"SPU_005204",2,TRUE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005205",1,FALSE,"SP-PSRL",52.6666666666667,0,0,0,2283,548,1735,0.0526666666666667,0,0
"SPU_005207",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005209",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005211",1,FALSE,"SP-HYPP_3080",66.3333333333333,675.666666666667,0,312.333333333333,39736,2929,36807,0.0663333333333333,0.018357015422791,0.106634801411176
"SPU_005212",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005221",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005223",1,FALSE,"SP-MACPFA1",54,230,51,67.6666666666667,9418,1196,8222,0.054,0.0279737290197032,0.056577480490524
"SPU_005223",1,FALSE,"SP-MACPFA1",54,230,51,67.6666666666667,9418,1196,8222,0.054,0.0279737290197032,0.056577480490524
"SPU_005236",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005238",1,FALSE,"SP-PLXDC2",12.3333333333333,158,18.3333333333333,126,10452,1206,9246,0.0123333333333333,0.0170884706900281,0.104477611940299
"SPU_005239",1,FALSE,"SP-LDLA/LRR/GPCR_1",74.3333333333333,680.666666666667,680.666666666667,0,55255,3203,52052,0.0743333333333333,0.0130766669228208,0
"SPU_005240",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005246",1,FALSE,"SP-SLC16A6",2.66666666666667,42.3333333333333,0,90.3333333333333,4949,1427,3522,0.00266666666666667,0.0120196857845921,0.0633029665965896
"SPU_005251",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005252",1,FALSE,"SP-RPL26",15.3333333333333,135.333333333333,0,44.6666666666667,1216,645,571,0.0153333333333333,0.237011091652072,0.069250645994832
"SPU_005255",1,FALSE,"SP-HYPP_5",7,49.3333333333333,0,189,4736,3109,1627,0.007,0.0303216553984839,0.0607912512061756
"SPU_005256",1,FALSE,"SP-ABAT",71.3333333333333,725,0,32.3333333333333,34522,1497,33025,0.0713333333333333,0.0219530658591976,0.0215987530616789
"SPU_005259",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005260",1,FALSE,"SP-ABCA10A",46.3333333333333,62.3333333333333,0,86,9692,1261,8431,0.0463333333333333,0.00739334993871822,0.0681998413957177
"SPU_005261",2,TRUE,"SP-PPP6C",16,0,0,0,1026,220,806,0.016,0,0
"SPU_005263",1,FALSE,"SP-HYPP_1573",6.66666666666667,32.6666666666667,1.66666666666667,96.6666666666667,5581,2001,3580,0.00666666666666667,0.00912476722532588,0.0483091787439614
"SPU_005264",1,FALSE,"SP-PDELLA",91.6666666666667,3283,513,270.333333333333,96700,3332,93368,0.0916666666666667,0.0351619398509125,0.0811324529811925
"SPU_005266",1,FALSE,"SP-RSU1L",39.6666666666667,60,0,55,10077,2038,8039,0.0396666666666667,0.00746361487747232,0.0269872423945044
"SPU_005267",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005268",1,FALSE,"SP-HIGD1A",20.3333333333333,19.6666666666667,0,9.33333333333333,1523,306,1217,0.0203333333333333,0.01615995617639,0.0305010893246187
"SPU_005271",1,FALSE,"SP-ARL2",19,72.6666666666667,0,94.6666666666667,3405,586,2819,0.019,0.0257774624571361,0.161547212741752
"SPU_005272",1,FALSE,"SP-RAB15",56,129.666666666667,5.33333333333333,28.3333333333333,10106,2673,7433,0.056,0.0174447284631598,0.0105998254146402
"SPU_005273",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005275",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005276",1,FALSE,"SP-POG",37.3333333333333,27.3333333333333,0,19.6666666666667,7825,1127,6698,0.0373333333333333,0.00408082014531701,0.0174504584442473
"SPU_005277",1,FALSE,"SP-NEK2",41.6666666666667,142.666666666667,0,88.3333333333333,7187,1354,5833,0.0416666666666667,0.0244585404880279,0.0652387986213688
"SPU_005279",1,FALSE,"SP-HYPP_1574",117.333333333333,112.333333333333,12.6666666666667,108.333333333333,1097,1097,0,0.117333333333333,0,0.0987541780613795
"SPU_005284",1,FALSE,"SP-CHRM1L_7",22.6666666666667,0,0,0,1187,1187,0,0.0226666666666667,0,0
"SPU_005286",1,FALSE,"SP-HYPP_1575",39.6666666666667,60.6666666666667,0,107.333333333333,4614,1175,3439,0.0396666666666667,0.0176407870504992,0.0913475177304964
"SPU_005287",1,FALSE,"SP-ARSBL",10.6666666666667,877.333333333333,44.6666666666667,73,29632,1966,27666,0.0106666666666667,0.0317116075086147,0.0371312309257375
"SPU_005288",1,FALSE,"SP-PCYOX1",24.6666666666667,25,0,56,7907,3800,4107,0.0246666666666667,0.00608716824933041,0.0147368421052632
"SPU_005289",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005290",1,FALSE,"SP-SLC7A9",50.6666666666667,287,1.33333333333333,215.666666666667,13424,2721,10703,0.0506666666666667,0.026814911706998,0.0792600759524685
"SPU_005291",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005295",1,FALSE,"SP-RAPH1L",78.3333333333333,882,0,0,136985,5040,131945,0.0783333333333333,0.0066846034332487,0
"SPU_005296",1,FALSE,"SP-ATP5B",130,187,0,205.333333333333,7198,1562,5636,0.13,0.0331795599716111,0.131455399061033
"SPU_005297",1,FALSE,"SP-HYPP_1577",1.33333333333333,213.333333333333,0,55.3333333333333,17428,1948,15480,0.00133333333333333,0.0137812230835487,0.0284052019164956
"SPU_005299",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005315",1,FALSE,"SP-MALS_1",4.33333333333333,19,1,13.6666666666667,8559,3846,4713,0.00433333333333333,0.00403140250371313,0.00355347547235223
"SPU_005318",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005324",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005325",1,FALSE,"SP-GNMT_2",183.333333333333,655.666666666667,373.333333333333,109,16657,871,15786,0.183333333333333,0.0415346931880569,0.125143513203215
"SPU_005328",1,FALSE,"SP-HYPP_443",51,383.666666666667,87.3333333333333,306.333333333333,7083,2358,4725,0.051,0.0811992945326279,0.129912355103195
"SPU_005329",1,FALSE,"SP-CHST2",74.6666666666667,0,0,0,1187,1187,0,0.0746666666666667,0,0
"SPU_005335",1,FALSE,"SP-DDX58",9,204,0,179.333333333333,11322,3802,7520,0.009,0.0271276595744681,0.0471681571102928
"SPU_005336",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005337",2,TRUE,"SP-RDH11",39.6666666666667,125,0,41.6666666666667,8104,847,7257,0.0396666666666667,0.0172247485186716,0.0491932310114128
"SPU_005338",1,FALSE,"SP-EARS2",13.3333333333333,232.666666666667,134,48.6666666666667,32400,1698,30702,0.0133333333333333,0.00757822508848501,0.0286611700039262
"SPU_005345",1,FALSE,"SP-UGT_4",9.66666666666667,225.666666666667,0,7.33333333333333,5159,1826,3333,0.00966666666666667,0.0677067706770677,0.00401606425702811
"SPU_005346",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005350",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005352",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005353",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005354",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005357",1,FALSE,"SP-GGT1_5",21,15.3333333333333,0,5,6833,348,6485,0.021,0.00236443073759959,0.014367816091954
"SPU_005364",2,TRUE,"SP-ADF1L",52.3333333333333,0,0,15,3121,1007,2114,0.0523333333333333,0,0.0148957298907646
"SPU_005365",1,FALSE,"SP-HYPP_444",60.3333333333333,242,36.6666666666667,254.666666666667,14922,2949,11973,0.0603333333333333,0.0202121439906456,0.0863569571606194
"SPU_005366",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005371",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005372",1,FALSE,"SP-HYPP_445",11.6666666666667,143.333333333333,0,83.6666666666667,9455,1916,7539,0.0116666666666667,0.0190122474245037,0.0436673625608907
"SPU_005373",1,FALSE,"SP-HS3ST3B1",3.66666666666667,0,0,0,1256,1256,0,0.00366666666666667,0,0
"SPU_005376",1,FALSE,"SP-MT1-4/MMPL3",16,28.3333333333333,0,0,8379,597,7782,0.016,0.00364088066478198,0
"SPU_005384",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005387",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005389",1,FALSE,"SP-ANKRA2",11.6666666666667,0,0,0,2128,560,1568,0.0116666666666667,0,0
"SPU_005391",1,FALSE,"SP-AAPL",73.3333333333333,212,0,192.333333333333,9266,1352,7914,0.0733333333333333,0.0267879706848623,0.142258382642998
"SPU_005392",1,FALSE,"SP-TAAR7EL_2",64,94.6666666666667,94.6666666666667,215.333333333333,6171,1384,4787,0.064,0.0197757816308057,0.155587668593449
"SPU_005399",1,FALSE,"SP-PI16",176.666666666667,4563.33333333333,1775,158,166246,1312,164934,0.176666666666667,0.0276676327096495,0.120426829268293
"SPU_005400",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005405",2,TRUE,"SP-HYPP_446",14.6666666666667,280.333333333333,5,129,31767,2490,29277,0.0146666666666667,0.00957520693149344,0.0518072289156627
"SPU_005406",1,FALSE,"SP-MUC4DL1",79,474,0,134,25856,3146,22710,0.079,0.0208718626155878,0.0425937698664971
"SPU_005414",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005415",1,FALSE,"SP-PDE10A",5,75.6666666666667,2.33333333333333,33.6666666666667,25201,2119,23082,0.005,0.00327816769199665,0.0158879974830895
"SPU_005416",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005417",1,FALSE,"SP-ANK3L",60.6666666666667,439.333333333333,69,155.333333333333,25199,1383,23816,0.0606666666666667,0.0184469824207815,0.112316220776091
"SPU_005418",1,FALSE,"SP-GDAP1L",101.666666666667,353.666666666667,0,45.3333333333333,39976,1317,38659,0.101666666666667,0.0091483656242186,0.0344216654011643
"SPU_005422",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005423",1,FALSE,"SP-HAO1_4",25,159,0,82,5946,851,5095,0.025,0.031207065750736,0.0963572267920094
"SPU_005427",1,FALSE,"SP-ST14L_2",15,4,0,0,96514,1983,94531,0.015,4.23141614919973e-05,0
"SPU_005433",1,FALSE,"SP-HNRPCL",100.333333333333,31.3333333333333,0,32.6666666666667,6233,2383,3850,0.100333333333333,0.00813852813852814,0.0137082109385928
"SPU_005434",1,FALSE,"SP-HNRPCL_1",58,34.3333333333333,0.333333333333333,15.3333333333333,2058,759,1299,0.058,0.0264305876315114,0.0202020202020202
"SPU_005437",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005438",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005440",1,FALSE,"SP-CHRNA7-3",81,111,0,158.333333333333,7791,1150,6641,0.081,0.0167143502484566,0.13768115942029
"SPU_005447",1,FALSE,"SP-RAP1GAP",55,660,0,76.3333333333333,42624,5446,37178,0.055,0.0177524342353004,0.0140164034765577
"SPU_005448",1,FALSE,"SP-MGST5",159.333333333333,0,0,0,2884,2884,0,0.159333333333333,0,0
"SPU_005454",2,TRUE,"SP-ENDRVT14",29.3333333333333,0,0,0,3407,3187,220,0.0293333333333333,0,0
"SPU_005458",1,FALSE,"SP-BPI",52.6666666666667,203.333333333333,0,89.6666666666667,19081,1502,17579,0.0526666666666667,0.0115668316362326,0.0596981802041722
"SPU_005467",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005469",1,FALSE,"SP-NANS",8,96.6666666666667,0,51,7037,965,6072,0.008,0.0159200702678964,0.0528497409326425
"SPU_005470",1,FALSE,"SP-HYPP_448",35.3333333333333,53.6666666666667,0,39.3333333333333,6256,2358,3898,0.0353333333333333,0.0137677441422952,0.0166808029403449
"SPU_005476",1,FALSE,"SP-RIGIL12",34.6666666666667,83.3333333333333,3.66666666666667,56.6666666666667,7148,1918,5230,0.0346666666666667,0.0159337157425112,0.0295446645811609
"SPU_005477",1,FALSE,"SP-ITGAL",20.3333333333333,656.333333333333,37.3333333333333,269,11629,1435,10194,0.0203333333333333,0.0643842783336603,0.187456445993031
"SPU_005483",1,FALSE,"SP-MYO-INO2DHL",142.666666666667,355.333333333333,188.333333333333,63,19625,963,18662,0.142666666666667,0.0190404744043154,0.0654205607476635
"SPU_005485",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005493",1,FALSE,"SP-MTVR2L",100.333333333333,63.6666666666667,0,2,2240,433,1807,0.100333333333333,0.0352333517801144,0.0046189376443418
"SPU_005494",1,FALSE,"SP-HYPP_1585",58.6666666666667,181.333333333333,0,75.6666666666667,5914,1005,4909,0.0586666666666667,0.0369389556596727,0.0752902155887231
"SPU_005495",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005498",1,FALSE,"SP-SURREAL/GPCR104",125.666666666667,0,0,0,1229,1229,0,0.125666666666667,0,0
"SPU_005500",1,FALSE,"SP-C1QL",113.666666666667,1917.33333333333,0,0,908,908,0,0.113666666666667,0,0
"SPU_005508",1,FALSE,"SP-FN3/IG_2",103,1537,529.333333333333,459.666666666667,60829,9737,51092,0.103,0.0300829875518672,0.0472082434699257
"SPU_005509",1,FALSE,"SP-KIF3AL",50.6666666666667,32.3333333333333,0,50.3333333333333,5782,3011,2771,0.0506666666666667,0.0116684710694094,0.0167164840030997
"SPU_005514",1,FALSE,"SP-DAZIP_1",4.66666666666667,0,0,0.666666666666667,3078,507,2571,0.00466666666666667,0,0.00131492439184747
"SPU_005515",1,FALSE,"SP-SAMD9L_5",31.6666666666667,179.333333333333,0,218,30234,5986,24248,0.0316666666666667,0.00739579896623777,0.0364183093885733
"SPU_005518",2,TRUE,"SP-SAS10",16,49,0,20.3333333333333,9858,1710,8148,0.016,0.00601374570446735,0.0118908382066277
"SPU_005520",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005522",1,FALSE,"SP-IFT172_3",2,1,0,60.6666666666667,4606,1078,3528,0.002,0.000283446712018141,0.0562770562770563
"SPU_005523",1,FALSE,"SP-ST6GALNAC4",49,3776.66666666667,0,432.333333333333,22654,1637,21017,0.049,0.179695801811232,0.26410099776013
"SPU_005525",1,FALSE,"SP-PAF1-2",14.6666666666667,31.3333333333333,0,28.6666666666667,9395,1762,7633,0.0146666666666667,0.00410498275033844,0.0162693908437382
"SPU_005526",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005527",1,FALSE,"SP-DHRS7",22,26.3333333333333,0,33.6666666666667,5052,1032,4020,0.022,0.00655058043117745,0.0326227390180879
"SPU_005529",1,FALSE,"SP-KIAA0317L",65.3333333333333,530.666666666667,196,251,26250,2645,23605,0.0653333333333333,0.0224811127585963,0.0948960302457467
"SPU_005531",2,TRUE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005534",1,FALSE,"SP-SLC17A5_2",106,422.666666666667,115.666666666667,108.666666666667,17475,1590,15885,0.106,0.0266079110271745,0.0683438155136268
"SPU_005538",1,FALSE,"SP-LRR/IGR_2",90.3333333333333,102.666666666667,102.666666666667,168,6874,1933,4941,0.0903333333333333,0.0207785198677731,0.0869115364718055
"SPU_005539",1,FALSE,"SP-ATP13A4",27,651.333333333333,0,283.666666666667,35417,3161,32256,0.027,0.0201926256613757,0.0897395339027734
"SPU_005540",2,TRUE,"SP-SLC7A4",121,13,2,25.3333333333333,6187,3204,2983,0.121,0.00435802883003688,0.00790678318768206
"SPU_005541",1,FALSE,"SP-SLC7A4_3",9.33333333333333,2,0,1,5530,3895,1635,0.00933333333333333,0.00122324159021407,0.000256739409499358
"SPU_005548",1,FALSE,"SP-SCRIBL",3.33333333333333,171.333333333333,0,37.6666666666667,12516,1784,10732,0.00333333333333333,0.015964716113803,0.0211136023916293
"SPU_005552",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005555",1,FALSE,"SP-COLA5",6.33333333333333,568.333333333333,0,12.6666666666667,56478,1140,55338,0.00633333333333333,0.0102702181743708,0.0111111111111111
"SPU_005556",1,FALSE,"SP-SRCR44",0.333333333333333,131,131,0,30567,2832,27735,0.000333333333333333,0.00472327384171624,0
"SPU_005561",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005565",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005576",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005577",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005580",1,FALSE,"SP-KIAA1239",116.666666666667,426,0,359.666666666667,26072,6233,19839,0.116666666666667,0.021472856494783,0.057703620514466
"SPU_005581",1,FALSE,"SP-NLR87",7.33333333333333,76,0,6.33333333333333,23883,2963,20920,0.00733333333333333,0.00363288718929254,0.00213747328158398
"SPU_005581",1,FALSE,"SP-NLR87",7.33333333333333,76,0,6.33333333333333,23883,2963,20920,0.00733333333333333,0.00363288718929254,0.00213747328158398
"SPU_005584",1,FALSE,"SP-GTF3C5",10.3333333333333,23,0,0,12759,1992,10767,0.0103333333333333,0.00213615677533203,0
"SPU_005588",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005589",1,FALSE,"SP-RT25",120.333333333333,190.666666666667,0,174.333333333333,5235,1284,3951,0.120333333333333,0.0482578250232009,0.135773624091381
"SPU_005590",1,FALSE,"SP-SLC23A1_1",2,6,0,0,14018,1174,12844,0.002,0.000467144191840548,0
"SPU_005592",2,TRUE,"SP-ENPP3_1",30,24,0,8.66666666666667,12957,1969,10988,0.03,0.00218420094648708,0.00440155747418317
"SPU_005595",1,FALSE,"SP-SSTR4L",118,190,0,86,1234,1234,0,0.118,0,0.0696920583468395
"SPU_005607",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005610",1,FALSE,"SP-TAOK2I1",11,98,0,31,19390,4868,14522,0.011,0.00674838176559703,0.00636811832374692
"SPU_005611",2,TRUE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005612",1,FALSE,"SP-HYPP_458",0.666666666666667,24,0,36,8924,2348,6576,0.000666666666666667,0.00364963503649635,0.0153321976149915
"SPU_005615",2,TRUE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005622",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005624",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005626",3,TRUE,"SP-TESK",54.6666666666667,371.666666666667,189.666666666667,159.333333333333,21268,4501,16767,0.0546666666666667,0.0221665573249041,0.0353995408427757
"SPU_005632",1,FALSE,"SP-TMEM20_4",137.333333333333,0,0,0,1207,1207,0,0.137333333333333,0,0
"SPU_005633",1,FALSE,"SP-TMEM20_5",113.333333333333,0,0,0,1172,1172,0,0.113333333333333,0,0
"SPU_005634",1,FALSE,"SP-TMEM20_6",78.6666666666667,0,0,0,1139,1139,0,0.0786666666666667,0,0
"SPU_005635",1,FALSE,"SP-TMEM20_7",112.333333333333,0,0,0,1202,1202,0,0.112333333333333,0,0
"SPU_005636",1,FALSE,"SP-TMEM20",102.666666666667,0,0,0,1361,1361,0,0.102666666666667,0,0
"SPU_005641",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005647",1,FALSE,"SP-HYPP_1591",6.33333333333333,95.3333333333333,59,21.6666666666667,9420,999,8421,0.00633333333333333,0.0113209040889839,0.0216883550216884
"SPU_005648",1,FALSE,"SP-BHMT-9",75.6666666666667,172,0,159.333333333333,5973,1069,4904,0.0756666666666667,0.0350734094616639,0.149048955410041
"SPU_005649",1,FALSE,"SP-HYPP_459",2,203.666666666667,31.3333333333333,116.333333333333,11381,1921,9460,0.002,0.0215292459478506,0.0605587367690439
"SPU_005650",1,FALSE,"SP-GALNT10",67.6666666666667,423.333333333333,15,172,11071,1124,9947,0.0676666666666667,0.042558895479374,0.153024911032028
"SPU_005653",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005655",1,FALSE,"SP-CYP2L12",5.33333333333333,54,0,17,3671,1676,1995,0.00533333333333333,0.0270676691729323,0.0101431980906921
"SPU_005657",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
"SPU_005664",1,FALSE,NA,0,0,0,0,0,0,0,0,0,0
