"geneid","int_meth_logFC","int_meth_logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_0041280",1.12532516350127,3.78852421287056,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004129",0.858090005275379,3.64739369751438,"SP-HYPP_1501",13.3333333333333,90,32.3333333333333,339,5504,1690,3814,13.3333333333333,0.0235972732039853,0.200591715976331
"SPU_004130",1.27202633968312,3.40247981339126,"SP-TMF1",20,298,49.3333333333333,259,28064,4267,23797,20,0.0125225868806992,0.0606983829388329
"SPU_004131",0.492002176605831,3.9710979672027,"SP-COX6B1",64.3333333333333,135,0,54,1774,226,1548,64.3333333333333,0.0872093023255814,0.238938053097345
"SPU_004135",0.15341502181678,7.92821189909149,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004136",0.643025404507277,5.14867021370072,"SP-P19",63,1234,0,139.333333333333,6669,527,6142,63,0.200911755128623,0.264389626818469
"SPU_004137",0.37312786442535,3.30208593765168,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0041371",-2.07148950058812,2.04392404404636,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004147",-0.0356333982085335,6.05829973584279,"SP-C1ORF9L",29.6666666666667,1080.66666666667,0,34,42401,4388,38013,29.6666666666667,0.0284288708248932,0.00774840474020055
"SPU_0041472",-0.0626105039753669,5.97605825424965,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004148",-0.938104156709388,4.31319623276165,"SP-KRL",24,0,0,0,33363,1043,32320,24,0,0
"SPU_004152",-1.03104478026062,6.4734894373994,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004154",-0.143698598293685,4.66746344651173,"SP-NLE1",11,208.333333333333,0,21.6666666666667,26471,1546,24925,11,0.00835840855901037,0.0140146614920224
"SPU_004156",-0.184939672118223,3.37159124582513,"SP-CAMK2A",39.3333333333333,505.666666666667,133.333333333333,60.6666666666667,21677,464,21213,39.3333333333333,0.0238375838715253,0.130747126436782
"SPU_004157",-0.186702953635419,2.85678507200581,"SP-CPA3",32.6666666666667,703.666666666667,0,170.666666666667,21224,1805,19419,32.6666666666667,0.0362359888082119,0.0945521698984303
"SPU_004159",0.0836643831625882,6.83543770437555,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0041604",-0.0124676337362099,4.70605718614368,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004161",-2.57880366192401,3.48684297068949,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004164",-0.867433459431362,5.22911344850662,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004174",0.110243064368361,7.62245741894034,"SP-WDR59-2",4.66666666666667,1.33333333333333,0,2,7988,1841,6147,4.66666666666667,0.000216907976790846,0.00108636610537751
"SPU_004175",-0.154597078948595,8.37927855532019,"SP-HYPP_1503",24,114.666666666667,0,27.6666666666667,11892,1197,10695,24,0.0107215209599501,0.0231133389028126
"SPU_004180",0.541070111053182,4.63025547453504,"SP-DUR3",24.6666666666667,109.666666666667,0,82,5643,1472,4171,24.6666666666667,0.0262926556381363,0.0557065217391304
"SPU_004181",1.17084746473285,4.9817649250706,"SP-BCHE-3",133.666666666667,67,0,142.333333333333,5352,1822,3530,133.666666666667,0.0189801699716714,0.0781192828393707
"SPU_004183",1.02845037343471,3.99831134270613,"SP-ACHE_3",118.333333333333,477,174.666666666667,242.333333333333,10237,1814,8423,118.333333333333,0.0566306541612252,0.13359059169423
"SPU_004184",-0.89805825563277,3.07883431620707,"SP-BCHEL_2",110,206.666666666667,0,255,7375,1445,5930,110,0.0348510399100618,0.176470588235294
"SPU_004185",-0.649566166683101,3.58628008835957,"SP-ACHE-10",110.666666666667,66.6666666666667,0,133,8040,1808,6232,110.666666666667,0.0106974753958066,0.0735619469026549
"SPU_0041892",0.00757440936045394,2.66448985115592,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0041933",0.111026166581038,3.16804180268292,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004201",-0.0825634616291093,4.39452915807362,"SP-HYPP_1505",93.6666666666667,759.666666666667,0.333333333333333,40.6666666666667,14463,1543,12920,93.6666666666667,0.058797729618163,0.0263555843594729
"SPU_004207",1.80591140375406,1.86712208670675,"SP-ST6SIA_1",17.3333333333333,0,0,0,1863,897,966,17.3333333333333,0,0
"SPU_004208",0.599215795520602,2.88740749298013,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004212",-0.578607622476382,4.41860167179305,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004224",-0.411889434257802,4.29099486162922,"SP-KIF22",58.6666666666667,40.6666666666667,0,36,10034,1920,8114,58.6666666666667,0.00501191356503163,0.01875
"SPU_004229",0.231093211114252,9.59923124767515,"SP-DPP10",4.33333333333333,182.333333333333,2.33333333333333,156.666666666667,20040,2204,17836,4.33333333333333,0.0102227704268521,0.0710828796128252
"SPU_0042290",1.03965047595572,5.13678884060484,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0042291",0.0227932744611814,5.5070443717267,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0042293",-0.0888288388902424,6.70599070235715,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0042294",0.272173011463484,6.89423364537947,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004233",2.47590365114466,4.19320715790296,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004243",-0.107857436858114,5.35919469871828,"SP-NPR1_5",102.333333333333,458.666666666667,0,42,73321,3322,69999,102.333333333333,0.00655247455916037,0.0126429861529199
"SPU_0042438",0.320526479649864,5.31302562203327,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0042439",3.67074960576671,3.35227251622758,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004245",-0.193712901764921,7.71576390824364,"SP-NETRIN1",88,2658.33333333333,383,16.6666666666667,113691,3188,110503,88,0.0240566621117375,0.00522793810121288
"SPU_004251",-1.86350287045678,2.03666436049469,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004252",-0.169343977339449,3.07488088924488,"SP-POG_1",5.33333333333333,23.3333333333333,0,8,9886,4036,5850,5.33333333333333,0.00398860398860399,0.00198216055500496
"SPU_004253",0.464542629576432,5.09306652673919,"SP-RNF34L",23.6666666666667,110,0,46.3333333333333,9105,1222,7883,23.6666666666667,0.0139540783965495,0.0379159847244954
"SPU_004255",0.0890749252260469,7.83943011737963,"SP-ZW10",56,288.333333333333,0,160.333333333333,18232,4621,13611,56,0.0211838463987461,0.0346966746014571
"SPU_0042550",-0.286423909334412,3.05271642702695,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0042551",-0.161382563431172,4.58905563890362,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0042553",0.293538117701019,5.44863385972714,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0042554",-1.52696939822802,4.08291932461253,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0042558",0.922068014936594,6.83235717469972,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0042559",0.274654788516193,4.37295797116327,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004256",-0.260494844335465,4.982109597548,"SP-GNB1L",70.3333333333333,254.666666666667,0,167,5628,1122,4506,70.3333333333333,0.0565172362775559,0.148841354723708
"SPU_004260",0.835797134311514,8.33243277498714,"SP-HS2ST",43,291,0,0,20154,2741,17413,43,0.0167116522138632,0
"SPU_004261",0.31874020919887,8.46728658513958,"SP-NCF2L",73.6666666666667,941.333333333333,337.333333333333,146.666666666667,28495,4876,23619,73.6666666666667,0.0398549190623368,0.0300792999726552
"SPU_004264",-0.21886302430228,5.18438648491578,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004286",-0.370939349003434,1.94743097995593,"SP-LMAN1",41,196.333333333333,56.3333333333333,188.333333333333,9980,3417,6563,41,0.0299151810655696,0.0551165739927812
"SPU_004287",0.199511882815136,2.88297536640999,"SP-SMAD4",27,313.666666666667,31,145.333333333333,21504,5076,16428,27,0.0190934177420664,0.0286314683477804
"SPU_004294",-0.0591681898223434,1.6199993828272,"SP-PDE2AL",4,106.333333333333,0,10,13528,1675,11853,4,0.00897100593380016,0.00597014925373134
"SPU_004300",0.219259161629267,8.16429978093619,"SP-PPM1GL_1",25,247.333333333333,4.66666666666667,97,27288,1871,25417,25,0.00973101992105022,0.0518439337252806
"SPU_004306",-0.0734349503613874,7.26762628288924,"SP-HYPP_411",66.6666666666667,250,137.333333333333,6,23535,2287,21248,66.6666666666667,0.011765813253012,0.00262352426759948
"SPU_004314",0.658229127920207,3.84821357732199,"SP-SETD8L-4",188.333333333333,1110.33333333333,28,740.333333333333,21939,3976,17963,188.333333333333,0.0618122436860955,0.186200536552649
"SPU_004315",0.762448342678719,1.49187901051782,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004318",1.81456692118307,2.76001834025713,"SP-PRSS16L",59,746.333333333333,738.333333333333,35.3333333333333,17500,1109,16391,59,0.0455331177678807,0.0318605350165314
"SPU_0043216",-0.586537261342684,3.07810382566495,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004328",-1.08017901244841,2.27395279899149,"SP-DDM36L",194,2421.33333333333,608.333333333333,283,64865,4006,60859,194,0.0397859533238031,0.0706440339490764
"SPU_004333",-1.41194985736223,3.70609381816128,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0043335",1.45485417129786,3.98005536170089,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004342",0.00368507223000079,4.94620824189923,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004345",0.096155052198542,4.29969020362201,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004350",0.42103801095706,6.32973939134846,"SP-ACBD3",66.3333333333333,95.3333333333333,83,21.3333333333333,12332,450,11882,66.3333333333333,0.00802334062727936,0.0474074074074074
"SPU_004351",-0.348621874513682,1.38153191884499,"SP-AFF3",36,89,0,90,9140,3578,5562,36,0.0160014383315354,0.0251537171604248
"SPU_004358",-0.745395267381969,3.45911779650593,"SP-IMMT",59,281.666666666667,0,157,13083,3259,9824,59,0.0286712812160695,0.0481742865909788
"SPU_004364",0.27656909236265,3.97524070627556,"SP-HYPP_1516",141.333333333333,1341.66666666667,297,213.333333333333,2939,1342,1597,141.333333333333,0.840116885827593,0.158966716343766
"SPU_004366",1.58368876262127,2.43341109405492,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0043672",-0.184720072632162,2.75724646431391,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0043780",-0.295036268972589,3.64758710052212,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004379",-0.211498703402671,3.15064034460684,"SP-FLJ33220",9,1196,63.3333333333333,163,26103,749,25354,9,0.0471720438589572,0.21762349799733
"SPU_004393",-0.727002775244935,5.3374632528975,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004395",0.1078972022306,7.69666367043146,"SP-CDC20",59.3333333333333,204.666666666667,160.333333333333,69.3333333333333,7456,1263,6193,59.3333333333333,0.0330480650196458,0.0548957508577461
"SPU_004397",0.197226884668544,3.56014101048634,"SP-GPX7",98.3333333333333,19,10.6666666666667,27.6666666666667,5626,1181,4445,98.3333333333333,0.00427446569178853,0.0234264747389218
"SPU_004400",-1.96440219521093,2.95971088519767,"SP-ECHN20",19.6666666666667,244.333333333333,207.333333333333,47.3333333333333,31497,404,31093,19.6666666666667,0.00785814599213113,0.117161716171617
"SPU_004405",-0.052529198875245,6.97054616095306,"SP-GLYPHP2",105.333333333333,561,194,7.33333333333333,14150,690,13460,105.333333333333,0.0416790490341753,0.0106280193236715
"SPU_004412",1.56202322237629,3.32937668375853,"SP-CUB/EGF",143,226,0,229.333333333333,19082,3636,15446,143,0.014631619836851,0.0630729739640631
"SPU_004414",2.09915874532594,4.95809214251269,"SP-HLF",93,269.333333333333,36.3333333333333,75.6666666666667,6218,3944,2274,93,0.118440340076224,0.019185260311021
"SPU_004415",-2.17086325061154,4.00784610932047,"SP-RRP12",6.66666666666667,68.6666666666667,0,74.3333333333333,7675,1489,6186,6.66666666666667,0.011100334087725,0.0499216476382359
"SPU_004420",-0.331607925341764,4.14380022899757,"SP-LUCF_1",24,12,11,79.3333333333333,3862,924,2938,24,0.00408441116405718,0.0858585858585859
"SPU_004421",3.66754967939437,3.18831522096567,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004422",-0.829312458983958,1.97061582241611,"SP-MPDZ-3",52.6666666666667,444,0.666666666666667,87.6666666666667,7361,1189,6172,52.6666666666667,0.0719377835385612,0.0737314269694421
"SPU_004423",0.153109991816447,7.84674485090734,"SP-NOL8L",41.3333333333333,75.3333333333333,0,50.6666666666667,6439,1858,4581,41.3333333333333,0.01644473550171,0.0272694653749551
"SPU_004428",-0.251005007722137,4.07380495780058,"SP-HYPP_1522",28.6666666666667,214,0,41.6666666666667,4788,1372,3416,28.6666666666667,0.0626463700234192,0.0303692905733722
"SPU_004429",1.71421367376564,4.05874571769977,"SP-RTN4IP1-3",70.3333333333333,214.333333333333,0,151.333333333333,10505,1285,9220,70.3333333333333,0.0232465654374548,0.117769130998703
"SPU_004433",0.188192985693425,5.37926491920631,"SP-SMPD4",66,843,0,387.666666666667,22495,4744,17751,66,0.0474902822376204,0.081717256885891
"SPU_004434",-0.312183761100768,6.5448283711146,"SP-CARD11",6,1546,1108,303,35610,2205,33405,6,0.0462804969315971,0.137414965986395
"SPU_004436",0.255151847523504,3.12492331427034,"SP-TMC7",48.6666666666667,404.666666666667,243,87.3333333333333,32031,1901,30130,48.6666666666667,0.0134306892355349,0.0459407329475714
"SPU_0044554",-0.310159091054886,4.21004301305695,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004468",0.663978137908539,2.95408301405493,"SP-RFC3",71,186,186,35,6135,1075,5060,71,0.0367588932806324,0.0325581395348837
"SPU_004473",-0.0169949339116066,8.84124383523212,"SP-SEC14L2",38.3333333333333,145.666666666667,0,44.3333333333333,19005,1369,17636,38.3333333333333,0.00825962047327436,0.0323837350864378
"SPU_0044730",0.0356099064812796,7.34281900977721,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0044731",0.0996481452571789,8.44012443023057,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004476",-0.744400350651964,4.16681170335096,"SP-HYALINL_1",118.666666666667,555,0,10.6666666666667,11345,1156,10189,118.666666666667,0.0544705074099519,0.00922722029988466
"SPU_004479",0.131714064477963,3.98210429915817,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004482",-0.851528329065643,2.61436578734476,"SP-UGT2B37L",94.3333333333333,111.333333333333,0,20.6666666666667,6040,1962,4078,94.3333333333333,0.027300964525094,0.0105334692490656
"SPU_004497",1.00635796555041,5.83099017690615,"SP-HYPP_1531",35.3333333333333,241.666666666667,166.666666666667,226.333333333333,20294,1630,18664,35.3333333333333,0.0129482783254751,0.138854805725971
"SPU_004509",-0.402867338925481,4.00504299218323,"SP-LMN",6.33333333333333,88,15,45.3333333333333,6518,1065,5453,6.33333333333333,0.0161379057399597,0.042566510172144
"SPU_004511",0.114242256896542,4.35216732347389,"SP-AQP9",46,222.666666666667,117,227.333333333333,10785,879,9906,46,0.0224779594858335,0.258627227910504
"SPU_004512",-1.43769145057422,4.27501264041378,"SP-UNC44L_36",11.3333333333333,246.333333333333,6.33333333333333,107,21735,5012,16723,11.3333333333333,0.0147302118838326,0.0213487629688747
"SPU_004513",-0.475062461656483,1.56622165493979,"SP-UFSP2",44,188.666666666667,0,104.666666666667,11872,2947,8925,44,0.0211391223155929,0.0355163443049429
"SPU_004515",0.276613464482051,5.47290432923701,"SP-GAL3ST1-3",53.6666666666667,158,69,161.333333333333,14312,1524,12788,53.6666666666667,0.0123553331248045,0.10586176727909
"SPU_004517",0.296113063124751,4.45402085511495,"SP-PELLINO",123.333333333333,1388.66666666667,935.666666666667,40,43762,1483,42279,123.333333333333,0.0328453053919598,0.0269723533378287
"SPU_004527",-0.127829892925692,3.66226994843897,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004530",-0.152984150116201,6.5097018881777,"SP-FBSL_4",7.33333333333333,47.3333333333333,3.33333333333333,9.66666666666667,4871,989,3882,7.33333333333333,0.0121930276489782,0.00977418267610381
"SPU_004532",1.36246061007834,3.19331166128465,"SP-FAT1L",34.3333333333333,297,0,13,27856,1069,26787,34.3333333333333,0.0110874678015455,0.0121608980355472
"SPU_004535",0.116892802451075,8.22397775268439,"SP-PPPL_177",33.3333333333333,0,0,0,20116,2582,17534,33.3333333333333,0,0
"SPU_004542",0.0531352672559805,7.64846409659603,"SP-NOTCHL_917",0.666666666666667,199.333333333333,0,44.6666666666667,15574,1332,14242,0.666666666666667,0.013996161587792,0.0335335335335335
"SPU_004543",-0.0969116537577019,3.48525943951448,"SP-SERPL10",29.3333333333333,57.3333333333333,57.3333333333333,85.6666666666667,5228,1360,3868,29.3333333333333,0.0148224750086177,0.0629901960784314
"SPU_0045455",0.432058887172624,2.74438618068335,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004548",-0.514448431407064,2.40769254904754,"SP-ADIPOR2",64.3333333333333,434.666666666667,194.333333333333,141.666666666667,18495,3746,14749,64.3333333333333,0.0294709245824576,0.0378181171026873
"SPU_004560",-0.700024984349347,3.22957279005509,"SP-HYPP_1534",4.66666666666667,10.3333333333333,2.66666666666667,10.6666666666667,9585,1177,8408,4.66666666666667,0.00122898826514431,0.00906258850184084
"SPU_0045623",-1.42876475628525,5.49323167607666,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0045751",-1.20912925002584,1.927499224024,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004584",0.0790266009313353,4.7711638048368,"SP-SDF2",33,674,29.6666666666667,1007.33333333333,9979,3508,6471,33,0.104157008190388,0.287153173698214
"SPU_004585",0.0465728443629749,7.43132915828823,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004590",0.385211610860387,2.3358191301516,"SP-GLYSH",107.666666666667,218.666666666667,0,100.666666666667,8814,1208,7606,107.666666666667,0.028749233061618,0.0833333333333333
"SPU_004591",0.891005116036646,2.64488954847702,"SP-SNTG2",109,598,175,20,34630,1940,32690,109,0.0182930559804221,0.0103092783505155
"SPU_004599",0.148865472416169,7.01440030830188,"SP-PITX2",82,1182.33333333333,342.333333333333,112.666666666667,27676,988,26688,82,0.0443020583533173,0.114035087719298
"SPU_0046112",-0.359210176774879,5.5770210749777,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004619",1.45200634306206,1.04796907135798,"SP-PACRG",50.3333333333333,0,0,0,1687,708,979,50.3333333333333,0,0
"SPU_004621",1.623006562192,5.19842801118216,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0046226",0.0334874365211086,3.59712727993441,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0046227",0.959776725919617,7.45876696361648,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004628",0.258012491490554,3.64614548759861,"SP-MAP1APH",127.333333333333,1576,1371,429,59598,6028,53570,127.333333333333,0.0294194511853649,0.0711678832116788
"SPU_004629",0.237405400751632,6.15368145126252,"SP-DRD2",248,1490.66666666667,0,648,38644,1659,36985,248,0.0403046280023433,0.390596745027125
"SPU_004635",0.708408626463303,5.13352248377747,"SP-CROP",10,85.6666666666667,6,135.333333333333,8976,3660,5316,10,0.0161148733383496,0.036976320582878
"SPU_004639",0.203257180989985,6.11216696842756,"SP-CLK2",24.6666666666667,433,0,211,14508,4404,10104,24.6666666666667,0.0428543151227237,0.0479109900090827
"SPU_0046393",0.159433160455226,6.20394705402199,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004641",0.958774317417894,6.64540366935172,"SP-ZBTB8OS",69.6666666666667,700.333333333333,94.6666666666667,123.333333333333,8501,527,7974,69.6666666666667,0.0878271047571273,0.234029095509171
"SPU_004646",0.184795764567114,6.18497950298189,"SP-HYPP_422",0.666666666666667,827.666666666667,0,94.6666666666667,19398,2936,16462,0.666666666666667,0.0502774065524643,0.0322434150772025
"SPU_0046477",1.26676525039155,2.19400656223783,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004658",-0.580220347023164,2.11591325500519,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004661",1.25661101481593,4.40352388346604,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004673",-0.439486537035903,6.8715002151202,"SP-OSBP",86.3333333333333,242.666666666667,0,108,7748,1016,6732,86.3333333333333,0.0360467419290949,0.106299212598425
"SPU_004684",-0.201532718270217,4.70866412028278,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004686",-0.328541210483224,8.3770989104821,"SP-ECHN-21",45.6666666666667,678.333333333333,127.666666666667,122.333333333333,18920,1617,17303,45.6666666666667,0.0392032210214028,0.0756545042259328
"SPU_004692",-0.197207632931356,4.17973083893448,"SP-ABCC10A",88,205.333333333333,0,217,12409,3905,8504,88,0.024145500156789,0.0555697823303457
"SPU_004694",0.537263881875576,3.73967793134682,"SP-ADCY2",23,190.666666666667,0,133.666666666667,18803,2231,16572,23,0.0115053503902164,0.0599133422979232
"SPU_004697",-0.00787108845872184,5.44300369666989,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004698",-0.0969830477926374,9.16165611098747,"SP-HYPP_2981",43,90,16.3333333333333,42.6666666666667,4669,1329,3340,43,0.0269461077844311,0.0321043391020818
"SPU_004700",0.265639062865681,3.1583853962783,"SP-CCT7",78.6666666666667,0,0,0,14201,2098,12103,78.6666666666667,0,0
"SPU_004701",-0.153669145629924,6.66660319104637,"SP-HYPP_3083",53.3333333333333,127.666666666667,0,636.333333333333,13413,7263,6150,53.3333333333333,0.0207588075880759,0.0876130157418881
"SPU_004702",0.173459752118673,5.2639794923686,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004705",0.848987295037289,2.74184782536093,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004706",0.500401602870934,6.20764447940524,"SP-HYPP_1537",5.33333333333333,0,0,0,75664,1296,74368,5.33333333333333,0,0
"SPU_004710",0.42700798380186,5.69612088884367,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0047106",-0.930364719183451,3.25560734499009,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004711",-1.02391425617137,3.51325089385629,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004714",0.167669649773172,4.63678604228649,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004715",-0.0255950477639406,9.40996844118212,"SP-BCAS2",31.6666666666667,12.6666666666667,0,18.6666666666667,4049,1054,2995,31.6666666666667,0.00422927100723428,0.0177103099304238
"SPU_004716",0.472806974827477,6.86708043344432,"SP-HYPP_426",52,94.3333333333333,0,40.6666666666667,5826,1890,3936,52,0.0239668021680217,0.0215167548500882
"SPU_004719",1.10341116129642,4.20073507942582,"SP-TTC7B",7.33333333333333,205.666666666667,0,39,36141,2523,33618,7.33333333333333,0.00611775437761517,0.0154577883472057
"SPU_0047193",-2.07830252385153,2.31284969820967,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0047195",-0.837730117791527,3.39438663977116,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0047197",0.321699355349742,1.24488637113512,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004722",-0.554058746503357,7.35729115401542,"SP-WDR26",9.66666666666667,63.6666666666667,0,0.333333333333333,146747,2190,144557,9.66666666666667,0.000440426037249436,0.00015220700152207
"SPU_004723",-2.30029907314731,3.03028375392432,"SP-ERR",47.3333333333333,434.666666666667,68.3333333333333,130,17563,872,16691,47.3333333333333,0.0260419787110818,0.149082568807339
"SPU_004726",-0.169414287267551,5.10926702086006,"SP-SR/LRR/GPCR_2",61.6666666666667,434.333333333333,0,176.666666666667,20206,2887,17319,61.6666666666667,0.0250784302403911,0.0611938575222261
"SPU_004732",0.550758577898043,6.8911679194416,"SP-RGMA",149.666666666667,1422.66666666667,1302.33333333333,198.333333333333,18259,1612,16647,149.666666666667,0.0854608437956789,0.123035566583954
"SPU_004734",-0.413676105179378,6.37853946904319,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0047359",0.444063709026596,4.41707559981717,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004736",-0.301438182951218,4.62508703662008,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004746",-0.228521180185092,5.04674548649909,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004747",-0.136057142949391,4.31918110330642,"SP-FGFR2",72.6666666666667,89.3333333333333,0,29.6666666666667,11368,1385,9983,72.6666666666667,0.00894854586129754,0.0214199759326113
"SPU_004748",2.7824699009499,4.4786741645872,"SP-HYPP_428",50,396,0,136.666666666667,13604,1993,11611,50,0.0341055895271725,0.0685733400234153
"SPU_004756",-0.0362798630570159,8.33714899343719,"SP-FN3F_23",109.333333333333,885,842,59,238751,334,238417,109.333333333333,0.00371198362532873,0.176646706586826
"SPU_004758",-0.193750636116773,5.47925191412453,"SP-FN3F_9",11,144,0,155,11664,2721,8943,11,0.0161019792016102,0.0569643513414186
"SPU_0047582",0.27944359876904,2.89614809563414,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004768",-0.294085583934748,4.19950795948304,"SP-HYPP_1542",109,41.3333333333333,0,57.3333333333333,4327,1191,3136,109,0.0131802721088435,0.0481388189196753
"SPU_004769",0.181461818686971,5.53498954654899,"SP-ASS",63.6666666666667,244.666666666667,0,0,15035,774,14261,63.6666666666667,0.0171563471472314,0
"SPU_004771",0.0124285752749887,9.44908645634567,"SP-UXS1",2.33333333333333,97,0,23.6666666666667,17233,888,16345,2.33333333333333,0.00593453655552157,0.0266516516516517
"SPU_004774",-0.456524756746789,4.21738080925596,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004781",-0.649406998837782,3.70018474604017,"SP-POLR3C",44.3333333333333,176.666666666667,0,72.6666666666667,12732,2453,10279,44.3333333333333,0.0171871453124493,0.0296235901617068
"SPU_004785",0.217215484995477,8.01734676792685,"SP-GDI1",121.333333333333,230.666666666667,8,58,11448,1721,9727,121.333333333333,0.0237140605188307,0.0337013364323068
"SPU_004786",-0.686201163148333,3.8122743099081,"SP-MADP1",59.6666666666667,137.333333333333,1.33333333333333,165.333333333333,4934,695,4239,59.6666666666667,0.0323975780451364,0.2378896882494
"SPU_004789",-0.203488625104063,7.56087391888841,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004799",0.571446086343131,4.08433019693745,"SP-HYPP_429",61,520,520,85.3333333333333,6823,2413,4410,61,0.117913832199546,0.0353640005525625
"SPU_004804",0.0483709245495587,3.8023237074596,"SP-SERP-3",73.6666666666667,268.666666666667,0,95.6666666666667,4419,1120,3299,73.6666666666667,0.0814388198443973,0.0854166666666667
"SPU_0048051",-0.206377222033825,5.4242556447258,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004807",-0.510610088571531,3.83972738851546,"SP-Z32",5.33333333333333,173,0,393.333333333333,10475,3974,6501,5.33333333333333,0.0266112905706814,0.0989766817648046
"SPU_0048096",1.04055587971875,1.31101316012883,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004816",-0.94533467948954,4.04191887675831,"SP-SLC43A3_2",82.3333333333333,291.333333333333,37,177,7843,1644,6199,82.3333333333333,0.0469968274452869,0.107664233576642
"SPU_004817",-0.65186849332462,6.25824317029974,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004822",1.20142680968537,6.56374152663947,"SP-HYPP_431",18.3333333333333,71.6666666666667,0,100,8497,2136,6361,18.3333333333333,0.011266572341875,0.0468164794007491
"SPU_004826",-0.931415645055756,2.36724319193275,NA,0,0,0,0,0,0,0,0,0,0
"SPU_004827",-0.292070399803795,2.82161468607987,"SP-SH3MD2LP",118,44.6666666666667,44.6666666666667,0,29994,3294,26700,118,0.0016729088639201,0
